"id","id_gov.co","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_google_mobility","key_hasc","key_jhu_csse","key_local","latitude","longitude","population","population_data_source_url","population_data_source"
"558a2a6e","15511",3,"Boyacá","Pachavita","COL.6.62_1",,"CO.BY.PC","COBOY15511","15511",5.11085057258612,-73.4244238006211,2074,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"25e0dee1","15514",3,"Boyacá","Páez","COL.6.63_1",,"CO.BY.PZ","COBOY15514","15514",5.06550002098086,-73.0353408369045,2510,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"cbeebfcd","15516",3,"Boyacá","Paipa","COL.6.64_1","ChIJYQ5E1-cUao4RetJg1PYjvBM","CO.BY.PP","COBOY15516","15516",5.80839991569522,-73.2581550447618,39307,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2c5692ca","15518",3,"Boyacá","Pajarito","COL.6.65_1",,"CO.BY.PJ","COBOY15518","15518",5.33200049400332,-72.7148771368199,3085,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"e7ae2817","15522",3,"Boyacá","Panqueba","COL.6.66_1",,"CO.BY.PQ","COBOY15522","15522",6.40410041809085,-72.4728446104731,1335,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"67bc48ec","15531",3,"Boyacá","Pauna","COL.6.67_1",,"CO.BY.PA","COBOY15531","15531",5.6775505542756,-74.025650099377,12346,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"89b229c0","15533",3,"Boyacá","Paya","COL.6.68_1",,"CO.BY.PY","COBOY15533","15533",5.62900066375735,-72.3956190682795,3167,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"8edfedd9","15537",3,"Boyacá","Paz de Río","COL.6.69_1",,"CO.BY.PR","COBOY15537","15537",6.00610065460214,-72.7851105260668,4552,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b1f48f91","15542",3,"Boyacá","Pesca","COL.6.70_1",,"CO.BY.PE","COBOY15542","15542",5.45380091667187,-73.116090972887,6550,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"46e1dffc","15550",3,"Boyacá","Pisba","COL.6.71_1",,"CO.BY.PV","COBOY15550","15550",5.70410013198861,-72.5189533702028,1200,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9ad9dc52","15572",3,"Boyacá","Puerto Boyacá","COL.6.72_1","ChIJk0FrBYZvQY4Rfo_yKJnDcL8","CO.BY.PB","COBOY15572","15572",5.9960503578186,-74.4400824301673,100918,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"f34fa1b1","15580",3,"Boyacá","Quípama","COL.6.73_1",,"CO.BY.QU","COBOY15580","15580",5.55905055999762,-74.277516503906,6261,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"93882854","15599",3,"Boyacá","Ramiriquí","COL.6.74_1",,"CO.BY.RM","COBOY15599","15599",5.28574991226199,-73.3275791033741,10360,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"39d095e0","15600",3,"Boyacá","Ráquira","COL.6.75_1",,"CO.BY.RA","COBOY15600","15600",5.46859979629519,-73.6705685619239,15795,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7ce1c7f4","15621",3,"Boyacá","Rondón","COL.6.76_1",,"CO.BY.RO","COBOY15621","15621",5.35910058021548,-73.2073096694651,3706,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"fcf3a70f","15632",3,"Boyacá","Saboyá","COL.6.77_1",,"CO.BY.SB","COBOY15632","15632",5.68750000000003,-73.7804325061339,13779,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"1c264e11","15638",3,"Boyacá","Sáchica","COL.6.78_1",,"CO.BY.SH","COBOY15638","15638",5.5469505786896,-73.5644351336605,3978,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b4dff5d1","15646",3,"Boyacá","Samacá","COL.6.79_1","ChIJdZ4RX7UqQI4RUIJJLejyrYg","CO.BY.SA","COBOY15646","15646",5.44809961318973,-73.5364145036367,27242,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"6f8a3266","15660",3,"Boyacá","San Eduardo","COL.6.80_1",,"CO.BY.SD","COBOY15660","15660",5.21099853515634,-73.0752763531368,1822,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"68e7f67f","15664",3,"Boyacá","San José de Pare","COL.6.81_1",,"CO.BY.JP","COBOY15664","15664",5.98794603347787,-73.5505488625273,5955,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"f1eea7c5","15667",3,"Boyacá","San Luis de Gaceno","COL.6.82_1",,"CO.BY.LG","COBOY15667","15667",4.86770033836368,-73.1506179483092,5300,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ef98529d","15673",3,"Boyacá","San Mateo","COL.6.83_1",,"CO.BY.SM","COBOY15673","15673",6.39214968681335,-72.5882772155753,2720,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9ff2a612","15676",3,"Boyacá","San Miguel de Sema","COL.6.84_1",,"CO.BY.MS","COBOY15676","15676",5.53170061111456,-73.7787110907659,5605,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"860e2f7e","15681",3,"Boyacá","San Pablo de Borbur","COL.6.85_1",,"CO.BY.SP","COBOY15681","15681",5.66800045967111,-74.1250101471621,11953,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"e8122ea9","15690",3,"Boyacá","Santa María","COL.6.86_1",,"CO.BY.SX","COBOY15690","15690",4.78830099105846,-73.2924234936076,4254,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"711b7f13","15693",3,"Boyacá","Santa Rosa de Viterbo","COL.6.87_1","ChIJXxcRdVI5ao4RaLH0MGO8p6w","CO.BY.RV","COBOY15693","15693",5.88095045089725,-73.0037095676045,11042,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"01718b9c","15696",3,"Boyacá","Santa Sofía","COL.6.88_1",,"CO.BY.SF","COBOY15696","15696",5.69385099411019,-73.637077331543,2501,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"186abadd","15686",3,"Boyacá","Santana","COL.6.89_1",,"CO.BY.SN","COBOY15686","15686",6.04860043525699,-73.5094904456277,8066,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"0a249d55","15720",3,"Boyacá","Sativanorte","COL.6.90_1",,"CO.BY.SE","COBOY15720","15720",6.10595035552987,-72.7626337823396,1984,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"932dccef","15723",3,"Boyacá","Sativasur","COL.6.91_1",,"CO.BY.SV","COBOY15723","15723",6.04194998741156,-72.7241127057588,966,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"5c7e3ad3","15740",3,"Boyacá","Siachoque","COL.6.92_1",,"CO.BY.SI","COBOY15740","15740",5.47074961662301,-73.2342803570192,9393,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"dc6c5a28","15753",3,"Boyacá","Soatá","COL.6.93_1","ChIJL1pSckd2aY4RJIc58bz2GGI","CO.BY.SO","COBOY15753","15753",6.30215096473691,-72.7286116979722,4174,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"db019e31","15757",3,"Boyacá","Socha","COL.6.94_1",,"CO.BY.SC","COBOY15757","15757",5.94740152359009,-72.7063037729259,7374,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"350fff1d","15755",3,"Boyacá","Socotá","COL.6.95_1",,"CO.BY.ST","COBOY15755","15755",5.92020082473758,-72.5587516361444,6209,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"3cb9b336","15759",3,"Boyacá","Sogamoso","COL.6.96_1","ChIJ_zIxAdhFao4Rn1Zq8xIH2Ac","CO.BY.SG","COBOY15759","15759",5.64515066146851,-72.9373236666166,122475,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"194f68c7","15761",3,"Boyacá","Somondoco","COL.6.97_1",,"CO.BY.SK","COBOY15761","15761",4.92864894866949,-73.462251049946,3326,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"8046397d","15762",3,"Boyacá","Sora","COL.6.98_1",,"CO.BY.SR","COBOY15762","15762",5.57485008239752,-73.5012274434633,3463,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"69259c48","15764",3,"Boyacá","Soracá","COL.6.99_1",,"CO.BY.SL","COBOY15764","15764",5.45420050621038,-73.3505136592283,7418,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"f74109eb","15763",3,"Boyacá","Sotaquirá","COL.6.100_1",,"CO.BY.SQ","COBOY15763","15763",5.76350021362316,-73.283641342007,8595,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"703ead09","15774",3,"Boyacá","Susacón","COL.6.101_1",,"CO.BY.SS","COBOY15774","15774",6.19250035285955,-72.7433151293842,2638,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9e30cc25","15776",3,"Boyacá","Sutamarchán","COL.6.102_1",,"CO.BY.SU","COBOY15776","15776",5.61434984207156,-73.6635935895832,6521,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7988e122","15778",3,"Boyacá","Sutatenza","COL.6.103_1",,"CO.BY.SZ","COBOY15778","15778",4.99079942703256,-73.4511044438758,5633,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"e9d0449e","15790",3,"Boyacá","Tasco","COL.6.104_1",,"CO.BY.TA","COBOY15790","15790",5.86270046234131,-72.7878764373633,5713,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"e70bccac","15798",3,"Boyacá","Tenza","COL.6.105_1",,"CO.BY.TZ","COBOY15798","15798",5.04105043411261,-73.4462067934889,4223,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"34237cf3","15804",3,"Boyacá","Tibaná","COL.6.106_1",,"CO.BY.TN","COBOY15804","15804",5.28785061836251,-73.4160907521989,10265,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"da2d1ddf","15806",3,"Boyacá","Tibasosa","COL.6.107_1",,"CO.BY.TB","COBOY15806","15806",5.72240042686462,-73.0282298349114,22146,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"3d9530d8","15808",3,"Boyacá","Tinjacá","COL.6.108_1",,"CO.BY.TI","COBOY15808","15808",5.56185054779056,-73.7078739150626,3625,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2a5589ab","15810",3,"Boyacá","Tipacoque","COL.6.109_1",,"CO.BY.TQ","COBOY15810","15810",6.40324997901922,-72.7227301303446,3198,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2d384db2","15814",3,"Boyacá","Toca","COL.6.110_1",,"CO.BY.TC","COBOY15814","15814",5.55175018310547,-73.1910047120506,11162,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"c3362c9e","15816",3,"Boyacá","Toguí","COL.6.111_1",,"CO.BY.TG","COBOY15816","15816",5.89335060119635,-73.5131064130324,4809,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"0178da68","15820",3,"Boyacá","Topagá","COL.6.112_1",,"CO.BY.TP","COBOY15820","15820",5.7282509803772,-72.8595702129898,5009,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ef76bb44","15822",3,"Boyacá","Tota","COL.6.113_1",,"CO.BY.TO","COBOY15822","15822",5.43575000762942,-73.0437434993742,5901,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"4a5ad9c4","15001",3,"Boyacá","Tunja","COL.6.114_1","ChIJ1zA0gCN8ao4R3O3ljdLJJiA","CO.BY.TJ","COBOY15001","15001",5.51715087890628,-73.4005943952732,236952,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"f66d8a05","15832",3,"Boyacá","Tunungua","COL.6.115_1",,"CO.BY.TU","COBOY15832","15832",5.69589948654181,-73.9684669868266,2028,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"68091fa6","15835",3,"Boyacá","Turmequé","COL.6.116_1",,"CO.BY.TE","COBOY15835","15835",5.27059936523446,-73.5355740874653,5217,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"86077e8a","15837",3,"Boyacá","Tuta","COL.6.117_1",,"CO.BY.TT","COBOY15837","15837",5.65589952468881,-73.2213867786942,10474,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"61bf538d","15839",3,"Boyacá","Tutazá","COL.6.118_1",,"CO.BY.TS","COBOY15839","15839",6.05389928817749,-72.8884145211553,1872,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b92c1cc2","15842",3,"Boyacá","Umbita","COL.6.119_1",,"CO.BY.UM","COBOY15842","15842",5.1818511486054,-73.4837000772656,11344,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"12132ffa","15861",3,"Boyacá","Ventaquemada","COL.6.120_1",,"CO.BY.VE","COBOY15861","15861",5.34715104103094,-73.5707132097821,20059,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"a430d42d","15407",3,"Boyacá","Villa de Leyva","COL.6.121_1","ChIJ4Y5AuijYQY4RosHuqW3VkyY","CO.BY.LE","COBOY15407","15407",5.63640046119696,-73.560089532765,22569,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"05d39689","15879",3,"Boyacá","Viracachá","COL.6.122_1",,"CO.BY.VI","COBOY15879","15879",5.42200040817266,-73.3061010322924,3293,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"7ce89600","15897",3,"Boyacá","Zetaquirá","COL.6.123_1",,"CO.BY.ZE","COBOY15897","15897",5.25490093231196,-73.2037817962135,4661,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"17464122","17013",3,"Caldas","Aguadas","COL.7.1_1","ChIJ004IlzfiRo4ROBxLGok_u7k","CO.CL.AG","COCAL17013","17013",5.57330036163339,-75.5559219284599,13119,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"1d3685f1","17042",3,"Caldas","Anserma","COL.7.2_1","ChIJFT0sj-ehR44RIl6sfD4X9kI","CO.CL.AN","COCAL17042","17042",5.19905066490185,-75.7907284991022,31316,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"ea23d59c","17050",3,"Caldas","Aranzazú","COL.7.3_1",,"CO.CL.AR","COCAL17050","17050",5.27160000801092,-75.5004430828021,9931,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"515623e3","17088",3,"Caldas","Belalcázar","COL.7.4_1",,"CO.CL.BE","COCAL17088","17088",4.98550009727487,-75.8640584186634,10638,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"deba1930","17174",3,"Caldas","Chinchiná","COL.7.5_1","ChIJN9MekyF5R44RbDRBFs_HVEI","CO.CL.CH","COCAL17174","17174",4.98605060577401,-75.6937545295751,44181,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"359f025c","17272",3,"Caldas","Filadelfia","COL.7.6_1",,"CO.CL.FI","COCAL17272","17272",5.28179883956915,-75.6179863533721,11704,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"5dcb1588","17380",3,"Caldas","La Dorada","COL.7.7_1","ChIJfYBkNaPeQI4RymGNr7jGcYc","CO.CL.LD","COCAL17380","17380",5.51890087127691,-74.7153325208585,83107,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"53109dba","17388",3,"Caldas","La Merced","COL.7.8_1",,"CO.CL.LM","COCAL17388","17388",5.37355065345761,-75.5955954643831,4318,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"e053114f","17001",3,"Caldas","Manizales","COL.7.9_1","ChIJQ77mcJFvR44RegoSeGbgTFU","CO.CL.ML","COCAL17001","17001",5.0604000091553,-75.5192526230688,458438,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"22798b7c","17433",3,"Caldas","Manzanares","COL.7.10_1","ChIJz_P5ENU5R44RegqIIFvlHws","CO.CL.MZ","COCAL17433","17433",5.21354985237124,-75.1871183957502,20641,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"1a3f2d2d","17442",3,"Caldas","Marmato","COL.7.11_1",,"CO.CL.MM","COCAL17442","17442",5.47464990615845,-75.6402492523193,10404,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"f35c8818","17444",3,"Caldas","Marquetalia","COL.7.12_1",,"CO.CL.MQ","COCAL17444","17444",5.29019999504095,-75.0834003284901,16310,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"1d52e934","17446",3,"Caldas","Marulanda","COL.7.13_1",,"CO.CL.MD","COCAL17446","17446",5.21009945869452,-75.3231556786671,3642,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b1e7a638","17486",3,"Caldas","Neira","COL.7.14_1","ChIJP9FKpHFtR44Rin4j01Y-pFE","CO.CL.NE","COCAL17486","17486",5.18720054626465,-75.5512459977648,35131,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"31f5c6c3","17495",3,"Caldas","Norcasia",,,,"COCAL17495","17495",5.64,-74.85,6924,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"118d83c9","17513",3,"Caldas","Pácora","COL.7.15_1",,"CO.CL.PC","COCAL17513","17513",5.49770045280459,-75.5252411701521,11667,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"a4c445a9","17524",3,"Caldas","Palestina","COL.7.16_1",,"CO.CL.PL","COCAL17524","17524",5.05920147895816,-75.7078119943346,15862,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"82f416a0","17541",3,"Caldas","Pensilvania","COL.7.17_1",,"CO.CL.PE","COCAL17541","17541",5.38749933242798,-75.2026434395368,29362,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"8dafa833","17614",3,"Caldas","Riosucio","COL.7.18_1","ChIJ89bDdL-pR44RxBjDhg02mq8","CO.CL.RI","COCAL17614","17614",5.42569994926461,-75.8008687595948,73973,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"63a1c91f","17616",3,"Caldas","Risaralda","COL.7.19_1",,"CO.CL.RR","COCAL17616","17616",5.0910506248475,-75.8124863272066,9969,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"77a7f894","17653",3,"Caldas","Salamina","COL.7.20_1","ChIJkfSsfB4XR44RuMR2Dm67rT4","CO.CL.SL","COCAL17653","17653",5.34255051612857,-75.4389041944028,16810,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2b8d9bc1","17662",3,"Caldas","Samaná","COL.7.21_1",,"CO.CL.SA","COCAL17662","17662",5.51535081863406,-75.0483377032056,25832,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b5e90e62","17665",3,"Caldas","San José",,,,"COCAL17665","17665",5.07,-75.81,6815,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"433e3438","17777",3,"Caldas","Supía","COL.7.22_1","ChIJ09p6_sEGR44RcZLnXuxNF8U","CO.CL.SU","COCAL17777","17777",5.43925094604504,-75.6723949082739,30749,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"51794244","17867",3,"Caldas","Victoria","COL.7.23_1",,"CO.CL.VC","COCAL17867","17867",5.43230104446414,-74.8627245734892,8993,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"4f0fb71c","17873",3,"Caldas","Villamaría","COL.7.24_1","ChIJ_xhglDliR44RAg06QOFjcIY","CO.CL.VM","COCAL17873","17873",4.91845059394839,-75.4521124299646,66723,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"48627305","17877",3,"Caldas","Viterbo","COL.7.25_1","ChIJK_JpbDeFR44Rgxvs18kAyEY","CO.CL.VB","COCAL17877","17877",5.03592801094058,-75.9224395517538,11170,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"84ddeba9","18029",3,"Caquetá","Albania","COL.8.1_1",,"CO.CQ.AL","COCAQ18029","18029",1.26070052385327,-75.9395389022414,3546,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"19984edf","18094",3,"Caquetá","Belén de los Andaquies","COL.8.2_1",,"CO.CQ.BE","COCAQ18094","18094",1.50640052556992,-75.9604572297381,15517,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b382affd","18150",3,"Caquetá","Cartagena del Chairá","COL.8.3_1",,"CO.CQ.CA","COCAQ18150","18150",0.934100508689966,-74.8307079753522,40960,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"bcd9116e","18205",3,"Caquetá","Curillo","COL.8.4_1",,"CO.CQ.CU","COCAQ18205","18205",1.07450103759771,-76.0228637225471,10071,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"36bbb546","18247",3,"Caquetá","El Doncello","COL.8.5_1",,"CO.CQ.ED","COCAQ18247","18247",1.83350098133084,-75.3568988151904,27712,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"58a7b491","18256",3,"Caquetá","El Paujíl","COL.8.6_1",,"CO.CQ.EP","COCAQ18256","18256",1.56955003738406,-75.4509661090194,27599,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"b8300119","18001",3,"Caquetá","Florencia","COL.8.7_1","ChIJHQUPYAtOJI4RmFm5Yl7rs24","CO.CQ.FL","COCAQ18001","18001",1.75179404020321,-75.6739337495824,236233,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"d125a812","18410",3,"Caquetá","La Montañita","COL.8.8_1",,"CO.CQ.LM","COCAQ18410","18410",1.46039944887161,-75.5376760448964,28658,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"9e643ed5","18460",3,"Caquetá","Milán","COL.8.9_1",,"CO.CQ.MI","COCAQ18460","18460",1.15654951334005,-75.5459766262657,8773,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"fea3b730","18479",3,"Caquetá","Morelia","COL.8.10_1",,"CO.CQ.MO","COCAQ18479","18479",1.49610000848779,-75.7773747056007,3575,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"f6302901","18592",3,"Caquetá","Puerto Rico","COL.8.11_1",,"CO.CQ.PR","COCAQ18592","18592",1.89969950914386,-75.111205647802,42114,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"d2a17c7c","18610",3,"Caquetá","San José del Fragua","COL.8.12_1",,"CO.CQ.SJ","COCAQ18610","18610",1.34490096569067,-76.1533492014704,19342,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"2e0682f5","18753",3,"Caquetá","San Vicente del Caguán","COL.8.13_1","ChIJ0bcOzjxVIo4R1kI_Lb3bo1g","CO.CQ.SV","COCAQ18753","18753",1.85855102539071,-74.7201524464141,120354,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
"5e6c767a","18756",3,"Caquetá","Solano","COL.8.14_1",,"CO.CQ.SO","COCAQ18756","18756",0.243018500506906,-73.3708387762771,55834,"https://github.com/CSSEGISandData/COVID-19_Unified-Dataset","Johns Hopkins Center for Systems Science and Engineering"
