"id","id_rivm.nl","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_google_mobility","key_jhu_csse","key_local","key_nuts","latitude","longitude","population"
"a53e9610","Edam-Volendam",3,"Noord-Holland","Edam-Volendam","NLD.9.18_1","ChIJb9i09noExkcRAXRlob0-zQY",,"GM0385","NL329",52.5479113313572,5.01389505479543,36197
"f0b34981","Enkhuizen",3,"Noord-Holland","Enkhuizen","NLD.9.19_1","ChIJRWMxqB2jyEcRGvKloezw7d4",,"GM0388","NL321",52.7154829507467,5.27283848234982,18591
"2df03c7f","Gooise Meren",3,"Noord-Holland","Gooise Meren","NLD.9.37_1","ChIJKwMdq7oTxkcRScsi4B1JzgU",,"GM1942","NL327",52.2975303948358,5.15133566001675,58055
"152bbaf2","Haarlem",3,"Noord-Holland","Haarlem","NLD.9.21_1","ChIJx6WbRg-myEcRvQu_pFXtwF0",,"GM0392","NL324",52.3840569467957,4.64393643580375,162902
"62e3c3ce","Haarlemmermeer",3,"Noord-Holland","Haarlemmermeer","NLD.9.23_1","ChIJj__O6c3gxUcRS3brWH65ujs",,"GM0394","NL329",52.3004245650082,4.69876954977316,156002
"1bbef111","Heemskerk",3,"Noord-Holland","Heemskerk","NLD.9.25_1","ChIJE6QWKWBVz0cRknkjnm070dw",,"GM0396","NL323",52.5093486040617,4.64310435830379,39182
"e8e42e08","Heemstede",3,"Noord-Holland","Heemstede","NLD.9.26_1","ChIJp8225sToxUcRhBKstA9cmVU",,"GM0397","NL324",52.3414458175074,4.61772487955085,27234
"15f7e3bb","Heerhugowaard",3,"Noord-Holland","Heerhugowaard","NLD.9.27_1","ChIJeQanPon-xUcRdB6RXhKSA5o",,"GM0398","NL328",52.677361832403,4.85159397268271,57587
"b5fe7a2a","Heiloo",3,"Noord-Holland","Heiloo","NLD.9.28_1","ChIJr_gaNeP4xUcRze4LM4-vdkY",,"GM0399","NL328",52.60232734215,4.70541359005418,23968
"cca0c5d2","Hilversum",3,"Noord-Holland","Hilversum","NLD.9.29_1","ChIJ96WmretDxkcRPbhkJnZ0Pds",,"GM0402","NL327",52.2310528832571,5.17368840940616,90831
"bd88ff7a","Hollands Kroon",3,"Noord-Holland","Hollands Kroon","NLD.9.58_1","ChIJJ_QDnB5Mz0cRt8HHM_VAoKU",,"GM1911","NL321",52.8533044441192,4.9344726673128,48432
"6f3d8ac5","Hoorn",3,"Noord-Holland","Hoorn","NLD.9.30_1","ChIJm4D8EOSoyEcReOJn80MwDb4",,"GM0405","NL321",52.6569637151075,5.07480805992635,73261
"405dea76","Huizen",3,"Noord-Holland","Huizen","NLD.9.31_1","ChIJvzdh5KYVxkcRgv8AjxAVFCQ",,"GM0406","NL327",52.2917745406669,5.23093679420496,41273
"f0a81370","Koggenland",3,"Noord-Holland","Koggenland","NLD.9.56_1","ChIJsfMUAhyryEcRTZwLMwZMS14",,"GM1598","NL321",52.6483093486866,4.9521759651921,22749
"a393d85f","Landsmeer",3,"Noord-Holland","Landsmeer","NLD.9.32_1","ChIJHfjVSL4HxkcRGFJCsfn3pA8",,"GM0415","NL329",52.4510987616186,4.92136255667543,11491
"5d46ca32","Langedijk",3,"Noord-Holland","Langedijk","NLD.9.33_1","ChIJY1Qu2c1Wz0cRwbjpH1E9xqU",,"GM0416","NL328",52.6893522772586,4.77898276392607,28163
"6b1fef83","Laren",3,"Noord-Holland","Laren","NLD.9.34_1","ChIJcyvfqCwVxkcRVK8QAQ6QyH0",,"GM0417","NL327",52.242240241465,5.21616538147293,11280
"1f32abfb","Medemblik",3,"Noord-Holland","Medemblik","NLD.9.35_1","ChIJMzlCMPKuyEcRaSNJJgHCLf8",,"GM0420","NL321",52.71943649683,5.12999820238534,45101
"b17d1f6e","Oostzaan",3,"Noord-Holland","Oostzaan","NLD.9.41_1","ChIJRZyj8WH9xUcRykWMdi41eAk",,"GM0431","NL329",52.4510348291279,4.86939474728472,9735
"19a17aeb","Opmeer",3,"Noord-Holland","Opmeer","NLD.9.42_1","ChIJD-GmvfGsyEcR6ryO3FfSs_w",,"GM0432","NL321",52.7151501717641,4.94332916758265,11836
"5fa7038b","Ouder-Amstel",3,"Noord-Holland","Ouder-Amstel","NLD.9.43_1","ChIJe99NG_t5xkcRniKXJHzH-UU",,"GM0437","NL329",52.2945918809759,4.91645193057734,14026
"661db8e8","Purmerend",3,"Noord-Holland","Purmerend","NLD.9.44_1","ChIJYYDoQcf9xUcRi70edYw-QTs",,"GM0439","NL329",52.4985490655544,4.96340689900867,81249
"e7daf796","Schagen",3,"Noord-Holland","Schagen","NLD.9.45_1","ChIJoYiw-svkxUcRK3tbqDt4HKc",,"GM0441","NL321",52.7870139913223,4.74934116258545,46483
"b73d63a5","Stede Broec",3,"Noord-Holland","Stede Broec","NLD.9.47_1","ChIJIZtqjWukyEcRXw0WIHptkvM",,"GM0532","NL321",52.7009212409879,5.22478388397371,21726
"5774406d","Texel",3,"Noord-Holland","Texel","NLD.9.48_1","ChIJxRpZYgbpyEcRxg4LlvIuEZM",,"GM0448","NL321",53.0856302559668,4.81921343221431,13575
"8f76bce1","Uitgeest",3,"Noord-Holland","Uitgeest","NLD.9.49_1","ChIJP6T_7Cr6xUcRoqQBKU2SgcA",,"GM0450","NL323",52.5245217206939,4.73745446152447,13666
"8b7586b9","Uithoorn",3,"Noord-Holland","Uithoorn","NLD.9.50_1","ChIJYzpuIDTexUcRY7jcPLgYSCQ",,"GM0451","NL329",52.232970165883,4.79545434407234,29478
"216ed5a2","Velsen",3,"Noord-Holland","Velsen","NLD.9.51_1","ChIJLWVqByrwxUcRDrZlJIQIEu4",,"GM0453","NL323",52.4511986682456,4.62098477177169,68648
"10019e45","Waterland",3,"Noord-Holland","Waterland","NLD.9.53_1","ChIJJd8oegoFxkcRHssmnCppNqw",,"GM0852","NL329",52.4548442448855,4.99909065261002,17424
"0cb3e306","Weesp",3,"Noord-Holland","Weesp","NLD.9.54_1","ChIJsdgdvTkOxkcRtmYKMCgquYY",,"GM0457","NL327",52.3057090517892,5.0585786337469,19738
"33241c76","Wijdemeren",3,"Noord-Holland","Wijdemeren","NLD.9.59_1","ChIJcaoQOGptxkcR1A5LWfGwxag",,"GM1696","NL327",52.2268639928057,5.09079397195643,24358
"f8016894","Wormerland",3,"Noord-Holland","Wormerland","NLD.9.61_1","ChIJISrKQMT9xUcRKMEmjyTqsdk",,"GM0880","NL325",52.5062670760023,4.86010720061709,16270
"3667b0c0","Zaanstad",3,"Noord-Holland","Zaanstad","NLD.9.62_1","ChIJQ1iyHHD7xUcRsWPtaTRKxa4",,"GM0479","NL325",52.4688539030008,4.77359810700102,156794
"ffd7002a","Zandvoort",3,"Noord-Holland","Zandvoort","NLD.9.63_1","ChIJexosJf_rxUcRB_CKUsEeuig",,"GM0473","NL324",52.3574068015895,4.54272737563264,17116
"347fb688","Almelo",3,"Overijssel","Almelo","NLD.10.1_1","ChIJD4tsOiAGuEcR7TQvYINpto0",,"GM0141","NL213",52.3445989871589,6.6573265172527,73107
"40d62692","Borne",3,"Overijssel","Borne","NLD.10.3_1","ChIJP9g2ZqQPuEcRgJq_O2HQQ8s",,"GM0147","NL213",52.3127853884216,6.74679091411976,23312
"7b136108","Dalfsen",3,"Overijssel","Dalfsen","NLD.10.4_1","ChIJ69nqyCLhx0cRmedgGYGwoPw",,"GM0148","NL211",52.5118532814253,6.25704218895655,28587
"f0d14bef","Deventer",3,"Overijssel","Deventer","NLD.10.5_1","ChIJLYgZJBLsx0cRZ3UKrNa2QAY",,"GM0150","NL212",52.2668324074619,6.24123189076751,100719
"d0961348","Dinkelland",3,"Overijssel","Dinkelland","NLD.10.6_1","ChIJm_qaJtdQxkcR7o4aWcx18-g",,"GM1774","NL213",52.3699642301261,6.91469763091835,26461
"43b65985","Enschede",3,"Overijssel","Enschede","NLD.10.7_1","ChIJh1H-gpQTuEcRkGLfBmHBMVg",,"GM0153","NL213",52.222242871217,6.87066659108203,159640
"3a7cf5a4","Haaksbergen",3,"Overijssel","Haaksbergen","NLD.10.8_1","ChIJ2VFvKKlyuEcRukSqSMKqaM0",,"GM0158","NL213",52.1619540334375,6.77670781623443,24311
"4e46853b","Hardenberg",3,"Overijssel","Hardenberg","NLD.10.9_1","ChIJJ0fIbisByEcRRxLafbL5yO8",,"GM0160","NL211",52.5696852595483,6.63335560764011,60948
"2f52a1c3","Hellendoorn",3,"Overijssel","Hellendoorn","NLD.10.10_1","ChIJhcQ0lxf6x0cR_GBrNSuNm5E",,"GM0163","NL213",52.390786613506,6.4515103444225,35916
"94d389c2","Hengelo (O.)",3,"Overijssel","Hengelo","NLD.10.11_1","ChIJkYZUavgRuEcR3wbjBXNggtM",,"GM0164","NL213",52.2521582609853,6.79500927605242,81140
"14512bc2","Hof van Twente",3,"Overijssel","Hof van Twente","NLD.10.12_1","ChIJZcN0EUAKuEcReAZhBY669OI",,"GM1735","NL213",52.2345450803803,6.56747804566517,35017
"d15cbb1b","Kampen",3,"Overijssel","Kampen","NLD.10.13_1","ChIJBWSX3kR5yEcRJANXEB8757k",,"GM0166","NL211",52.5481745309796,5.93121799191159,54319
"d5e8f778","Losser",3,"Overijssel","Losser","NLD.10.14_1","ChIJU99eHMMXuEcRglh1qHlTz5E",,"GM0168","NL213",52.299591938923,6.98752735620508,22683
"a2e3110e","Oldenzaal",3,"Overijssel","Oldenzaal","NLD.10.15_1","ChIJoae8M8QQuEcR_eaT73rISVM",,"GM0173","NL213",52.307563347436,6.90678217926017,31836
"3be5ec78","Olst-Wijhe",3,"Overijssel","Olst-Wijhe","NLD.10.16_1","ChIJ40xrzFTdx0cR2OOVrfI_JFs",,"GM1773","NL212",52.3752726327484,6.14557979078447,18252
"7113cea6","Ommen",3,"Overijssel","Ommen","NLD.10.17_1","ChIJ15YG0Az9x0cR-uqf_wYTcSM",,"GM0175","NL211",52.5109324097525,6.45126458853208,18009
"6e64f77c","Raalte",3,"Overijssel","Raalte","NLD.10.18_1","ChIJkdU59XXmx0cRFBO7zFm_RLc",,"GM0177","NL212",52.3881600355679,6.30914996077192,37712
"b24392d3","Rijssen-Holten",3,"Overijssel","Rijssen-Holten","NLD.10.19_1","ChIJozGJZ5_lx0cRvl9bPo2qeUs",,"GM1742","NL213",52.2858655361563,6.44000292112595,38177
"db1591db","Staphorst",3,"Overijssel","Staphorst","NLD.10.20_1","ChIJZ9AK1U9zyEcR5AV6LDJnNR4",,"GM0180","NL211",52.6384777391922,6.20932216816557,17145
"9681915b","Steenwijkerland",3,"Overijssel","Steenwijkerland","NLD.10.21_1","ChIJp2RMcaUzxkcR5b1vqOFGHYc",,"GM1708","NL211",52.7452358522648,6.02491665732997,44126
"addc2344","Tubbergen",3,"Overijssel","Tubbergen","NLD.10.22_1","ChIJi-hRZ7cEuEcRagnaN86fmhs",,"GM0183","NL213",52.4052988567936,6.77389596890588,21275
"e934ab51","Twenterand",3,"Overijssel","Twenterand","NLD.10.23_1","ChIJlSYrnTX_x0cRHBtLexv99i8",,"GM1700","NL213",52.4392774846,6.63545942726267,33743
"0a74727a","Wierden",3,"Overijssel","Wierden","NLD.10.24_1","ChIJ6w417ZD3x0cRoyd_EP4EaOU",,"GM0189","NL213",52.3432476852936,6.5432453223412,24446
"e3576902","Zwartewaterland",3,"Overijssel","Zwartewaterland","NLD.10.25_1","ChIJ67V0vOt2yEcRHRfmdFNsvB0",,"GM1896","NL211",52.6098651713686,6.04563186813911,22685
"0f53f859","Zwolle",3,"Overijssel","Zwolle","NLD.10.26_1","ChIJueNef1fcx0cRCoyLWuARNgc",,"GM0193","NL211",52.5158942731873,6.09657361940212,128840
"b8ab7ab1","Amersfoort",3,"Utrecht","Amersfoort","NLD.11.3_1","ChIJ8XuXeZ1axkcRmN9tyn4auu8",,"GM0307","NL310",52.1637323337209,5.4089068206545,157276
"cfccc85d","Baarn",3,"Utrecht","Baarn","NLD.11.4_1","ChIJmzZlQTVAxkcRPYQDly49ROk",,"GM0308","NL310",52.1983321652029,5.25671524513573,24868
"bbe14186","Bunnik",3,"Utrecht","Bunnik","NLD.11.6_1","ChIJR7bNNJ9nxkcR6XiFxjH_WD8",,"GM0312","NL310",52.0388907699512,5.22078922629897,15191
"ebedbbbe","Bunschoten",3,"Utrecht","Bunschoten","NLD.11.7_1","ChIJe0T5qVg_xkcR4-eJ0zJyfkA",,"GM0313","NL310",52.238493706887,5.35615950105915,21866
"6fc0caaa","De Bilt",3,"Utrecht","De Bilt","NLD.11.8_1","ChIJRUuR5q5nxkcROZo2w8uP5bY",,"GM0310","NL310",52.1410866561622,5.17215821908777,43137
"5603b5f5","De Ronde Venen",3,"Utrecht","De Ronde Venen","NLD.11.9_1","ChIJacsjnq51xkcRauD85sKInws",,"GM0736","NL310",52.2338799426866,4.92210826836264,44456
"6b689e08","Eemnes",3,"Utrecht","Eemnes","NLD.11.12_1","ChIJV_cW4vw_xkcRQFmdM2onppI",,"GM0317","NL310",52.2491400422029,5.27673295655156,9247
"7a5ca078","Houten",3,"Utrecht","Houten","NLD.11.13_1","ChIJVfQ1sj5nxkcRpuCjw_20yko",,"GM0321","NL310",52.0070864651725,5.17785819715141,50146
"3ad9fc32","IJsselstein",3,"Utrecht","IJsselstein","NLD.11.14_1","ChIJrRFrtjR7xkcRw1aZerwRyEc",,"GM0353","NL310",52.0260370136529,5.02871526430563,34109
"c0338ad2","Leusden",3,"Utrecht","Leusden","NLD.11.16_1","ChIJsbgDJrNFxkcR37SzQvU4CF4",,"GM0327","NL310",52.1273263437657,5.41968146049447,30401
"549bf75d","Lopik",3,"Utrecht","Lopik","NLD.11.18_1","ChIJrTGuCWV8xkcRBN6RZ3mqWjk",,"GM0331","NL310",51.9800872430032,4.94163125224795,14467
"41caa8b9","Montfoort",3,"Utrecht","Montfoort","NLD.11.21_1","ChIJz-R4TbN7xkcRs5Bey6T_45s",,"GM0335","NL310",52.0467939068489,4.95057812695411,13917
"91ade9a1","Nieuwegein",3,"Utrecht","Nieuwegein","NLD.11.22_1","ChIJC0pefzhkxkcRLmfJQXYO3w8",,"GM0356","NL310",52.0285770913129,5.09375891428252,63462
"af71879f","Oudewater",3,"Utrecht","Oudewater","NLD.11.23_1","ChIJ6xAkxcJ4xkcR1pEzeY8Hjxw",,"GM0589","NL310",52.0240339244768,4.85521223448903,10230
"846f04d8","Renswoude",3,"Utrecht","Renswoude","NLD.11.24_1","ChIJP8xn9BdOxkcRKOek2DTvezQ",,"GM0339","NL310",52.0727506444717,5.53174839534847,5444
"2b992cac","Rhenen",3,"Utrecht","Rhenen","NLD.11.25_1","ChIJEUnbMvFTxkcRsnN92jQJRzw",,"GM0340","NL310",51.9806395741739,5.55603900695411,20119
"91e361bb","Soest",3,"Utrecht","Soest","NLD.11.26_1","ChIJKdQ_9PVDxkcR4W8gusCwYwM",,"GM0342","NL310",52.1575475414069,5.29431378125165,46606
"959bba7b","Stichtse Vecht",3,"Utrecht","Stichtse Vecht","NLD.11.17_1","ChIJ5d_RYoRxxkcR28tAr7qXbMg",,"GM1904","NL310",52.2029473684524,4.99495036416238,64931
"s225h4g2","Utrecht",3,"Utrecht","Utrecht","NLD.11.27_1","ChIJA9Xkz5BoxkcRzAM9YkCZGTs",,"GM0344","NL310",52.08331956758,5.09882480428798,357597
"a5eaa364","Utrechtse Heuvelrug",3,"Utrecht","Utrechtse Heuvelrug","NLD.11.15_1","ChIJG6GSG-haxkcR50OeHv20oIY",,"GM1581","NL310",52.0282854341909,5.39514208791679,49580
"2c9c6d0a","Veenendaal",3,"Utrecht","Veenendaal","NLD.11.28_1","ChIJHbidDtRTxkcR0ONH7_lpw84",,"GM0345","NL310",52.0231193031867,5.55175210423242,66493
"f23275a4","Vijfheerenlanden",3,"Utrecht","Vijfheerenlanden","NLD.11.29_1","ChIJo0bEhOpixkcRZMF-IsNZkqA",,"GM1961","NL310",51.9855,5.0874,56811
"33dd6206","Wijk bij Duurstede",3,"Utrecht","Wijk bij Duurstede","NLD.11.30_1","ChIJobvxsQBcxkcRmD0Yg-O37HU",,"GM0352","NL310",51.9921584987456,5.33103510469011,23914
"dc2d9167","Woerden",3,"Utrecht","Woerden","NLD.11.31_1","ChIJec-84z53xkcR87sR_IGPysQ",,"GM0632","NL310",52.1176739226901,4.88827541523079,52299
"5ae48dd5","Woudenberg",3,"Utrecht","Woudenberg","NLD.11.32_1","ChIJY1IG9cFExkcR8WcRSJGqkGU",,"GM0351","NL310",52.0810343262694,5.40974794531811,13362
"fa541aca","Zeist",3,"Utrecht","Zeist","NLD.11.33_1","ChIJI1LXZIhCxkcR3IgumEta7x0",,"GM0355","NL310",52.1155007629057,5.25290515542416,64905
"c465060f","Borsele",3,"Zeeland","Borsele","NLD.12.1_1","ChIJjY5l9BKGxEcRW98CfW0G-Wg",,"GM0654","NL342",51.4437297754858,3.82117682170472,22739
"6a7cb564","Goes",3,"Zeeland","Goes","NLD.12.2_1","ChIJ9YZGPkFLxEcRBJ3SvcVPiCM",,"GM0664","NL342",51.5146622018066,3.855162986288,38082
"b6a64b5c","Hulst",3,"Zeeland","Hulst","NLD.12.3_1","ChIJ8dsMUGR3xEcRqXAC-fXPSgI",,"GM0677","NL341",51.3169699875302,4.07590709431271,27556
"6b944200","Kapelle",3,"Zeeland","Kapelle","NLD.12.4_1","ChIJ3VcAygdjxEcRwedOX3a9qn8",,"GM0678","NL342",51.4887108404149,3.96518580779898,12695
"cf8524db","Middelburg",3,"Zeeland","Middelburg","NLD.12.5_1","ChIJZ1JdBkSOxEcR3nfqRd62SsM",,"GM0687","NL342",51.5016950759767,3.64222517340787,48822
"13c51024","Noord-Beveland",3,"Zeeland","Noord-Beveland","NLD.12.6_1","ChIJ_w8ZPcSPxEcRSx5o6SWwTnQ",,"GM1695","NL342",51.5657807297682,3.79744451575875,7392
"533083eb","Reimerswaal",3,"Zeeland","Reimerswaal","NLD.12.7_1","ChIJPYizIWtoxEcRuKhB8EW4wN4",,"GM0703","NL342",51.4490548228144,4.05276123250328,22730
"862bf6ed","Schouwen-Duiveland",3,"Zeeland","Schouwen-Duiveland","NLD.12.8_1","ChIJ5a7eDAW8xUcRAjvaY4hugBc",,"GM1676","NL342",51.6862840818959,3.92032114074467,33839
"b139025d","Sluis",3,"Zeeland","Sluis","NLD.12.9_1","ChIJXRVsBuKYxEcRNCfsSS1-0j8",,"GM1714","NL341",51.3230104291897,3.51721797302039,23210
"48524640","Terneuzen",3,"Zeeland","Terneuzen","NLD.12.10_1","ChIJqbcIMKJaxEcRQ8FYh0brnjA",,"GM0715","NL341",51.2799785817832,3.83862897054021,54426
"91f9fbbb","Tholen",3,"Zeeland","Tholen","NLD.12.11_1","ChIJt4KXczhmxEcRDMVuhi32uQo",,"GM0716","NL342",51.5724237167667,4.11328480972656,25757
"45151f1c","Veere",3,"Zeeland","Veere","NLD.12.12_1","ChIJa7uf-GcjxEcRpGJlbS6aq8s",,"GM0717","NL342",51.5285553172983,3.51293475828938,21880
"57643678","Vlissingen",3,"Zeeland","Vlissingen","NLD.12.13_1","ChIJEaG1xXuaxEcRbFOSzdcn99E",,"GM0718","NL342",51.460520313798,3.60161103953432,44360
"cc673ac3","'s-Gravenhage",3,"Zuid-Holland","'s-Gravenhage","NLD.14.2_1","ChIJ0SObOthMxEcR25HLLqC_lgw",,"GM0518","NL332",52.070213008461,4.28367408641734,545838
"8d7d9405","Alblasserdam",3,"Zuid-Holland","Alblasserdam","NLD.14.4_1","ChIJ26FDOw4sxEcRsc8U4oLDLEA",,"GM0482","NL33A",51.8607970290628,4.66617370496488,20165
"ee7e851a","Albrandswaard",3,"Zuid-Holland","Albrandswaard","NLD.14.5_1","ChIJRZ1E5yoyxEcRbAlwf9S0N0c",,"GM0613","NL33C",51.8527204477107,4.43517251295513,25590
"ff9edd4d","Alphen aan den Rijn",3,"Zuid-Holland","Alphen aan den Rijn","NLD.14.7_1","ChIJ-w-GwH4pxkcRoBWEONXH5mg",,"GM0484","NL33B",52.1133753502102,4.6411566915899,111897
"d88fd4ea","Barendrecht",3,"Zuid-Holland","Barendrecht","NLD.14.8_1","ChIJUS7aPtUzxEcRsFhaPWfxYgo",,"GM0489","NL33C",51.8517485333055,4.52965274182318,48714
"5881ff34","Bodegraven-Reeuwijk",3,"Zuid-Holland","Bodegraven-Reeuwijk","NLD.14.15_1",,,"GM1901","NL33B",52.067313674372,4.75741086736677,34872
"16be8215","Brielle",3,"Zuid-Holland","Brielle","NLD.14.17_1","ChIJW_6OcY5NxEcRGmy4RQyZu8w",,"GM0501","NL33C",51.890560731111,4.18888346671523,17271
"595ca3f7","Capelle aan den IJssel",3,"Zuid-Holland","Capelle aan den IJssel","NLD.14.18_1","ChIJzQP1nFPNxUcRc3U0W6IiEBQ",,"GM0502","NL33C",51.9348883340006,4.59033798551147,67122
"14fa17d6","Delft",3,"Zuid-Holland","Delft","NLD.14.21_1","ChIJP1_CR-q1xUcRBPa9z4ZZLLo",,"GM0503","NL333",51.9992892199166,4.36284012045321,103595
"0d2b385a","Dordrecht",3,"Zuid-Holland","Dordrecht","NLD.14.23_1","ChIJr_EqcCTZxUcRgv4cGjSSI7o",,"GM0505","NL33A",51.7691074076019,4.68694983122761,119284
"3f0745fc","Goeree-Overflakkee",3,"Zuid-Holland","Goeree-Overflakkee","NLD.14.22_1","ChIJtYKQqQJbxEcRt6sziEYIf3U",,"GM1924","NL33C",51.7528374432527,4.12248180789969,50049
"d5d30b72","Gorinchem",3,"Zuid-Holland","Gorinchem","NLD.14.26_1","ChIJkZHw_xKGxkcR1PExx5tnYSs",,"GM0512","NL33A",51.8415052585062,4.97976343107923,37022
"70fb93f4","Gouda",3,"Zuid-Holland","Gouda","NLD.14.27_1","ChIJ0etwCqzWxUcRrhHMgJjcO_M",,"GM0513","NL33B",52.018485568669,4.71204090028094,73427
"8ba8dec7","Hardinxveld-Giessendam",3,"Zuid-Holland","Hardinxveld-Giessendam","NLD.14.29_1","ChIJmRu7PGCBxkcRAS8C6B6MFeI",,"GM0523","NL33A",51.8383616164358,4.82484957565692,18295
"5225181e","Hellevoetsluis",3,"Zuid-Holland","Hellevoetsluis","NLD.14.30_1","ChIJG6h_UrFRxEcRw_8srPUOFQs",,"GM0530","NL33C",51.8516088845009,4.13468167048767,40142
"5e86c290","Hendrik-Ido-Ambacht",3,"Zuid-Holland","Hendrik-Ido-Ambacht","NLD.14.31_1","ChIJZxadiCcsxEcR52G7pml0eDM",,"GM0531","NL33A",51.8448408016723,4.63496841267779,31202
"7105080f","Hillegom",3,"Zuid-Holland","Hillegom","NLD.14.32_1","ChIJTV997OnpxUcRjdq4EgbzLqw",,"GM0534","NL337",52.29519769512,4.57344246194392,22209
"7a34f0ab","Hoeksche Waard",3,"Zuid-Holland","Hoeksche Waard","NLD.14.19_1","ChIJ00DolSQ6xEcRoSOFAtTKX6E",,"GM1963","NL33C",51.77,4.47,87401
"1f1391a3","Kaag en Braassem",3,"Zuid-Holland","Kaag en Braassem","NLD.14.6_1","ChIJxX5akvcjxkcRvWrfWqidEr8",,"GM1884","NL337",52.1947797043979,4.62253053209,27297
"d32d33be","Katwijk",3,"Zuid-Holland","Katwijk","NLD.14.34_1","ChIJBZC3UlLHxUcRWkMCgdbL-yI",,"GM0537","NL337",52.1878405636223,4.41804077130916,65753
"c809c4de","Krimpen aan den IJssel",3,"Zuid-Holland","Krimpen aan den IJssel","NLD.14.36_1","ChIJY-aGJEEtxEcRzgS0ngg8Yzc",,"GM0542","NL33C",51.9183487587269,4.60764970153334,29526
"c604d9e0","Krimpenerwaard",3,"Zuid-Holland","Krimpenerwaard","NLD.14.79_1",,,"GM1931","NL33B",51.9552039651749,4.75804696859494,56319
"51674e80","Lansingerland",3,"Zuid-Holland","Lansingerland","NLD.14.14_1","ChIJW-F8lQ_MxUcRTTQGbuRKIV8",,"GM1621","NL33C",52.0105730057625,4.50742183091247,62384
"ad94b198","Leiden",3,"Zuid-Holland","Leiden","NLD.14.38_1","ChIJU9fJiIvGxUcR5k8dxIefnqk",,"GM0546","NL337",52.1509387509418,4.48155394537961,125099
"35af7c7e","Leiderdorp",3,"Zuid-Holland","Leiderdorp","NLD.14.39_1","ChIJ7aDfzEPGxUcRuzala5Z13KM",,"GM0547","NL337",52.1574780560455,4.54278721337802,27056
"b980c590","Leidschendam-Voorburg",3,"Zuid-Holland","Leidschendam-Voorburg","NLD.14.40_1","ChIJmYnAEwe2xUcRsWlYWkV4PZE",,"GM1916","NL332",52.0935597376697,4.43223767492048,76534
"2423c104","Lisse",3,"Zuid-Holland","Lisse","NLD.14.43_1","ChIJO_LgMyXCxUcRlkpNKSH_lvs",,"GM0553","NL337",52.2529708671267,4.54250830815537,22955
"235b3559","Maassluis",3,"Zuid-Holland","Maassluis","NLD.14.45_1","ChIJUw89BW63xkcR9ln1zLDJfwQ",,"GM0556","NL33C",51.9260770286185,4.24496555373018,33213
"dda3db62","Midden-Delfland",3,"Zuid-Holland","Midden-Delfland","NLD.14.71_1","ChIJ81C-5eW0xUcRB4kiaE_gJg4",,"GM1842","NL333",51.9705298945263,4.32292014111563,19341
"602df0f0","Molenlanden",3,"Zuid-Holland","Molenlanden","NLD.14.42_1","ChIJpbBTau6AxkcRF99t2GGbP-w",,"GM1978","NL33A",51.9243,4.8222,43909
"5d909bc4","Nieuwkoop",3,"Zuid-Holland","Nieuwkoop","NLD.14.53_1","ChIJh9QNHdrYxUcRExiPt6aBv1g",,"GM0569","NL33B",52.1703387815965,4.77779515908224,28811
"771656c1","Nissewaard",3,"Zuid-Holland","Nissewaard","NLD.14.12_1","ChIJ5xNiQ9tOxEcRWNlKlMeVsE0",,"GM1930","NL33C",51.8278958050802,4.28090080069326,85219
"ec9ab9db","Noordwijk",3,"Zuid-Holland","Noordwijk","NLD.14.54_1","ChIJLyqQqmPqxUcR3fmP6phWBQ4",,"GM0575","NL337",52.2678239153222,4.4609266128137,43508
"a2bca928","Oegstgeest",3,"Zuid-Holland","Oegstgeest","NLD.14.56_1","ChIJ4wljNijHxUcRgUUMUcKq4WU",,"GM0579","NL337",52.1830444596506,4.47186338656069,24840
"00e38166","Papendrecht",3,"Zuid-Holland","Papendrecht","NLD.14.60_1","ChIJ0YWc2GQpxEcRpzTUoP9VcYw",,"GM0590","NL33A",51.8349556476602,4.70488016188538,32136
"e81cd0b3","Pijnacker-Nootdorp",3,"Zuid-Holland","Pijnacker-Nootdorp","NLD.14.61_1","ChIJs0MHSXPaxUcR0f13KBk2ed4",,"GM1926","NL332",52.0103552187149,4.42506385820002,55308
"ae68778c","Ridderkerk",3,"Zuid-Holland","Ridderkerk","NLD.14.63_1","ChIJ2cqJXZQtxEcRGZlpd6qumIQ",,"GM0597","NL33C",51.871869190401,4.59224251631623,46189
"cc0d25cc","Rijswijk",3,"Zuid-Holland","Rijswijk","NLD.14.66_1","ChIJQQCFhJq2xUcReBX_3us90DU",,"GM0603","NL332",52.0351813192868,4.3235537524393,54450
"1d1f15b8","Rotterdam",3,"Zuid-Holland","Rotterdam","NLD.14.67_1","ChIJjwoLnFS3xUcRBWuEDPANqNQ",,"GM0599","NL33C",51.9223142234307,4.48949810635556,651157
"3b10248d","Schiedam",3,"Zuid-Holland","Schiedam","NLD.14.70_1","ChIJCwMCRU41xEcR9cSV0KaMtOg",,"GM0606","NL33C",51.9303136637914,4.38631650080126,78730
"24646892","Sliedrecht",3,"Zuid-Holland","Sliedrecht","NLD.14.73_1","ChIJeYNTXBiCxkcR3brqw_9U6tk",,"GM0610","NL33A",51.8316056091531,4.77005015816295,25220
"518bbe0d","Teylingen",3,"Zuid-Holland","Teylingen","NLD.14.69_1","ChIJh0BJ8sjOxUcRpop4Y7gFVcY",,"GM1525","NL337",52.2173814342819,4.51196537536525,37440
