"id","id_rivm.nl","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_google_mobility","key_jhu_csse","key_local","key_nuts","latitude","longitude","population"
"0dd3609e","Vlaardingen",3,"Zuid-Holland","Vlaardingen","NLD.14.78_1","ChIJf11iSCBLxEcRfShFlgP4HSM",,"GM0622","NL33C",51.9222444028277,4.32941975002511,73397
"fcdc5e37","Voorschoten",3,"Zuid-Holland","Voorschoten","NLD.14.81_1","ChIJm2SNpcHHxUcRvSc_Gwpbgos",,"GM0626","NL337",52.1256895239774,4.4409588388137,25596
"343f81bb","Waddinxveen",3,"Zuid-Holland","Waddinxveen","NLD.14.82_1","ChIJPR18pKbaxUcRZMLZy1k5ahE",,"GM0627","NL33B",52.0446031128571,4.64192896717944,29291
"0bac6bca","Wassenaar",3,"Zuid-Holland","Wassenaar","NLD.14.84_1","ChIJq-1ybq1uxkcRMDJ28i1oAo4",,"GM0629","NL332",52.1392944701638,4.37636891095265,26305
"a86c972c","Westland",3,"Zuid-Holland","Westland","NLD.14.49_1","ChIJ3zg4qtS3xUcRblB_6B097jE",,"GM1783","NL333",51.9988963275559,4.20199799385049,110375
"35239ade","Westvoorne",3,"Zuid-Holland","Westvoorne","NLD.14.86_1","ChIJRQoc65lSxEcRUefpMpd6IpQ",,"GM0614","NL33C",51.8906456337526,4.09122738145159,14731
"2152a128","Zoetermeer",3,"Zuid-Holland","Zoetermeer","NLD.14.89_1","ChIJdxVfNSbJxUcRxwBAWPBlYbg",,"GM0637","NL332",52.0619097053741,4.48844207345667,125285
"04b8b58e","Zoeterwoude",3,"Zuid-Holland","Zoeterwoude","NLD.14.90_1","ChIJB3MR8fzFxUcRm_SkUp5p6Ic",,"GM0638","NL337",52.1106020308113,4.50685887263769,8605
"80464a30","Zuidplas",3,"Zuid-Holland","Zuidplas","NLD.14.88_1","ChIJH31UY8vbxUcRQX0ZNisAEP4",,"GM1892","NL33C",52.0000907002985,4.61308777117255,43885
"11bfcecb","Zwijndrecht",3,"Zuid-Holland","Zwijndrecht","NLD.14.91_1","ChIJ5374al4uxEcRNUakiREI8G8",,"GM0642","NL33A",51.8239702903402,4.61436320200781,44737
