"id","id_nytimes_git","id_oxcgrt_git","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_local","latitude","longitude","population"
,,,,,,,"-",,,
"084c518e",69110,"US_MP",2,"Saipan",,"MNP.3_1","69110",15.190851688385,145.747222364027,48220
"2361024d",69120,"US_MP",2,"Tinian",,"MNP.4_1","69120",15.0115280151368,145.628959655762,3136
