"id","id_gov_uk","id_github.oxcgrt.covidpolicytracker","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_google_mobility","key_hasc","key_jhu_csse","key_local","key_nuts","latitude","longitude","population"
"d7c4cee8","E07000228",,3,"England","Mid Sussex","GBR.1.110.6_1",,"GB.WS.MS",,"E07000228","UKJ28",50.9993419647217,-0.131323620491636,152142
"a0d49aae","E06000002",,3,"England","Middlesbrough","GBR.1.56.1_1",,"GB.MB.MB",,"E06000002","UKC12",54.5424518585205,-1.25065697482059,141285
"c4b85faa","E06000042",,3,"England","Milton Keynes","GBR.1.57.1_1",,"GB.MK.MK",,"E06000042","UKJ12",52.0799102783203,-0.739740546260053,270203
"f2321519","E07000210",,3,"England","Mole Valley","GBR.1.98.4_1",,"GB.SR.MV",,"E07000210","UKJ26",51.2176494598389,-0.339110016179254,87547
"4e687be9","E07000091",,3,"England","New Forest","GBR.1.38.8_1",,"GB.HA.NF",,"E07000091","UKJ36",50.8572216033936,-1.61032952063763,179649
"d644f849","E07000175",,3,"England","Newark and Sherwood","GBR.1.67.6_1",,"GB.NT.NS",,"E07000175","UKF15",53.1052608489991,-0.949677747319425,123127
"48c7d5c7","E07000195",,3,"England","Newcastle-under-Lyme","GBR.1.92.4_1",,"GB.ST.NL",,"E07000195","UKG24",52.986083984375,-2.28967727474827,129610
"5bd4d2cb","E08000021",,3,"England","Newcastle upon Tyne","GBR.1.58.1_1",,"GB.NU.NU",,"E08000021","UKC22",55.013053894043,-1.6660740466581,306824
"face1d66","E09000025",,3,"England","Newham","GBR.1.36.25_1",,"GB.GL.NH",,"E09000025","UKI41",51.5288772583008,0.0362571897587391,355266
"15c86488","E07000043",,3,"England","North Devon","GBR.1.26.4_1",,"GB.DO.ND",,"E07000043","UKK43",51.0629825592041,-3.9077318953203,98170
"cd5b2bc7","E07000038",,3,"England","North East Derbyshire","GBR.1.25.7_1",,"GB.DB.ND",,"E07000038","UKF12",53.21075630188,-1.45810161483455,102216
"b9cfabef","E06000012",,3,"England","North East Lincolnshire","GBR.1.52.4_1",,"GB.NE.NE",,"E06000012","UKE13",53.5479164123536,-0.11059807668916,159364
"40b3f3db","E07000099",,3,"England","North Hertfordshire","GBR.1.41.5_1",,"GB.HT.NH",,"E07000099","UKH23",51.9604167938233,-0.220212475206575,133463
"bb9e7166","E07000139",,3,"England","North Kesteven","GBR.1.52.5_1",,"GB.LI.NK",,"E07000139","UKF30",53.0664653778077,-0.471966877035247,118149
"cec89b79","E06000013",,3,"England","North Lincolnshire","GBR.1.60.1_1",,"GB.NL.NL",,"E06000013","UKE13",53.5838565826417,-0.538224697250753,172748
"1367caa6","E07000147",,3,"England","North Norfolk","GBR.1.59.4_1",,"GB.NF.NN",,"E07000147","UKH16",52.8231945037842,1.13931536544508,105167
"7b815d19","E06000024",,3,"England","North Somerset","GBR.1.61.1_1",,"GB.NS.NS",,"E06000024","UKK12",51.3977775573731,-2.75449826938184,215574
"c2dd8371","E08000022",,3,"England","North Tyneside","GBR.1.62.1_1",,"GB.NI.NI",,"E08000022","UKC22",55.0252780914307,-1.50335474845935,208871
"fce99d2b","E07000218",,3,"England","North Warwickshire","GBR.1.108.1_1",,"GB.WR.NW",,"E07000218","UKG13",52.568172454834,-1.64189168274244,65452
"c52f0ddb","E07000134",,3,"England","North West Leicestershire","GBR.1.51.6_1",,"GB.LE.NL",,"E07000134","UKF22",52.7764701843262,-1.40985991659307,104809
"9375aa5d","E07000154",,3,"England","Northampton","GBR.1.64.5_1",,"GB.NA.NO",,"E07000154","UKF24",52.2393760681153,-0.891255911227725,224290
"adc99a64","E06000057",,3,"England","Northumberland","GBR.1.65.1_1",,"GB.NB.NB",,"E06000057","UKC21",55.2909717559815,-2.07150519842988,323820
"83d8d737","E07000148",,3,"England","Norwich","GBR.1.59.5_1",,"GB.NF.NO",,"E07000148","UKH15",52.6180419921875,1.28614701235133,142177
"591a42f1","E06000018",,3,"England","Nottingham","GBR.1.66.1_1",,"GB.NG.NG",,"E06000018","UKF14",52.9534282684327,-1.17502860029212,337098
"8beeadbd","E07000219",,3,"England","Nuneaton and Bedworth","GBR.1.108.2_1",,"GB.WR.NB",,"E07000219","UKG13",52.5016403198243,-1.48235807341362,130373
"b2283d4d","E07000135",,3,"England","Oadby and Wigston","GBR.1.51.7_1",,"GB.LE.OW",,"E07000135","UKF22",52.590524673462,-1.10682126910835,57313
"198844c6","E08000004",,3,"England","Oldham","GBR.1.68.1_1",,"GB.OL.OL",,"E08000004","UKD37",53.5547389984132,-2.03590284107772,237628
"a8f584f4","E07000178",,3,"England","Oxford","GBR.1.69.2_1",,"GB.OX.OF",,"E07000178","UKJ14",51.7543907165528,-1.25666031348723,151584
"355799af","E07000122",,3,"England","Pendle","GBR.1.48.6_1",,"GB.LA.PE",,"E07000122","UKD46",53.8703918457031,-2.19450860071821,92145
"12f098d7","E06000031",,3,"England","Peterborough","GBR.1.70.1_1",,"GB.PB.PB",,"E06000031","UKH11",52.6091480255127,-0.263110252058296,202626
"958f3c35","E06000026",,3,"England","Plymouth","GBR.1.71.1_1",,"GB.PM.PM",,"E06000026","UKK41",50.3900909423828,-4.1148592895931,262839
"2ddbfa9f","E06000044",,3,"England","Portsmouth","GBR.1.73.1_1",,"GB.PS.PS",,"E06000044","UKJ31",50.8174991607667,-1.06638896465302,214692
"4250a939","E07000123",,3,"England","Preston","GBR.1.48.7_1",,"GB.LA.PR",,"E07000123","UKD45",53.8263339996338,-2.71240993821831,144147
"6b2c2073","E06000038",,3,"England","Reading","GBR.1.74.1_1",,"GB.RG.RG",,"E06000038","UKJ11",51.4485263824463,-1.02322796056749,160337
"63c74cdc","E09000026",,3,"England","Redbridge","GBR.1.36.26_1",,"GB.GL.RB",,"E09000026","UKI53",51.5838317871094,0.0789826257040883,305658
"d7d3aa38","E06000003",,3,"England","Redcar and Cleveland","GBR.1.75.1_1",,"GB.RC.RC",,"E06000003","UKC12",54.5672206878663,-1.00717141001259,137228
"2967d2ae","E07000236",,3,"England","Redditch","GBR.1.117.3_1",,"GB.WC.RE",,"E07000236","UKG12",52.2765979766846,-1.96971964496026,85568
"8535258f","E07000211",,3,"England","Reigate and Banstead","GBR.1.98.5_1",,"GB.SR.RB",,"E07000211","UKJ26",51.2389011383057,-0.196789189491371,149243
"dc343c9a","E07000124",,3,"England","Ribble Valley","GBR.1.48.8_1",,"GB.LA.RV",,"E07000124","UKD45",53.9053859710693,-2.42783352268998,62026
"14c07c4a","E09000027",,3,"England","Richmond upon Thames","GBR.1.36.27_1",,"GB.GL.RU",,"E09000027","UKI75",51.4334201812745,-0.305377104546711,198141
"565698b2","E07000166",,3,"England","Richmondshire","GBR.1.63.4_1",,"GB.NY.RI",,"E07000166","UKE22",54.3515758514404,-1.9962259418972,53732
"6e8f7450","E08000005",,3,"England","Rochdale","GBR.1.76.1_1",,"GB.RD.RD",,"E08000005","UKD37",53.609136581421,-2.14060873116654,223659
"d786927e","E07000075",,3,"England","Rochford","GBR.1.33.10_1",,"GB.EX.RO",,"E07000075","UKH37",51.5933322906495,0.715723010727304,87627
"ab330c0c","E07000125",,3,"England","Rossendale","GBR.1.48.9_1",,"GB.LA.RO",,"E07000125","UKD46",53.6890335083009,-2.27548819474089,71432
"b99a93a9","E07000064",,3,"England","Rother","GBR.1.32.4_1",,"GB.ES.RO",,"E07000064","UKJ22",50.9473552703859,0.577808905055493,96716
"092539ac","E08000018",,3,"England","Rotherham","GBR.1.77.1_1",,"GB.RH.RH",,"E08000018","UKE31",53.403814315796,-1.25487283481715,264984
"d91f46da","E07000220",,3,"England","Rugby","GBR.1.108.3_1",,"GB.WR.RU",,"E07000220","UKG13",52.3879508972168,-1.32718369791877,110650
"1c3c7435","E07000212",,3,"England","Runnymede","GBR.1.98.6_1",,"GB.SR.RU",,"E07000212","UKJ25",51.3956909179688,-0.553343305559554,90327
"4f4da9f3","E07000176",,3,"England","Rushcliffe","GBR.1.67.7_1",,"GB.NT.RU",,"E07000176","UKF16",52.9164333343506,-1.01791416946999,121416
"d7612a53","E07000092",,3,"England","Rushmoor","GBR.1.38.9_1",,"GB.HA.RU",,"E07000092","UKJ37",51.261402130127,-0.777662457110895,94387
"c9a55f60","E06000017",,3,"England","Rutland","GBR.1.78.1_1",,"GB.RL.RL",,"E06000017","UKF22",52.6452064514161,-0.633123200600159,40476
"2151a824","E07000167",,3,"England","Ryedale","GBR.1.63.5_1",,"GB.NY.RY",,"E07000167","UKE22",54.2062225341797,-0.900776518645655,55629
"f78625ea","E08000006",,3,"England","Salford","GBR.1.80.1_1",,"GB.ZF.ZF",,"E08000006","UKD34",53.4856185913087,-2.36412032225484,262697
"22086a6f","E08000028",,3,"England","Sandwell","GBR.1.81.1_1",,"GB.ZW.ZW",,"E08000028","UKG37",52.5110473632813,-2.01854260059479,329042
"b1eeb5b5","E07000168",,3,"England","Scarborough","GBR.1.63.6_1",,"GB.NY.SC",,"E07000168","UKE22",54.3450012207032,-0.529398640713405,108737
"2f6d983b","E07000188",,3,"England","Sedgemoor","GBR.1.87.2_1",,"GB.SM.SE",,"E07000188","UKK23",51.1872234344484,-2.94259066865494,123446
"00937587","E08000014",,3,"England","Sefton","GBR.1.82.2_1",,"GB.SE.SE",,"E08000014","UKD73",53.581398010254,-3.06207129744782,275899
"c6e98523","E07000169",,3,"England","Selby","GBR.1.63.7_1",,"GB.NY.SE",,"E07000169","UKE22",53.7848587036134,-1.11818839960472,91697
"87739bd6","E07000111",,3,"England","Sevenoaks","GBR.1.44.7_1",,"GB.KE.SE",,"E07000111","UKJ46",51.2582931518555,0.15528090300996,121387
"7e22093a","E08000019",,3,"England","Sheffield","GBR.1.83.1_1",,"GB.SV.SV",,"E08000019","UKE32",53.400562286377,-1.53797755746154,589214
"44aa3f51","E06000051",,3,"England","Shropshire","GBR.1.84.1_1",,"GB.SP.SP",,"E06000051","UKG22",52.6561050415039,-2.78740150880666,325415
"1c2b10e5","E06000039",,3,"England","Slough","GBR.1.85.1_1",,"GB.ZL.ZL",,"E06000039","UKJ11",51.5021743774415,-0.585833250720802,149577
"550f5af9","E08000029",,3,"England","Solihull","GBR.1.86.1_1",,"GB.SI.SI",,"E08000029","UKG32",52.4324035644532,-1.69789683434648,217487
"66264469","E07000246",,3,"England","Somerset West and Taunton","GBR.1.87.5_1",,"GB.SM.WS",,"E07000246","UKK23",51.1226081848145,-3.49982759478109,155421
"01ce5503","E07000006",,3,"England","South Bucks","GBR.1.13.3_1",,"GB.BU.SB",,"E07000006","UKJ13",51.5770168304445,-0.573455675319554,70473
"1fb8a05b","E07000012",,3,"England","South Cambridgeshire","GBR.1.16.6_1",,"GB.CM.SC",,"E07000012","UKH12",52.1832504272462,0.0304976325893122,160904
"ba5c1b51","E07000039",,3,"England","South Derbyshire","GBR.1.25.8_1",,"GB.DB.SD",,"E07000039","UKF13",52.8230285644532,-1.50255415390757,109516
"0c866d8f","E06000025",,3,"England","South Gloucestershire","GBR.1.88.1_1",,"GB.SJ.SJ",,"E06000025","UKK12",51.549789428711,-2.46444261161899,287816
"8bacf12b","E07000044",,3,"England","South Hams","GBR.1.26.5_1",,"GB.DO.SH",,"E07000044","UKK43",50.3716659545899,-3.82091020570024,87946
"8d035f05","E07000140",,3,"England","South Holland","GBR.1.52.6_1",,"GB.LI.SH",,"E07000140","UKF30",52.789514541626,-0.0129837659242493,95857
"fa046f93","E07000141",,3,"England","South Kesteven","GBR.1.52.7_1",,"GB.LI.SK",,"E07000141","UKF30",52.8404178619385,-0.494742206967375,143225
"b4879363","E07000031",,3,"England","South Lakeland","GBR.1.22.6_1",,"GB.CU.SL",,"E07000031","UKD12",54.3540954589844,-2.73135312645186,104905
"f4dfe7a1","E07000149",,3,"England","South Norfolk","GBR.1.59.6_1",,"GB.NF.SN",,"E07000149","UKH17",52.5018005371094,1.37474425349688,143066
"e4729acb","E07000155",,3,"England","South Northamptonshire","GBR.1.64.6_1",,"GB.NA.SN",,"E07000155","UKF24",52.1217956542969,-1.06112117718455,95492
"dff2b462","E07000179",,3,"England","South Oxfordshire","GBR.1.69.3_1",,"GB.OX.SO",,"E07000179","UKJ14",51.6384716033936,-1.09731698976058,143782
"323a5db6","E07000126",,3,"England","South Ribble","GBR.1.48.10_1",,"GB.LA.SR",,"E07000126","UKD45",53.7342643737794,-2.72308309328834,111086
"586aa8ad","E07000189",,3,"England","South Somerset","GBR.1.87.3_1",,"GB.SM.SS",,"E07000189","UKK23",50.9858341217042,-2.7539789171935,168696
"d1ce847d","E07000196",,3,"England","South Staffordshire","GBR.1.92.5_1",,"GB.ST.SS",,"E07000196","UKG24",52.6058349609376,-2.2114810697683,112369
"b5dab3e7","E08000023",,3,"England","South Tyneside","GBR.1.89.1_1",,"GB.SX.SX",,"E08000023","UKC22",54.9645824432374,-1.44030266882618,151133
"5adcca09","E06000045",,3,"England","Southampton","GBR.1.90.1_1",,"GB.ZH.ZH",,"E06000045","UKJ32",50.914722442627,-1.42888897657389,252872
"fcfef9fb","E06000033",,3,"England","Southend-on-Sea","GBR.1.91.1_1",,"GB.SS.SS",,"E06000033","UKH31",51.5536575317384,0.670160098968087,182773
"847f61db","E09000028",,3,"England","Southwark","GBR.1.36.28_1",,"GB.GL.SQ",,"E09000028","UKI44",51.4636039733887,-0.0626098028736519,320017
"6b3b44a3","E07000213",,3,"England","Spelthorne","GBR.1.98.7_1",,"GB.SR.SP",,"E07000213","UKJ25",51.4193630218506,-0.454656227231194,99873
"8f45e15c","E07000240",,3,"England","St Albans","GBR.1.41.6_1",,"GB.HT.SA",,"E07000240","UKH23",51.7684268951416,-0.35956913081013,149317
"9ef7e024","E08000013",,3,"England","St. Helens","GBR.1.79.1_1",,"GB.SZ.SZ",,"E08000013","UKD71",53.4559345245362,-2.74012647172358,181095
"a6c9b4eb","E07000197",,3,"England","Stafford","GBR.1.92.6_1",,"GB.ST.SF",,"E07000197","UKG24",52.8565883636475,-2.17628341610145,137858
"3676a97a","E07000198",,3,"England","Staffordshire Moorlands","GBR.1.92.7_1",,"GB.ST.SM",,"E07000198","UKG24",53.0673198699952,-1.96160812680934,98427
"164cb0e6","E07000243",,3,"England","Stevenage","GBR.1.41.7_1",,"GB.HT.ST",,"E07000243","UKH23",51.9026203155518,-0.203510029909164,88104
"8081157c","E08000007",,3,"England","Stockport","GBR.1.93.1_1",,"GB.SK.SK",,"E08000007","UKD35",53.3958187103272,-2.11817785164978,294197
"49b73f9b","E06000004",,3,"England","Stockton-on-Tees","GBR.1.94.1_1",,"GB.ZT.ZT",,"E06000004","UKC11",54.5558700561523,-1.3524921599286,197419
"0beba996","E06000021",,3,"England","Stoke-on-Trent","GBR.1.95.1_1",,"GB.SO.SO",,"E06000021","UKG23",53.024284362793,-2.16698140291265,256622
"ae18764c","E07000221",,3,"England","Stratford-on-Avon","GBR.1.108.4_1",,"GB.WR.SA",,"E07000221","UKG13",52.2005500793457,-1.59536704808096,132402
"ce7a1b12","E07000082",,3,"England","Stroud","GBR.1.35.5_1",,"GB.GC.ST",,"E07000082","UKK13",51.7271671295167,-2.30710381968687,120903
"2bbe2644","E08000024",,3,"England","Sunderland","GBR.1.97.1_1",,"GB.SD.SD",,"E08000024","UKC23",54.8656940460206,-1.42606610800855,277846
"f55fd100","E07000214",,3,"England","Surrey Heath","GBR.1.98.8_1",,"GB.SR.SH",,"E07000214","UKJ25",51.3322563171387,-0.692078942724356,89204
"f378514d","E09000029",,3,"England","Sutton","GBR.1.36.29_1",,"GB.GL.SU",,"E09000029","UKI63",51.3540477752686,-0.164606282887529,207707
"697dfafa","E07000113",,3,"England","Swale","GBR.1.44.9_1",,"GB.KE.SW",,"E07000113","UKJ43",51.3092765808106,0.808834040071594,151015
"65f7a841","E06000030",,3,"England","Swindon","GBR.1.99.1_1",,"GB.SN.SN",,"E06000030","UKK14",51.5826663970947,-1.74617877038769,222881
"103e08ed","E08000008",,3,"England","Tameside","GBR.1.100.1_1",,"GB.TM.TM",,"E08000008","UKD35",53.4831962585449,-2.08634298638353,227117
"417199ec","E07000199",,3,"England","Tamworth","GBR.1.92.8_1",,"GB.ST.TA",,"E07000199","UKG24",52.6300086975098,-1.69259258796947,76864
"8258e196","E07000215",,3,"England","Tandridge","GBR.1.98.9_1",,"GB.SR.TA",,"E07000215","UKJ26",51.2357158660889,-0.0452044222195391,88542
"fcabc1bd","E07000045",,3,"England","Teignbridge","GBR.1.26.6_1",,"GB.DO.TE",,"E07000045","UKK43",50.6147232055665,-3.65902958078128,135039
"7cec9900","E06000020",,3,"England","Telford and Wrekin","GBR.1.101.1_1",,"GB.TK.TK",,"E06000020","UKG21",52.7189464569092,-2.49219109597383,181322
"4e8fc3c4","E07000076",,3,"England","Tendring","GBR.1.33.11_1",,"GB.EX.TE",,"E07000076","UKH34",51.8636112213135,1.10926238300765,147353
"a0661ac5","E07000093",,3,"England","Test Valley","GBR.1.38.10_1",,"GB.HA.TV",,"E07000093","UKJ36",51.1334285736084,-1.51467715952119,127163
"b97d2b84","E07000083",,3,"England","Tewkesbury","GBR.1.35.6_1",,"GB.GC.TE",,"E07000083","UKK13",51.9359855651856,-2.20976813796863,96624
"f7196f59","E07000114",,3,"England","Thanet","GBR.1.44.10_1",,"GB.KE.TH",,"E07000114","UKJ44",51.3526401519776,1.34662835006036,141458
"0761fb2d","E07000102",,3,"England","Three Rivers","GBR.1.41.8_1",,"GB.HT.TR",,"E07000102","UKH23",51.6731510162354,-0.478978889797749,93966
"629a6c58","E06000034",,3,"England","Thurrock","GBR.1.102.1_1",,"GB.TR.TR",,"E06000034","UKH32",51.5005550384522,0.345636078704828,175531
"801e5fcf","E07000115",,3,"England","Tonbridge and Malling","GBR.1.44.11_1",,"GB.KE.TM",,"E07000115","UKJ46",51.265552520752,0.359896480395069,132571
"e2880ca3","E06000027",,3,"England","Torbay","GBR.1.103.1_1",,"GB.TB.TB",,"E06000027","UKK42",50.4419441223145,-3.58508826567368,136218
"65a29007","E07000046",,3,"England","Torridge","GBR.1.26.7_1",,"GB.DO.TO",,"E07000046","UKK43",50.8623218536377,-4.25063583133775,68719
"93bfd8a8","E09000030",,3,"England","Tower Hamlets","GBR.1.36.30_1",,"GB.GL.TH",,"E09000030","UKI42",51.51176071167,-0.030433681025892,331969
"6739387b","E08000009",,3,"England","Trafford","GBR.1.104.1_1",,"GB.TD.TD",,"E08000009","UKD34",53.4143867492677,-2.35900554001897,237579
"19170e75","E07000116",,3,"England","Tunbridge Wells","GBR.1.44.12_1",,"GB.KE.TW",,"E07000116","UKJ46",51.0954151153565,0.479194277746284,118939
"3988f352","E07000077",,3,"England","Uttlesford","GBR.1.33.12_1",,"GB.EX.UT",,"E07000077","UKH35",51.919719696045,0.276465106622032,92759
"21b61009","E07000180",,3,"England","Vale of White Horse","GBR.1.69.4_1",,"GB.OX.WH",,"E07000180","UKJ14",51.6638164520264,-1.48956479570372,137910
"dcab7629","E08000036",,3,"England","Wakefield","GBR.1.105.1_1",,"GB.WK.WK",,"E08000036","UKE45",53.6563110351563,-1.42946972399413,351592
"35c8d31c","E08000030",,3,"England","Walsall","GBR.1.106.1_1",,"GB.WZ.WZ",,"E08000030","UKG38",52.5975589752198,-1.97768421890212,286716
"e4b8e83e","E09000031",,3,"England","Waltham Forest","GBR.1.36.31_1",,"GB.GL.WF",,"E09000031","UKI53",51.5995521545411,-0.00492998826548829,276940
"7db1b984","E09000032",,3,"England","Wandsworth","GBR.1.36.32_1",,"GB.GL.WW",,"E09000032","UKI34",51.4488334655762,-0.191692779099134,329735
"d0be6e21","E06000007",,3,"England","Warrington","GBR.1.107.1_1",,"GB.WT.WT",,"E06000007","UKD61",53.4085559844971,-2.56563129326759,209397
"371127f6","E07000222",,3,"England","Warwick","GBR.1.108.5_1",,"GB.WR.WA",,"E07000222","UKG13",52.3024005889893,-1.59298454788558,144909
"7066cbbb","E07000103",,3,"England","Watford","GBR.1.41.9_1",,"GB.HT.WA",,"E07000103","UKH23",51.6601467132569,-0.418094119747067,96623
"1b51b02c","E07000216",,3,"England","Waverley","GBR.1.98.10_1",,"GB.SR.WA",,"E07000216","UKJ25",51.1510372161865,-0.622839593475535,126556
"ce9da33f","E07000065",,3,"England","Wealden","GBR.1.32.5_1",,"GB.ES.WE",,"E07000065","UKJ22",50.9413642883301,0.190506826558689,162733
"7d7bcb71","E07000156",,3,"England","Wellingborough","GBR.1.64.7_1",,"GB.NA.WE",,"E07000156","UKF25",52.2669429779053,-0.711679114421574,80081
"f842d1ca","E07000241",,3,"England","Welwyn Hatfield","GBR.1.41.10_1",,"GB.HT.WH",,"E07000241","UKH23",51.7684268951416,-0.222761237896108,123893
"fb933de2","E06000037",,3,"England","West Berkshire","GBR.1.109.1_1",,"GB.WB.WB",,"E06000037","UKJ11",51.4436321258546,-1.30126399229356,158465
"12a5a091","E07000047",,3,"England","West Devon","GBR.1.26.8_1",,"GB.DO.WD",,"E07000047","UKK43",50.6484470367431,-4.0956754600827,56139
"453d6d20","E07000127",,3,"England","West Lancashire","GBR.1.48.11_1",,"GB.LA.WL",,"E07000127","UKD47",53.6195812225342,-2.86069738591147,114496
"630d3e29","E07000142",,3,"England","West Lindsey","GBR.1.52.8_1",,"GB.LI.WL",,"E07000142","UKF30",53.382869720459,-0.510059883633621,96186
"56b1209f","E07000181",,3,"England","West Oxfordshire","GBR.1.69.5_1",,"GB.OX.WO",,"E07000181","UKJ14",51.8411350250245,-1.51056018492083,111758
"ff2f15d3","E07000245",,3,"England","West Suffolk","GBR.1.96.5_1",,"GB.SF.SE",,"E07000245","UKH14",52.2213573455812,0.69270368320074,177302
"0ab68912","E09000033",,3,"England","Westminster","GBR.1.36.33_1",,"GB.GL.WE",,"E09000033","UKI32",51.5047397613525,-0.139739834332978,269848
"07feb19e","E08000010",,3,"England","Wigan","GBR.1.111.1_1",,"GB.WN.WN",,"E08000010","UKD36",53.5304603576661,-2.62714337940201,330712
"34c0cbde","E06000054",,3,"England","Wiltshire","GBR.1.112.1_1",,"GB.WL.WL",,"E06000054","UKK15",51.3206691741944,-1.89847850447553,504070
"3e028f66","E07000094",,3,"England","Winchester","GBR.1.38.11_1",,"GB.HA.WI",,"E07000094","UKJ36",51.0112705230713,-1.2492262836178,125925
"2ab63e86","E06000040",,3,"England","Windsor and Maidenhead","GBR.1.113.1_1",,"GB.WA.WA",,"E06000040","UKJ11",51.4745254516602,-0.717629484058385,151273
"77944511","E08000015",,3,"England","Wirral","GBR.1.114.1_1",,"GB.WQ.WQ",,"E08000015","UKD74",53.370834350586,-3.09333252906796,324336
"6c5680ba","E07000217",,3,"England","Woking","GBR.1.98.11_1",,"GB.SR.WO",,"E07000217","UKJ25",51.2991104125977,-0.583593969739788,100008
"5db10e10","E06000041",,3,"England","Wokingham","GBR.1.115.1_1",,"GB.WO.WO",,"E06000041","UKJ11",51.454818725586,-0.894408122960933,173945
"42cfe38a","E08000031",,3,"England","Wolverhampton","GBR.1.116.1_1",,"GB.WV.WV",,"E08000031","UKG39",52.5897789001466,-2.1335486044613,264407
"5e60e238","E07000237",,3,"England","Worcester","GBR.1.117.4_1",,"GB.WC.WO",,"E07000237","UKG12",52.1941947937012,-2.21137417307297,100265
"a0c3fe7e","E07000229",,3,"England","Worthing","GBR.1.110.7_1",,"GB.WS.WO",,"E07000229","UKJ27",50.8347988128663,-0.389920899134692,110727
"cedfffa9","E07000238",,3,"England","Wychavon","GBR.1.117.5_1",,"GB.WC.WY",,"E07000238","UKG12",52.1805458068848,-2.0598383373494,131084
"76c96595","E07000007",,3,"England","Wycombe","GBR.1.13.4_1",,"GB.BU.WY",,"E07000007","UKJ13",51.6658306121827,-0.789982616539939,173517
"d58270b1","E07000128",,3,"England","Wyre","GBR.1.48.12_1",,"GB.LA.WY",,"E07000128","UKD44",53.9012508392335,-2.80703225841086,113067
"b9d8cf3f","E07000239",,3,"England","Wyre Forest","GBR.1.117.6_1",,"GB.WC.WF",,"E07000239","UKG12",52.3897590637208,-2.2430558465103,101139
"50ac0eda","E06000014",,3,"England","York","GBR.1.118.1_1",,"GB.YK.YK",,"E06000014","UKE21",53.9659252166749,-1.07243786678547,211012
"4dc02520","N09000001",,3,"Northern Ireland","Antrim and Newtownabbey","GBR.2.1_1",,"GB.AT",,"N09000001","UKN0D",54.68522072,-6.17210860216142,143756
"54db1461","N09000011",,3,"Northern Ireland","Ards and North Down","GBR.2.11_1",,"GB.DD",,"N09000011","UKN09",54.50638771,-5.74721732176839,162056
"d4c9749a","N09000002",,3,"Northern Ireland","Armagh City, Banbridge and Craigavon","GBR.2.2_1","Armagh City, Banbridge and Craigavon","GB.AC",,"N09000002","UKN07",54.39361,-6.43653040126796,217232
"a3ce440c","N09000003",,3,"Northern Ireland","Belfast","GBR.2.3.1_1",,"GB.BF.BF",,"N09000003","UKN06",54.6012439727784,-5.92548756065449,342560
"3daad1af","N09000004",,3,"Northern Ireland","Causeway Coast and Glens","GBR.2.4_1",,"GB.CJ",,"N09000004","UKN0C",55.03332901,-6.59622134050113,144943
"4aade139","N09000005",,3,"Northern Ireland","Derry City and Strabane","GBR.2.5_1",,"GB.DR",,"N09000005","UKN0A",54.834522245,-7.25761787362694,151109
"d3a4b083","N09000006",,3,"Northern Ireland","Fermanagh and Omagh","GBR.2.6_1",,"GB.FH",,"N09000006","UKN0G",54.446800235,-7.70645294051912,117337
"a4a38015","N09000007",,3,"Northern Ireland","Lisburn and Castlereagh","GBR.2.7_1",,"GB.LH",,"N09000007","UKN0E",54.4988842,-6.02931989919707,146452
"341c9d84","N09000008",,3,"Northern Ireland","Mid and East Antrim","GBR.2.8_1",,"GB.MA",,"N09000008","UKN0F",54.870416645,-6.14835747299954,139443
"431bad12","N09000009",,3,"Northern Ireland","Mid Ulster","GBR.2.9_1",,"GB.MU",,"N09000009","UKN0B",54.633096695,-6.69381096730579,148953
"23dc24f7","N09000010",,3,"Northern Ireland","Newry, Mourne and Down","GBR.2.10_1","Newry, Mourne and Down","GB.MD",,"N09000010","UKN08",54.264722825,-5.713890075,181669
"1bc1e68d","S12000033",,3,"Scotland","Aberdeen City","GBR.3.1.1_1",,"GB.AR.AR",,"S12000033","UKM50",57.162057876587,-2.17369380846008,229060
"85a5732e","S12000034",,3,"Scotland","Aberdeenshire","GBR.3.2.1_1",,"GB.AS.AS",,"S12000034","UKM50",57.2203235626221,-2.76827614536218,260780
"ba8e1166","S12000041",,3,"Scotland","Angus","GBR.3.3.1_1",,"GB.AG.AG",,"S12000041","UKM71",56.7254638671876,-2.88957347356993,115820
"f2a243b8","S12000035",,3,"Scotland","Argyll and Bute","GBR.3.4.1_1","Argyll and Bute Council","GB.AB.AB",,"S12000035","UKM63",56.4600009918214,-5.86166644096372,85430
"6bab1202","S12000036",,3,"Scotland","City of Edinburgh","GBR.3.12.1_1","Edinburgh","GB.EB.EB",,"S12000036","UKM75",55.9106063842773,-3.27490405393019,527620
"d98f107b","S12000005",,3,"Scotland","Clackmannanshire","GBR.3.5.1_1",,"GB.CC.CC",,"S12000005","UKM72",56.1425552368164,-3.75245852248139,51290
"29f7840f","S12000013",,3,"Scotland","Comhairle nan Eilean Siar","GBR.3.13.1_1","Na h-Eileanan an Iar","GB.WI.WI",,"S12000013","UKM64",58.1233329772949,-6.64750003814697,26500
"408641c1","S12000006",,3,"Scotland","Dumfries and Galloway","GBR.3.6.1_1",,"GB.DG.DG",,"S12000006","UKM92",55.0475273132324,-3.88299237200502,148290
"238740dc","S12000042",,3,"Scotland","Dundee City","GBR.3.7.1_1",,"GB.DU.DU",,"S12000042","UKM71",56.4823417663575,-2.95114822424926,148820
