"id","id_github.covid19datahub.covid19br","id_github.oxcgrt.covidpolicytracker","id_github.wcota.covid19br","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_apple_mobility","key_gadm","key_google_mobility","key_hasc","key_jhu_csse","key_local","latitude","longitude","population","population_data_source","population_data_source_url"
"0fa5fbe9",5108857,"BR_MT","5108857",3,"Mato Grosso","Nova Marilândia",,"BRA.12.72_1",,,"BRMT5108857","5108857",-14.303152085,-57.3004203715697,3304,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"7310659b",5108907,"BR_MT","5108907",3,"Mato Grosso","Nova Maringá",,"BRA.12.73_1",,,"BRMT5108907","5108907",-12.760391235,-57.1034693359015,8850,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"7960a148",5108956,"BR_MT","5108956",3,"Mato Grosso","Nova Monte Verde",,"BRA.12.74_1",,,"BRMT5108956","5108956",-10.03217268,-57.2615816400015,9277,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"34a5ce71",5106224,"BR_MT","5106224",3,"Mato Grosso","Nova Mutum",,"BRA.12.75_1","ChIJT28N5CwooJMR3OgmCLnpOM0",,"BRMT5106224","5106224",-13.52292633,-55.9281969569814,46813,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4b94846d",5106174,"BR_MT","5106174",3,"Mato Grosso","Nova Nazaré",,,,,"BRMT5106174","5106174",-13.9897745,-51.7998937,3932,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c4dd5a05",5106232,"BR_MT","5106232",3,"Mato Grosso","Nova Olímpia",,"BRA.12.76_1","ChIJ3XNu55YYmZMRP4V81TO4WgI",,"BRMT5106232","5106232",-14.75524473,-57.4128992783792,20563,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d27a6dfa",5106190,"BR_MT","5106190",3,"Mato Grosso","Nova Santa Helena",,,,,"BRMT5106190","5106190",-10.8496569,-55.1780945,3737,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6592adee",5106240,"BR_MT","5106240",3,"Mato Grosso","Nova Ubiratã",,"BRA.12.77_1",,,"BRMT5106240","5106240",-12.968570235,-54.8693441060914,12298,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e2ed090c",5106257,"BR_MT","5106257",3,"Mato Grosso","Nova Xavantina",,"BRA.12.78_1","ChIJix08erhsbpMRjOCdxiWrSl8",,"BRMT5106257","5106257",-14.67472744,-52.4421171403351,20944,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d7b6af97",5106273,"BR_MT","5106273",3,"Mato Grosso","Novo Horizonte do Norte",,"BRA.12.79_1",,,"BRMT5106273","5106273",-11.391119005,-57.2671667533477,4051,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"27ce3be3",5106265,"BR_MT","5106265",3,"Mato Grosso","Novo Mundo",,"BRA.12.80_1",,,"BRMT5106265","5106265",-9.818068505,-55.3551923656641,9363,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"694dc713",5106315,"BR_MT","5106315",3,"Mato Grosso","Novo Santo Antônio",,,,,"BRMT5106315","5106315",-12.2909756,-50.97048,2705,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"be20d274",5106281,"BR_MT","5106281",3,"Mato Grosso","Novo São Joaquim",,"BRA.12.81_1",,,"BRMT5106281","5106281",-14.905029295,-53.3583535629149,4938,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a9e06b07",5106299,"BR_MT","5106299",3,"Mato Grosso","Paranaíta",,"BRA.12.82_1",,,"BRMT5106299","5106299",-13.339738845,-54.284653434432,11244,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"9e58977e",5106307,"BR_MT","5106307",3,"Mato Grosso","Paranatinga",,"BRA.12.83_1","ChIJu5UNTYNZC5MR_F--mwGnyy8",,"BRMT5106307","5106307",-9.563413145,-56.6448087973702,22861,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a173f536",5106372,"BR_MT","5106372",3,"Mato Grosso","Pedra Preta",,"BRA.12.84_1","ChIJXSRLWJd5eZMR-cDFyG93sn4",,"BRMT5106372","5106372",-16.800911905,-54.255486752571,17446,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d94b17f6",5106422,"BR_MT","5106422",3,"Mato Grosso","Peixoto de Azevedo",,"BRA.12.85_1","ChIJleAfB0A9B5MR5Hs9rqpB8lg",,"BRMT5106422","5106422",-10.195065975,-53.5636833022794,35338,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"086e1492",5106455,"BR_MT","5106455",3,"Mato Grosso","Planalto da Serra",,"BRA.12.86_1",,,"BRMT5106455","5106455",-14.54232168,-54.6620174904249,2649,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"74db8ae0",5106505,"BR_MT","5106505",3,"Mato Grosso","Poconé",,"BRA.12.87_1","ChIJN3gAUsC-nJMRCJLZCHGyLz0",,"BRMT5106505","5106505",-16.80016899,-56.967236753335,33315,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e28965c9",5106653,"BR_MT","5106653",3,"Mato Grosso","Pontal do Araguaia",,"BRA.12.88_1","ChIJw2-Jc_RSZZMReoat8rCWUgA",,"BRMT5106653","5106653",-15.914559365,-52.6638429873073,6843,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"9e3cfbbb",5106703,"BR_MT","5106703",3,"Mato Grosso","Ponte Branca",,"BRA.12.89_1",,,"BRMT5106703","5106703",-16.67038536,-52.9276955264086,1550,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"944c3f68",5106752,"BR_MT","5106752",3,"Mato Grosso","Pontes e Lacerda",,"BRA.12.90_1","ChIJR-Ql9djulpMR3PVtCi6unbM",,"BRMT5106752","5106752",-15.238795755,-59.1540742938259,45774,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"46afb4f4",5106778,"BR_MT","5106778",3,"Mato Grosso","Porto Alegre do Norte",,"BRA.12.91_1",,,"BRMT5106778","5106778",-10.767010215,-51.5912676679159,12685,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e2678c10",5106802,"BR_MT","5106802",3,"Mato Grosso","Porto dos Gaúchos",,"BRA.12.92_1",,,"BRMT5106802","5106802",-11.7683773,-56.7007072627758,5363,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3084078c",5106828,"BR_MT","5106828",3,"Mato Grosso","Porto Esperidião",,"BRA.12.93_1",,,"BRMT5106828","5106828",-15.88765049,-58.8424785778744,12097,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"061929ef",5106851,"BR_MT","5106851",3,"Mato Grosso","Porto Estrela",,"BRA.12.94_1",,,"BRMT5106851","5106851",-15.53235388,-57.2198588964932,2877,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"b41d53d3",5107008,"BR_MT","5107008",3,"Mato Grosso","Poxoréu",,"BRA.12.95_1","ChIJr3WKVwNBd5MRo2t4Bc_x8FQ",,"BRMT5107008","5107008",-15.80713749,-54.2571120850078,15916,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"deaa1ee5",5107040,"BR_MT","5107040",3,"Mato Grosso","Primavera do Leste",,"BRA.12.96_1","ChIJjU3ZY4gjd5MRXijYm6ttfqw",,"BRMT5107040","5107040",-15.12664509,-54.2140518336973,63092,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"9cf688e8",5107065,"BR_MT","5107065",3,"Mato Grosso","Querência",,"BRA.12.97_1","ChIJVfqYZEBYEpMR-Uajl8sdeD4",,"BRMT5107065","5107065",-12.234256745,-52.7090332420613,17937,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"2f10e0a6",5107156,"BR_MT","5107156",3,"Mato Grosso","Reserva do Cabaçal",,"BRA.12.98_1",,,"BRMT5107156","5107156",-15.130629065,-58.3160591087929,2743,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"73dd3bde",5107180,"BR_MT","5107180",3,"Mato Grosso","Ribeirão Cascalheira",,"BRA.12.99_1",,,"BRMT5107180","5107180",-12.882742405,-51.5821328176339,10329,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"641d82ad",5107198,"BR_MT","5107198",3,"Mato Grosso","Ribeirãozinho",,"BRA.12.100_1",,,"BRMT5107198","5107198",-16.46145153,-52.7301486872996,2422,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"5021aaba",5107206,"BR_MT","5107206",3,"Mato Grosso","Rio Branco",,"BRA.12.101_1",,,"BRMT5107206","5107206",-15.2817955,-58.1522036429625,5150,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"fd9707ff",5107578,"BR_MT","5107578",3,"Mato Grosso","Rondolândia",,,,,"BRMT5107578","5107578",-10.8428772,-61.4596962,4036,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"5045c67f",5107602,"BR_MT","5107602",3,"Mato Grosso","Rondonópolis",,"BRA.12.102_1","ChIJ5wNH_ga6eZMRv_VDDxdWRyU",,"BRMT5107602","5107602",-16.57182312,-54.714642642291,236042,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c88efdf2",5107701,"BR_MT","5107701",3,"Mato Grosso","Rosário Oeste",,"BRA.12.103_1",,,"BRMT5107701","5107701",-14.60751581,-55.6374471841541,17054,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c2fe3921",5107750,"BR_MT","5107750",3,"Mato Grosso","Salto do Céu",,"BRA.12.104_1",,,"BRMT5107750","5107750",-15.12041378,-57.9639367135053,3295,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d3f542b9",5107248,"BR_MT","5107248",3,"Mato Grosso","Santa Carmem",,"BRA.12.105_1",,,"BRMT5107248","5107248",-11.945915225,-54.8416873765061,4563,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"42ec59da",5107743,"BR_MT","5107743",3,"Mato Grosso","Santa Cruz do Xingu",,,,,"BRMT5107743","5107743",-10.1533447,-52.392016,2633,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e708e2d0",5107768,"BR_MT","5107768",3,"Mato Grosso","Santa Rita do Trivelato",,,,,"BRMT5107768","5107768",-13.8139517,-55.2721092,3506,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"19abfe96",5107776,"BR_MT","5107776",3,"Mato Grosso","Santa Terezinha",,"BRA.12.106_1",,,"BRMT5107776","5107776",-10.28699732,-50.9877918201174,8460,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"7611f9b3",5107263,"BR_MT","5107263",3,"Mato Grosso","Santo Afonso",,"BRA.12.107_1",,,"BRMT5107263","5107263",-14.44263363,-57.2111689107979,3155,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"80451701",5107792,"BR_MT","5107792",3,"Mato Grosso","Santo Antônio do Leste",,,,,"BRMT5107792","5107792",-14.8037659,-53.6095671,5334,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"b4d58a59",5107800,"BR_MT","5107800",3,"Mato Grosso","Santo Antônio do Leverger",,"BRA.12.108_1","ChIJbz0bQ4cGnZMRUu3nYDA3oJw",,"BRMT5107800","5107800",-16.484861375,-55.2662652035657,16999,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"b07ec6b8",5107859,"BR_MT","5107859",3,"Mato Grosso","São Félix do Araguaia",,,,,"BRMT5107859","5107859",-11.6170646,-50.6667246,11843,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f6e42165",5107297,"BR_MT","5107297",3,"Mato Grosso","São José do Povo",,"BRA.12.110_1",,,"BRMT5107297","5107297",-16.463944435,-54.2791503521553,4450,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c8ea9137",5107305,"BR_MT","5107305",3,"Mato Grosso","São José do Rio Claro",,"BRA.12.111_1","ChIJ9cFntBOJoZMRBtWxN1SXO5g",,"BRMT5107305","5107305",-13.530845165,-56.7533920820247,21011,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c29a55e4",5107354,"BR_MT","5107354",3,"Mato Grosso","São José do Xingu",,"BRA.12.112_1",,,"BRMT5107354","5107354",-10.3983922,-52.6280957169142,5620,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"25602475",5107107,"BR_MT","5107107",3,"Mato Grosso","São José dos Quatro Marcos",,"BRA.12.113_1","ChIJScchVbwampMRKPTF1KVAZEo",,"BRMT5107107","5107107",-15.532392505,-58.337374914882,18846,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"baa2b724",5107404,"BR_MT","5107404",3,"Mato Grosso","São Pedro da Cipa",,"BRA.12.114_1",,,"BRMT5107404","5107404",-15.968487265,-54.7482964180656,4771,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"8bfee811",5107875,"BR_MT","5107875",3,"Mato Grosso","Sapezal",,"BRA.12.115_1","ChIJyU06yXHhvJMRy74GJBwh7wA",,"BRMT5107875","5107875",-12.96174908,-58.6024902275424,26688,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e50551eb",5107883,"BR_MT","5107883",3,"Mato Grosso","Serra Nova Dourada",,,,,"BRMT5107883","5107883",-12.0890348,-51.4005672,1678,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"cccb58ca",5107909,"BR_MT","5107909",3,"Mato Grosso","Sinop",,"BRA.12.116_1","ChIJCUGRE_crCJMRaIJzNP60dUM",,"BRMT5107909","5107909",-11.772303105,-55.3948870216007,146005,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f74b7663",5107925,"BR_MT","5107925",3,"Mato Grosso","Sorriso",,,"ChIJH1eodDWkoJMRlYgcyRgSKhI",,"BRMT5107925","5107925",-12.5444887,-55.7233972,92769,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a67c15fc",5107941,"BR_MT","5107941",3,"Mato Grosso","Tabaporã",,"BRA.12.117_1",,,"BRMT5107941","5107941",-11.066824435,-56.7795123484004,9429,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c6bb9c19",5107958,"BR_MT","5107958",3,"Mato Grosso","Tangará da Serra",,"BRA.12.118_1","ChIJs3CBJPQWmJMRIkDq2xJs-Zc",,"BRMT5107958","5107958",-14.43303442,-58.3806372189522,105711,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"0bc66e82",5108006,"BR_MT","5108006",3,"Mato Grosso","Tapurah",,"BRA.12.119_1","ChIJNUkJIeQ2oZMR34l2wIpkZFw",,"BRMT5108006","5108006",-12.48896694,-56.2415958450284,14046,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"efb8cb7d",5108055,"BR_MT","5108055",3,"Mato Grosso","Terra Nova do Norte",,"BRA.12.120_1",,,"BRMT5108055","5108055",-10.486823555,-54.9948411197982,9473,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"930d550f",5108105,"BR_MT","5108105",3,"Mato Grosso","Tesouro",,"BRA.12.121_1",,,"BRMT5108105","5108105",-15.895344735,-53.4420632258215,3824,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e64cdbc0",5108204,"BR_MT","5108204",3,"Mato Grosso","Torixoréu",,"BRA.12.122_1",,,"BRMT5108204","5108204",-16.296159745,-52.9193167113768,3547,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"79ea2454",5108303,"BR_MT","5108303",3,"Mato Grosso","União do Sul",,"BRA.12.123_1",,,"BRMT5108303","5108303",-11.53643656,-54.3511488449559,3490,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"739ae087",5108352,"BR_MT","5108352",3,"Mato Grosso","Vale de São Domingos",,,,,"BRMT5108352","5108352",-15.2966987,-59.065637,3126,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"0ba20247",5108402,"BR_MT","5108402",3,"Mato Grosso","Várzea Grande",,"BRA.12.124_1","ChIJ_d5ynYRLnJMRNcVYzGrlWPs",,"BRMT5108402","5108402",-15.557114125,-56.3459184562616,287526,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"936939ca",5108501,"BR_MT","5108501",3,"Mato Grosso","Vera",,"BRA.12.125_1",,,"BRMT5108501","5108501",-12.48381281,-55.3237966989162,11402,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"88604422",5105507,"BR_MT","5105507",3,"Mato Grosso","Vila Bela da Santíssima Trindade",,"BRA.12.61_1",,,"BRMT5105507","5105507",-15.145229815,-60.0108058990575,16271,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e628b705",5108600,"BR_MT","5108600",3,"Mato Grosso","Vila Rica",,"BRA.12.126_1","ChIJuVTUtmt2GZMRtPZGl_2319I",,"BRMT5108600","5108600",-10.01903486,-51.4363394508346,26496,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"76c0b529",5000203,"BR_MS","5000203",3,"Mato Grosso do Sul","Água Clara",,"BRA.11.1_1","ChIJURk07HC_hJQRf4142oGRsRQ",,"BRMS5000203","5000203",-20.00867653,-52.979856736741,15776,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"7cb071fa",5000252,"BR_MS","5000252",3,"Mato Grosso do Sul","Alcinópolis",,"BRA.11.2_1",,,"BRMS5000252","5000252",-18.228816035,-53.7409425139854,5417,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"911cf4eb",5000609,"BR_MS","5000609",3,"Mato Grosso do Sul","Amambai",,"BRA.11.3_1","ChIJey9gP1URipQR8cLtnFwDaVs",,"BRMS5000609","5000609",-23.2178421,-55.0111364809854,39826,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e7d9ae4a",5000708,"BR_MS","5000708",3,"Mato Grosso do Sul","Anastácio",,"BRA.11.4_1","ChIJLSSKLjiRfZQRWj8ioBvBGe4",,"BRMS5000708","5000708",-20.767704965,-55.6075017782848,25237,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"7c3af4e6",5000807,"BR_MS","5000807",3,"Mato Grosso do Sul","Anaurilândia",,"BRA.11.5_1",,,"BRMS5000807","5000807",-22.16109276,-52.7643925660655,9076,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"764a3035",5000856,"BR_MS","5000856",3,"Mato Grosso do Sul","Angélica",,"BRA.11.6_1","ChIJ7Vup6WHAjpQRXSqFkCPYzX8",,"BRMS5000856","5000856",-22.055464745,-53.8895915183095,10932,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"0affae47",5000906,"BR_MS","5000906",3,"Mato Grosso do Sul","Antônio João",,"BRA.11.7_1",,,"BRMS5000906","5000906",-22.2216053,-56.0042657305441,9020,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"cdf80622",5001003,"BR_MS","5001003",3,"Mato Grosso do Sul","Aparecida do Taboado",,"BRA.11.8_1","ChIJOZh0hPaHmZQRoaX5Ir0L2eU",,"BRMS5001003","5001003",-20.07544136,-51.3322469726167,26069,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"bb3d5c83",5001102,"BR_MS","5001102",3,"Mato Grosso do Sul","Aquidauana",,"BRA.11.9_1","ChIJA7tWI0XmfZQR31bC_JXbTpY",,"BRMS5001102","5001102",-19.53554058,-55.9617719694225,48029,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"aa101748",5001243,"BR_MS","5001243",3,"Mato Grosso do Sul","Aral Moreira",,"BRA.11.10_1",,,"BRMS5001243","5001243",-22.97412777,-55.4866991848006,12332,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"5ce11d41",5001508,"BR_MS","5001508",3,"Mato Grosso do Sul","Bandeirantes",,"BRA.11.11_1",,,"BRMS5001508","5001508",-19.829268455,-54.2001537706401,7266,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"5c4da80e",5001904,"BR_MS","5001904",3,"Mato Grosso do Sul","Bataguassu",,"BRA.11.12_1","ChIJIyAYqAHekZQRMUiT6mF2jkQ",,"BRMS5001904","5001904",-21.86450672,-52.4180036838172,23325,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3143c8e0",5002001,"BR_MS","5002001",3,"Mato Grosso do Sul","Batayporã",,"BRA.11.13_1","ChIJ1ydd1GB5jpQRrPLCZ8B_BcQ",,"BRMS5002001","5002001",-22.383278845,-53.1673696093392,11349,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"47869241",5002100,"BR_MS","5002100",3,"Mato Grosso do Sul","Bela Vista",,"BRA.11.14_1","ChIJNbgnAyo0Y5QRdFjDRJJni_o",,"BRMS5002100","5002100",-21.91826725,-56.4766907255932,24735,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"432ddea0",5002159,"BR_MS","5002159",3,"Mato Grosso do Sul","Bodoquena",,"BRA.11.15_1",,,"BRMS5002159","5002159",-20.529525755,-56.6512325367809,7838,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3c1c94bc",5002209,"BR_MS","5002209",3,"Mato Grosso do Sul","Bonito",,"BRA.11.16_1","ChIJxweEDNVYfJQRMKzhx_up6U0",,"BRMS5002209","5002209",-20.96386814,-56.5308055298158,22190,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4ad9ce1d",5002308,"BR_MS","5002308",3,"Mato Grosso do Sul","Brasilândia",,"BRA.11.17_1","ChIJ31lOhFQQkJQRRm70Ze_zvYs",,"BRMS5002308","5002308",-21.05929756,-52.3970677919619,11853,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"df29c509",5002407,"BR_MS","5002407",3,"Mato Grosso do Sul","Caarapó",,"BRA.11.18_1","ChIJDwkOc_mCiZQR0Aty-r717ng",,"BRMS5002407","5002407",-22.62778759,-54.9133039557721,30593,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"32a3704b",5002605,"BR_MS","5002605",3,"Mato Grosso do Sul","Camapuã",,"BRA.11.19_1","ChIJA5bS1E8wgpQRTgPKQH8yLOw",,"BRMS5002605","5002605",-19.122603415,-53.8145347334144,13693,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"44662aea",5002704,"BR_MS","5002704",3,"Mato Grosso do Sul","Campo Grande",,"BRA.11.20_1","ChIJ6etXnh9uhpQRFiuXnvok6fg",,"BRMS5002704","5002704",-20.876224515,-54.3485255437282,906092,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d15ef874",5002803,"BR_MS","5002803",3,"Mato Grosso do Sul","Caracol",,"BRA.11.21_1",,,"BRMS5002803","5002803",-21.901011465,-57.0329256207425,6182,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a79ba2d5",5002902,"BR_MS","5002902",3,"Mato Grosso do Sul","Cassilândia",,"BRA.11.22_1","ChIJvaVdOI_2nJQRx8TZ2kRBTU8",,"BRMS5002902","5002902",-19.05981255,-52.1690650630746,22002,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"43e5072a",5002951,"BR_MS","5002951",3,"Mato Grosso do Sul","Chapadão do Sul",,"BRA.11.23_1","ChIJezCRvIoxnZQReXCedmvk8ys",,"BRMS5002951","5002951",-19.07845497,-52.7593084891597,25865,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f1e17d16",5003108,"BR_MS","5003108",3,"Mato Grosso do Sul","Corguinho",,"BRA.11.24_1",,,"BRMS5003108","5003108",-19.804631235,-55.0894963126699,6054,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"1c2994c2",5003157,"BR_MS","5003157",3,"Mato Grosso do Sul","Coronel Sapucaia",,"BRA.11.25_1",,,"BRMS5003157","5003157",-23.331316945,-55.3722404265642,15352,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6318dede",5003207,"BR_MS","5003207",3,"Mato Grosso do Sul","Corumbá",,"BRA.11.26_1","ChIJh1MW7oKkgJMRdG8bhrTQwy8",,"BRMS5003207","5003207",-19.051553725,-56.4967004662737,112058,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"69681a0d",5003256,"BR_MS","5003256",3,"Mato Grosso do Sul","Costa Rica",,"BRA.11.27_1","ChIJKzBaFGWZgpQRSygtJ3H0Qj4",,"BRMS5003256","5003256",-18.60744572,-53.2013941333348,21142,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"15dd847f",5003306,"BR_MS","5003306",3,"Mato Grosso do Sul","Coxim",,"BRA.11.28_1","ChIJD2ug-_00fpMRzBCsO6Yv-o0",,"BRMS5003306","5003306",-18.21950245,-54.9472759381428,33459,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"83eb0793",5003454,"BR_MS","5003454",3,"Mato Grosso do Sul","Deodápolis",,"BRA.11.29_1","ChIJYaFFqkoyiZQRrF5RX43vWTk",,"BRMS5003454","5003454",-22.141005515,-54.1151028768418,12984,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3ff335f5",5003488,"BR_MS","5003488",3,"Mato Grosso do Sul","Dois Irmãos do Buriti",,"BRA.11.30_1",,,"BRMS5003488","5003488",-20.5894022,-55.3954215111793,11467,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"ff5e99e1",5003504,"BR_MS","5003504",3,"Mato Grosso do Sul","Douradina",,"BRA.11.31_1",,,"BRMS5003504","5003504",-22.0055542,-54.5838988543949,5975,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"15b9e8ba",5003702,"BR_MS","5003702",3,"Mato Grosso do Sul","Dourados",,"BRA.11.32_1","ChIJJ8613jeoiZQR-OpnYwh8KGc",,"BRMS5003702","5003702",-22.16264248,-54.5408541754414,225495,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f1c74d45",5003751,"BR_MS","5003751",3,"Mato Grosso do Sul","Eldorado",,"BRA.11.33_1","ChIJ_0BVmZJPi5QRb9rlDI4tLqc",,"BRMS5003751","5003751",-23.74864578,-54.2315928094118,12400,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"87ecfe3d",5003801,"BR_MS","5003801",3,"Mato Grosso do Sul","Fátima do Sul",,"BRA.11.34_1","ChIJ-VOvtF1riZQRuIUO8ZgJSro",,"BRMS5003801","5003801",-22.3446579,-54.3709197389251,19170,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f129a49c",5003900,"BR_MS","5003900",3,"Mato Grosso do Sul","Figueirão",,,,,"BRMS5003900","5003900",-18.67821,-53.6379864,3059,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"fd4b3209",5004007,"BR_MS","5004007",3,"Mato Grosso do Sul","Glória de Dourados",,"BRA.11.35_1","ChIJKT2OgJhPiZQRb_NBMBITgJM",,"BRMS5004007","5004007",-22.433766365,-54.2220641068867,9950,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"8b8e68a8",5004106,"BR_MS","5004106",3,"Mato Grosso do Sul","Guia Lopes da Laguna",,"BRA.11.36_1","ChIJIWYKnIg6fZQRS7VpOHG_3h0",,"BRMS5004106","5004106",-21.53945446,-55.9611743785387,9824,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6604ddea",5004304,"BR_MS","5004304",3,"Mato Grosso do Sul","Iguatemi",,"BRA.11.37_1","ChIJU5jfDy4Wi5QR4T3gw4sji_4",,"BRMS5004304","5004304",-23.41400623,-54.5579075445422,16176,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"fd2f5ecc",5004403,"BR_MS","5004403",3,"Mato Grosso do Sul","Inocência",,"BRA.11.38_1",,,"BRMS5004403","5004403",-19.659062385,-52.02721990254,7588,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"8bea046d",5004502,"BR_MS","5004502",3,"Mato Grosso do Sul","Itaporã",,"BRA.11.39_1","ChIJAd3UJ1hViJQR-yyDrp7Potw",,"BRMS5004502","5004502",-22.00177288,-54.8749726882014,25162,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
