"id","id_github.covid19datahub.covid19br","id_github.oxcgrt.covidpolicytracker","id_github.wcota.covid19br","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_apple_mobility","key_gadm","key_google_mobility","key_hasc","key_jhu_csse","key_local","latitude","longitude","population","population_data_source","population_data_source_url"
"b77a6713",2605509,"BR_PE","2605509",3,"Pernambuco","Ferreiros",,"BRA.17.61_1",,,"BRPE2605509","2605509",-7.47307849,-35.2541754423663,12170,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c23be9dc",2605608,"BR_PE","2605608",3,"Pernambuco","Flores",,"BRA.17.62_1",,,"BRPE2605608","2605608",-7.925886395,-37.8850222701783,22618,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"53469e7a",2605707,"BR_PE","2605707",3,"Pernambuco","Floresta",,"BRA.17.63_1","ChIJN9orKS7BCQcRLRK2kC4bnDw",,"BRPE2605707","2605707",-8.61937761,-38.2812293786485,33184,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"2f1de9d1",2605806,"BR_PE","2605806",3,"Pernambuco","Frei Miguelinho",,"BRA.17.64_1",,,"BRPE2605806","2605806",-7.93303418,-35.894304332452,15546,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"b7d6d25c",2605905,"BR_PE","2605905",3,"Pernambuco","Gameleira",,"BRA.17.65_1",,,"BRPE2605905","2605905",-8.62226343,-35.3756800714194,31318,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"34d6d39e",2606002,"BR_PE","2606002",3,"Pernambuco","Garanhuns",,"BRA.17.66_1","ChIJZcoBs-kMBwcRLWO3ueRBYY4",,"BRPE2606002","2606002",-8.936917305,-36.5027147405796,140577,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"ac1de813",2606101,"BR_PE","2606101",3,"Pernambuco","Glória do Goitá",,"BRA.17.67_1","ChIJQYQrKCSpqwcRU4p0iZhPDIk",,"BRPE2606101","2606101",-8.007750985,-35.3542299086932,30751,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d95c66dc",2606200,"BR_PE","2606200",3,"Pernambuco","Goiana",,"BRA.17.68_1","ChIJme5Wh4FhqwcRqzIZUAx7bWI",,"BRPE2606200","2606200",-7.58805585,-34.950754055368,80055,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a142b44f",2606309,"BR_PE","2606309",3,"Pernambuco","Granito",,"BRA.17.69_1",,,"BRPE2606309","2606309",-7.787544015,-39.6824336208835,7537,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d30a925c",2606408,"BR_PE","2606408",3,"Pernambuco","Gravatá",,"BRA.17.70_1","ChIJVxmujBNIqgcR0XY4RU0qrBY",,"BRPE2606408","2606408",-8.21375942,-35.5791398319063,84699,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4277e5fa",2606507,"BR_PE","2606507",3,"Pernambuco","Iati",,"BRA.17.71_1",,,"BRPE2606507","2606507",-9.14807653,-36.8925922854448,19241,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"37366b35",2606606,"BR_PE","2606606",3,"Pernambuco","Ibimirim",,"BRA.17.72_1","ChIJI6gGDhMYCAcRuN7IaAGpqV8",,"BRPE2606606","2606606",-8.55515337,-37.6031515502107,29412,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"affd50b8",2606705,"BR_PE","2606705",3,"Pernambuco","Ibirajuba",,"BRA.17.73_1",,,"BRPE2606705","2606705",-8.62766552,-36.2078679704803,7768,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d3a62713",2606804,"BR_PE","2606804",3,"Pernambuco","Igarassu",,"BRA.17.74_1","ChIJN-F3XOdqqwcRjbB3PYEGr4c",,"BRPE2606804","2606804",-7.797066685,-34.980056735784,118370,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4c00d887",2606903,"BR_PE","2606903",3,"Pernambuco","Iguaracy",,"BRA.17.75_1",,,"BRPE2606903","2606903",-7.84847498,-37.4254057605312,12247,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"61846d7c",2607604,"BR_PE","2607604",3,"Pernambuco","Ilha de Itamaracá",,"BRA.17.82_1","ChIJSdUpaOhBqwcRCRgQPv48nnk",,"BRPE2607604","2607604",-7.750693795,-34.848054885,26672,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6264d5d7",2607000,"BR_PE","2607000",3,"Pernambuco","Inajá",,"BRA.17.76_1",,,"BRPE2607000","2607000",-8.802618025,-37.8195942120579,23645,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"1a7a0744",2607109,"BR_PE","2607109",3,"Pernambuco","Ingazeira",,"BRA.17.77_1",,,"BRPE2607109","2607109",-7.714526415,-37.4242824779842,4543,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6f3b898b",2607208,"BR_PE","2607208",3,"Pernambuco","Ipojuca",,"BRA.17.78_1","ChIJxVg77_aMqgcRISfDe_catsQ",,"BRPE2607208","2607208",-8.45805502,-35.0997851961704,97669,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"fe46fe2d",2607307,"BR_PE","2607307",3,"Pernambuco","Ipubi",,"BRA.17.79_1","ChIJXWUYnFKDnwcRfTX9uvx5WJI",,"BRPE2607307","2607307",-7.56354761,-40.2181619402528,31187,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"8c0ed83e",2607406,"BR_PE","2607406",3,"Pernambuco","Itacuruba",,"BRA.17.80_1",,,"BRPE2607406","2607406",-8.770421505,-38.7562882153775,4966,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"14c5e3b3",2607505,"BR_PE","2607505",3,"Pernambuco","Itaíba",,"BRA.17.81_1",,,"BRPE2607505","2607505",-9.02159929,-37.3013247511785,26308,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"82970c9a",2607653,"BR_PE","2607653",3,"Pernambuco","Itambé",,"BRA.17.165_1","ChIJP-b7vNt9rAcRF5ipInxDLx4",,"BRPE2607653","2607653",-7.460922475,-35.0991379745615,36471,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"fe2292e8",2607703,"BR_PE","2607703",3,"Pernambuco","Itapetim",,"BRA.17.83_1",,,"BRPE2607703","2607703",-7.385029555,-37.1537971503774,13553,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f452563b",2607752,"BR_PE","2607752",3,"Pernambuco","Itapissuma",,"BRA.17.84_1","ChIJ7aZbb6lpqwcRlUb8_k9Jqjo",,"BRPE2607752","2607752",-7.744584085,-34.914127398231,26900,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"8279e543",2607802,"BR_PE","2607802",3,"Pernambuco","Itaquitinga",,"BRA.17.85_1",,,"BRPE2607802","2607802",-7.68661189,-35.0562931381755,17006,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"1ab2dece",2607901,"BR_PE","2607901",3,"Pernambuco","Jaboatão dos Guararapes",,"BRA.17.86_1","ChIJXWlJSI7iqgcRh1kdnIukF64",,"BRPE2607901","2607901",-8.152979375,-35.0031924344333,706867,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"10c21a1d",2607950,"BR_PE","2607950",3,"Pernambuco","Jaqueira",,"BRA.17.87_1",,,"BRPE2607950","2607950",-8.744132995,-35.8096299075293,11644,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"34dc4db3",2608008,"BR_PE","2608008",3,"Pernambuco","Jataúba",,"BRA.17.88_1",,,"BRPE2608008","2608008",-8.06166935,-36.5251573320804,17228,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d914a467",2608057,"BR_PE","2608057",3,"Pernambuco","Jatobá",,"BRA.17.89_1",,,"BRPE2608057","2608057",-9.211829185,-38.2089977425711,14850,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a5a13a15",2608107,"BR_PE","2608107",3,"Pernambuco","João Alfredo",,"BRA.17.90_1","ChIJG5Uk9c3AqwcRUcC-WprHQVY",,"BRPE2608107","2608107",-7.854125025,-35.5979746153979,33328,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d0e0b4da",2608206,"BR_PE","2608206",3,"Pernambuco","Joaquim Nabuco",,"BRA.17.91_1",,,"BRPE2608206","2608206",-8.56844616,-35.5511122187649,16011,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"349e1125",2608255,"BR_PE","2608255",3,"Pernambuco","Jucati",,"BRA.17.92_1",,,"BRPE2608255","2608255",-8.72406721,-36.4638302452367,11485,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"482b8f57",2608305,"BR_PE","2608305",3,"Pernambuco","Jupi",,"BRA.17.93_1",,,"BRPE2608305","2608305",-8.700877665,-36.4033804375784,14922,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3a63a944",2608404,"BR_PE","2608404",3,"Pernambuco","Jurema",,"BRA.17.94_1",,,"BRPE2608404","2608404",-8.75797844,-36.1390226474004,15431,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a5c556d0",2608503,"BR_PE","2608503",3,"Pernambuco","Lagoa de Itaenga",,"BRA.17.96_1","ChIJeymNZRGmqwcR6EictoGNk6Y",,"BRPE2608503","2608503",-7.90716696,-35.2970714878104,21460,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d970c8a2",2608453,"BR_PE","2608453",3,"Pernambuco","Lagoa do Carro",,"BRA.17.95_1","ChIJ3XLNOaajqwcRDBHBcENfP9Q",,"BRPE2608453","2608453",-7.856612685,-35.330956344518,18252,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d084d81f",2608602,"BR_PE","2608602",3,"Pernambuco","Lagoa do Ouro",,"BRA.17.97_1",,,"BRPE2608602","2608602",-9.167669295,-36.4563484639156,13224,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"484fe392",2608701,"BR_PE","2608701",3,"Pernambuco","Lagoa dos Gatos",,"BRA.17.98_1","ChIJzzwYT7-qAAcREUgcnCFWyYs",,"BRPE2608701","2608701",-8.68610764,-35.8958853996463,16318,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"423f2741",2608750,"BR_PE","2608750",3,"Pernambuco","Lagoa Grande",,"BRA.17.99_1",,,"BRPE2608750","2608750",-8.799523355,-40.2367106238592,25849,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"34149439",2608800,"BR_PE","2608800",3,"Pernambuco","Lajedo",,"BRA.17.100_1","ChIJqfBjKjJhBwcRt-8WjBW6ZVY",,"BRPE2608800","2608800",-8.683876995,-36.2804988256603,40589,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4c0a46aa",2608909,"BR_PE","2608909",3,"Pernambuco","Limoeiro",,"BRA.17.101_1","ChIJrcHES1O8qwcRLEaPCU5Bz-o",,"BRPE2608909","2608909",-7.83804798,-35.4515840046917,56198,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6bd807d1",2609006,"BR_PE","2609006",3,"Pernambuco","Macaparana",,"BRA.17.102_1","ChIJy51fG5aJqwcR1MnJOBphz7w",,"BRPE2609006","2609006",-7.53106594,-35.4510530088659,25472,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f3133c5c",2609105,"BR_PE","2609105",3,"Pernambuco","Machados",,"BRA.17.103_1",,,"BRPE2609105","2609105",-7.70130849,-35.4959445431984,16321,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f963f88f",2609154,"BR_PE","2609154",3,"Pernambuco","Manari",,"BRA.17.104_1",,,"BRPE2609154","2609154",-8.90337849,-37.547900794262,21776,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"8652b293",2609204,"BR_PE","2609204",3,"Pernambuco","Maraial",,"BRA.17.105_1",,,"BRPE2609204","2609204",-8.828068255,-35.7734859489307,11220,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"19f44d07",2609303,"BR_PE","2609303",3,"Pernambuco","Mirandiba",,"BRA.17.106_1",,,"BRPE2609303","2609303",-8.163576605,-38.73322684006,15470,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d6febc6a",2614303,"BR_PE","2614303",3,"Pernambuco","Moreilândia",,"BRA.17.159_1",,,"BRPE2614303","2614303",-7.58463502,-39.4645670214091,11270,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6bbc6b14",2609402,"BR_PE","2609402",3,"Pernambuco","Moreno",,"BRA.17.107_1","ChIJh_bTGmz-qgcRTqUqsh_3idg",,"BRPE2609402","2609402",-8.15169859,-35.1577401323116,63294,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f3775099",2609501,"BR_PE","2609501",3,"Pernambuco","Nazaré da Mata",,"BRA.17.108_1","ChIJiw8g3BV2qwcRUXlLK8rUs40",,"BRPE2609501","2609501",-7.73651552,-35.2302457445334,32573,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"8636de56",2609600,"BR_PE","2609600",3,"Pernambuco","Olinda",,"BRA.17.109_1","ChIJ6T9aEPgXqwcRktXgKT7diIk",,"BRPE2609600","2609600",-7.99930596,-34.8714501369106,393115,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"fe280cc5",2609709,"BR_PE","2609709",3,"Pernambuco","Orobó",,"BRA.17.110_1","ChIJIzk5jWLrqwcReGVL62NVHcQ",,"BRPE2609709","2609709",-7.713690995,-35.6078362094826,23935,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"82737b6e",2609808,"BR_PE","2609808",3,"Pernambuco","Orocó",,,,,"BRPE2609808","2609808",-8.6147294,-39.6036682,15152,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"130e0cc8",2609907,"BR_PE","2609907",3,"Pernambuco","Ouricuri",,"BRA.17.111_1","ChIJmzLILbrunwcRvm68rNZAvvw",,"BRPE2609907","2609907",-7.9505229,-40.2275796124731,69969,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c5be00c7",2610004,"BR_PE","2610004",3,"Pernambuco","Palmares",,"BRA.17.112_1","ChIJEaKPXgqgAAcRnsR6fsrRPFU",,"BRPE2610004","2610004",-8.66385841,-35.6076477040335,63500,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"5a18ff53",2610103,"BR_PE","2610103",3,"Pernambuco","Palmeirina",,"BRA.17.113_1",,,"BRPE2610103","2610103",-8.99355316,-36.3108087521103,7600,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"2f59719c",2610202,"BR_PE","2610202",3,"Pernambuco","Panelas",,"BRA.17.114_1",,,"BRPE2610202","2610202",-8.65784788,-36.0703076103097,26456,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"b7924a11",2610301,"BR_PE","2610301",3,"Pernambuco","Paranatama",,"BRA.17.115_1",,,"BRPE2610301","2610301",-8.89594269,-36.7353497788503,11566,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c5da6c02",2610400,"BR_PE","2610400",3,"Pernambuco","Parnamirim",,"BRA.17.116_1",,,"BRPE2610400","2610400",-8.16365719,-39.7221746434762,22106,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"bdc4be91",2610509,"BR_PE","2610509",3,"Pernambuco","Passira",,"BRA.17.117_1","ChIJa0cyDhPIqwcRGMXM2Wbnsc8",,"BRPE2610509","2610509",-8.01190567,-35.5350040547541,28894,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"c885305e",2610608,"BR_PE","2610608",3,"Pernambuco","Paudalho",,"BRA.17.118_1","ChIJn9X3_OwLqwcRvehQ5YLCVoc",,"BRPE2610608","2610608",-7.88562298,-35.1578326601404,56933,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"59f847f8",2610707,"BR_PE","2610707",3,"Pernambuco","Paulista",,"BRA.17.119_1","ChIJgyYMKyMUqwcR7-vs6cnuHPc",,"BRPE2610707","2610707",-7.912361145,-34.8493395339889,334376,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"25a33053",2610806,"BR_PE","2610806",3,"Pernambuco","Pedra",,"BRA.17.120_1",,,"BRPE2610806","2610806",-8.63821554,-36.9277813258128,22668,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"bd680bde",2610905,"BR_PE","2610905",3,"Pernambuco","Pesqueira",,"BRA.17.121_1","ChIJ1zwXS6kvqAcRQlzk01Ec438",,"BRPE2610905","2610905",-8.427678585,-36.64842288996,67735,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"9461c297",2611002,"BR_PE","2611002",3,"Pernambuco","Petrolândia",,"BRA.17.122_1","ChIJoa1MjA4NCQcRrGNtPoSxAfI",,"BRPE2611002","2611002",-8.911581995,-38.3523890414739,36901,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"0caaf91a",2611101,"BR_PE","2611101",3,"Pernambuco","Petrolina",,"BRA.17.123_1","ChIJ88zM_GZwcwcR9ceJ5IVFHhQ",,"BRPE2611101","2611101",-9.05167627,-40.5196262265229,354317,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"79eb77d5",2611200,"BR_PE","2611200",3,"Pernambuco","Poção",,"BRA.17.124_1",,,"BRPE2611200","2611200",-8.224131105,-36.710730505206,11305,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"01f5a546",2611309,"BR_PE","2611309",3,"Pernambuco","Pombos",,"BRA.17.125_1","ChIJGW6Sv41NqgcRRhjU9RtxaoE",,"BRPE2611309","2611309",-8.192391395,-35.4004257295014,27148,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"73bd8355",2611408,"BR_PE","2611408",3,"Pernambuco","Primavera",,"BRA.17.126_1",,,"BRPE2611408","2611408",-8.346353055,-35.375428696971,15101,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"e2c0f4f3",2611507,"BR_PE","2611507",3,"Pernambuco","Quipapá",,"BRA.17.127_1",,,"BRPE2611507","2611507",-8.831528665,-36.0365261329626,26175,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"ce806329",2611533,"BR_PE","2611533",3,"Pernambuco","Quixaba",,"BRA.17.128_1",,,"BRPE2611533","2611533",-7.720566035,-37.8569702430165,6805,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"97817a3c",2611606,"BR_PE","2611606",3,"Pernambuco","Recife",,"BRA.17.129_1","ChIJ5UbEiG8ZqwcR1H9EIin1njw",,"BRPE2611606","2611606",-8.0463891,-34.9339082776997,1653461,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"0f4a41b1",2611705,"BR_PE","2611705",3,"Pernambuco","Riacho das Almas",,"BRA.17.130_1","ChIJ1evJcAArqgcRv4XnNCLLQcg",,"BRPE2611705","2611705",-8.09044409,-35.8968917139802,20646,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"7311361a",2611804,"BR_PE","2611804",3,"Pernambuco","Ribeirão",,"BRA.17.131_1","ChIJ_yu9r3ZlqgcRcfetIWwpalY",,"BRPE2611804","2611804",-8.51955032,-35.3505455827655,47616,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"ecb7c98e",2611903,"BR_PE","2611903",3,"Pernambuco","Rio Formoso",,"BRA.17.132_1","ChIJCanKMDB-qgcR_uq6yrVsERE",,"BRPE2611903","2611903",-8.66347313,-35.2321777691519,23628,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"68da0c55",2612000,"BR_PE","2612000",3,"Pernambuco","Sairé",,"BRA.17.133_1",,,"BRPE2612000","2612000",-8.298166275,-35.6917349109677,9764,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"10c4dec6",2612109,"BR_PE","2612109",3,"Pernambuco","Salgadinho",,"BRA.17.134_1",,,"BRPE2612109","2612109",-7.91122389,-35.5984638172533,11068,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"65855009",2612208,"BR_PE","2612208",3,"Pernambuco","Salgueiro",,"BRA.17.135_1","ChIJ83ZAxq6WoAcRGhTGZgBFsZA",,"BRPE2612208","2612208",-8.072947025,-39.1726122598625,61249,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f4f827af",2612307,"BR_PE","2612307",3,"Pernambuco","Saloá",,"BRA.17.137_1",,,"BRPE2612307","2612307",-8.99457264,-36.7135574659237,15862,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"86b001bc",2612406,"BR_PE","2612406",3,"Pernambuco","Sanharó",,"BRA.17.138_1","ChIJ-wSq71zMqQcRn1htQ7B4olk",,"BRPE2612406","2612406",-8.368239405,-36.5556702270974,26890,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"62cea443",2612455,"BR_PE","2612455",3,"Pernambuco","Santa Cruz",,"BRA.17.141_1",,,"BRPE2612455","2612455",-8.28191042,-40.3074159787716,15558,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"579502d8",2612471,"BR_PE","2612471",3,"Pernambuco","Santa Cruz da Baixa Verde",,"BRA.17.139_1",,,"BRPE2612471","2612471",-7.84154749,-38.1765004802035,12650,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"1e7b3a31",2612505,"BR_PE","2612505",3,"Pernambuco","Santa Cruz do Capibaribe",,"BRA.17.140_1","ChIJ6b91VAoNqQcRN0EbQYV4qDM",,"BRPE2612505","2612505",-7.88896847,-36.3385915800215,109897,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"140bfee2",2612554,"BR_PE","2612554",3,"Pernambuco","Santa Filomena",,"BRA.17.142_1",,,"BRPE2612554","2612554",-8.21208191,-40.5718997445604,14562,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6b3ab4fe",2612604,"BR_PE","2612604",3,"Pernambuco","Santa Maria da Boa Vista",,"BRA.17.143_1","ChIJ2bGAxXsoCwcRAuMY5tQtNQY",,"BRPE2612604","2612604",-8.693065645,-39.8798845490983,42100,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"f49c4b6a",2612703,"BR_PE","2612703",3,"Pernambuco","Santa Maria do Cambucá",,"BRA.17.144_1",,,"BRPE2612703","2612703",-7.817114115,-35.8855464781684,14223,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"88c73cc1",2612802,"BR_PE","2612802",3,"Pernambuco","Santa Terezinha",,"BRA.17.145_1",,,"BRPE2612802","2612802",-7.448525195,-37.4407270640557,11865,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"100c074c",2612901,"BR_PE","2612901",3,"Pernambuco","São Benedito do Sul",,"BRA.17.146_1",,,"BRPE2612901","2612901",-8.813169,-35.90136313064,16069,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"debde302",2613008,"BR_PE","2613008",3,"Pernambuco","São Bento do Una",,"BRA.17.147_1","ChIJF2JSmqDXqQcR-xCvlk0ewc4",,"BRPE2613008","2613008",-8.54140139,-36.4562921811343,60042,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4fc094a4",2613107,"BR_PE","2613107",3,"Pernambuco","São Caitano",,"BRA.17.148_1","ChIJab6Ge8PsqQcRDzXkyBC_Ljs",,"BRPE2613107","2613107",-8.33390808,-36.1394761525634,37368,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3a811a6b",2613206,"BR_PE","2613206",3,"Pernambuco","São João",,"BRA.17.150_1","ChIJeVeuKq5sBwcRR1wwi01dEV0",,"BRPE2613206","2613206",-7.524715425,-37.2686325262442,22899,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a24a21e6",2613305,"BR_PE","2613305",3,"Pernambuco","São Joaquim do Monte",,"BRA.17.151_1",,,"BRPE2613305","2613305",-8.479436395,-35.8626612831328,21398,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"d00207f5",2613404,"BR_PE","2613404",3,"Pernambuco","São José da Coroa Grande",,"BRA.17.152_1","ChIJ2wQfAEBjAAcRzyD1bH9seSA",,"BRPE2613404","2613404",-8.869999885,-35.1897615411414,21586,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4fa4f861",2613503,"BR_PE","2613503",3,"Pernambuco","São José do Belmonte",,"BRA.17.149_1","ChIJA1mYKsPRoAcRASQnv4NB69M",,"BRPE2613503","2613503",-7.87642598,-38.7672267376425,34021,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3ae576ae",2613602,"BR_PE","2613602",3,"Pernambuco","São José do Egito",,,"ChIJLwHb1u2mqAcREBew4v622sE",,"BRPE2613602","2613602",-7.469447,-37.273974,34056,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a22e4d23",2613701,"BR_PE","2613701",3,"Pernambuco","São Lourenço da Mata",,"BRA.17.153_1","ChIJiW3Fp0oEqwcRYwOx9AQWPsY",,"BRPE2613701","2613701",-8.01807451,-35.1136404432321,114079,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"de753a88",2613800,"BR_PE","2613800",3,"Pernambuco","São Vicente Férrer",,"BRA.17.154_1",,,"BRPE2613800","2613800",-7.60084009,-35.4868559664929,18085,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a66be81b",2613909,"BR_PE","2613909",3,"Pernambuco","Serra Talhada",,"BRA.17.155_1","ChIJg4OXcEcWpwcRQXNebFjrtyE",,"BRPE2613909","2613909",-8.073049545,-38.3478663847738,86915,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a4d2f6bc",2614006,"BR_PE","2614006",3,"Pernambuco","Serrita",,"BRA.17.156_1",,,"BRPE2614006","2614006",-7.801596405,-39.3570376310173,19196,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3c19cd31",2614105,"BR_PE","2614105",3,"Pernambuco","Sertânia",,"BRA.17.157_1","ChIJ4cA5y5F3qAcRFmPm1EhmCNg",,"BRPE2614105","2614105",-8.19950676,-37.3256263620089,36050,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"495843fe",2614204,"BR_PE","2614204",3,"Pernambuco","Sirinhaém",,"BRA.17.158_1","ChIJpxY6Fz6GqgcRI3_pU_cICDM",,"BRPE2614204","2614204",-8.581274035,-35.1727416588819,46361,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a4b69a79",2614402,"BR_PE","2614402",3,"Pernambuco","Solidão",,"BRA.17.136_1",,,"BRPE2614402","2614402",-7.58082914,-37.6563206956813,6021,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3c7da1f4",2614501,"BR_PE","2614501",3,"Pernambuco","Surubim",,"BRA.17.160_1","ChIJ_fkSr1vbqwcRzGl_7Ge-BDs",,"BRPE2614501","2614501",-7.88962221,-35.7525182810802,65647,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"493c2f3b",2614600,"BR_PE","2614600",3,"Pernambuco","Tabira",,"BRA.17.161_1","ChIJnZSxpxsWpgcRvQDZLpYoZsM",,"BRPE2614600","2614600",-7.57022047,-37.5147758822283,28704,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"3122fda8",2614709,"BR_PE","2614709",3,"Pernambuco","Tacaimbó",,"BRA.17.162_1",,,"BRPE2614709","2614709",-8.340922355,-36.2768551534027,12859,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"4d798a03",2614808,"BR_PE","2614808",3,"Pernambuco","Tacaratu",,"BRA.17.163_1",,,"BRPE2614808","2614808",-8.911581995,-38.1091746669584,26106,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"a0b163d7",2614857,"BR_PE","2614857",3,"Pernambuco","Tamandaré",,"BRA.17.164_1","ChIJraZ7Y9R_AAcRDIWtfkSrSF8",,"BRPE2614857","2614857",-8.74527788,-35.2130871622143,23623,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
"6c046556",2615003,"BR_PE","2615003",3,"Pernambuco","Taquaritinga do Norte",,"BRA.17.166_1","ChIJd6VQ0QZwqQcRpPNZrmV6ljs",,"BRPE2615003","2615003",-7.88241148,-36.1319134362216,29127,"Wesley Cota (2020)","https://github.com/wcota/covid19br"
