"id","id_github.minciencia.datoscovid19","administrative_area_level","administrative_area_level_2","administrative_area_level_3","key_gadm","key_google_mobility","key_jhu_csse","key_local","latitude","longitude","population"
"f7b4451a","7104",3,"Maule","Empedrado","CHL.12.4.3_1",,"CLML08","07104",-35.5284252166748,-72.334236580961,4206
"1d533441","7302",3,"Maule","Hualane","CHL.12.2.2_1",,"CLML09","07302",-34.9617080688476,-71.6829440303403,10222
"6a5404d7","7303",3,"Maule","Licanten","CHL.12.2.3_1",,"CLML10","07303",-34.9495391845703,-72.1182615484439,6989
"8115737e","7401",3,"Maule","Linares","CHL.12.3.2_1",,"CLML11","07401",-35.8927803039551,-71.2274377742858,101073
"6f1b1252","7403",3,"Maule","Longavi","CHL.12.3.3_1",,"CLML12","07403",-35.9762287139893,-71.4992210849651,32810
"80b3758c","7105",3,"Maule","Maule","CHL.12.4.4_1",,"CLML13","07105",-35.4529151916504,-71.6557244163247,60000
"f4309174","7304",3,"Maule","Molina","CHL.12.2.4_1",,"CLML14","07304",-35.3327732086182,-70.9236819131167,49800
"f17f87f1","7404",3,"Maule","Parral","CHL.12.3.4_1",,"CLML15","07404",-36.1548156738281,-71.625547529323,44544
"19ba2436","7106",3,"Maule","Pelarco","CHL.12.4.5.1_0",,"CLML16","07106",-35.38,-71.35,9083
"6b966ee0","7203",3,"Maule","Pelluhue","CHL.12.1.3_1",,"CLML17","07203",-35.8727779388427,-72.5657617143797,8092
"6ebd14a0","7107",3,"Maule","Pencahue","CHL.12.4.6_1",,"CLML18","07107",-35.2499485015869,-71.8026643048096,8601
"8337a1e2","7305",3,"Maule","Rauco","CHL.12.2.5_1",,"CLML19","07305",-34.934326171875,-71.416174747986,11248
"8678b767","7405",3,"Maule","Retiro","CHL.12.3.5_1",,"CLML20","07405",-35.9200649261474,-71.8633331598815,21071
"fe020931","7108",3,"Maule","Rio Claro","CHL.12.4.7_1",,"CLML21","07108",-35.2700290679931,-71.3065629944178,14753
"1a3ef058","7306",3,"Maule","Romeral","CHL.12.2.6_1",,"CLML22","07306",-35.0894031524658,-70.657199978413,16170
"6d39c0ce","7307",3,"Maule","Sagrada Familia","CHL.12.2.7_1",,"CLML23","07307",-35.109338760376,-71.5367870779495,19469
"890539a7","7109",3,"Maule","San Clemente","CHL.12.4.8_1",,"CLML24","07109",-35.7731914520264,-70.6986493965341,46292
"1f71e6dd","7406",3,"Maule","San Javier","CHL.12.3.6_1",,"CLML25","07406",-35.5494003295898,-71.9453576142367,49451
"e9c2b042","7110",3,"Maule","San Rafael","CHL.12.4.5.2_0",,"CLML26","07110",-35.3,-71.5,9959
"87deb195","7101",3,"Maule","Talca","CHL.12.4.9_1",,"CLML27","07101",-35.3160095214844,-71.5966633284502,236724
"fd86dd5f","7308",3,"Maule","Teno","CHL.12.2.8_1",,"CLML28","07308",-34.8825397491455,-70.9802486219416,30850
"8a81edc9","7309",3,"Maule","Vichuquen","CHL.12.2.9_1",,"CLML29","07309",-34.8268032073975,-72.0047754990086,4381
"6876d64b","7407",3,"Maule","Villa Alegre","CHL.12.3.7_1",,"CLML30","07407",-35.5918197631836,-71.640570117004,17512
"f8c9cbda","7408",3,"Maule","Yerbas Buenas","CHL.12.3.8_1",,"CLML31","07408",-35.6224937438964,-71.5086907617052,19200
"6bf21a53","13502",3,"Metropolitana","Alhue","CHL.14.4.1_1",,"CLRM01","13502",-34.0094604492188,-71.1489892810151,7405
"6a307064","13402",3,"Metropolitana","Buin","CHL.14.3.1_1",,"CLRM02","13402",-33.6912097930908,-70.8865515526104,109641
"1d3740f2","13403",3,"Metropolitana","Calera de Tango","CHL.14.3.2_1",,"CLRM03","13403",-33.5149803161621,-70.9075671315983,28525
"6cfbb28f","13102",3,"Metropolitana","Cerrillos","CHL.14.5.1.32_0",,"CLRM04","13102",-33.5,-70.71,88956
"1bfc8219","13103",3,"Metropolitana","Cerro Navia","CHL.14.5.1.31_0",,"CLRM05","13103",-33.42,-70.74,142465
"f676375b","13301",3,"Metropolitana","Colina","CHL.14.1.1_1",,"CLRM06","13301",-33.1185359954833,-70.6749104458264,180353
"859817ba","13104",3,"Metropolitana","Conchali","CHL.14.5.1.30_0",,"CLRM07","13104",-33.38,-70.68,139195
"1cf52ac5","13503",3,"Metropolitana","Curacavi","CHL.14.4.2_1",,"CLRM08","13503",-33.2579650878906,-71.2227540098343,36430
"f29f272c","13105",3,"Metropolitana","El Bosque","CHL.14.5.1.29_0",,"CLRM10","13105",-33.56,-70.68,172000
"69b4a40a","13602",3,"Metropolitana","El Monte","CHL.14.6.1_1",,"CLRM11","13602",-33.5622386932373,-71.1082969486983,40014
"6b967696","13106",3,"Metropolitana","Estacion Central","CHL.14.5.1.28_0",,"CLRM12","13106",-33.46,-70.7,206792
"1c914600","13107",3,"Metropolitana","Huechuraba","CHL.14.5.1.27_0",,"CLRM13","13107",-33.36,-70.64,112528
"8c2e5b91","13108",3,"Metropolitana","Independencia","CHL.14.5.1.26_0",,"CLRM14","13108",-33.41,-70.66,142065
"1eb3949c","13603",3,"Metropolitana","Isla de Maipo","CHL.14.6.2_1",,"CLRM15","13603",-33.6680755615234,-71.033897283833,40171
"fb296b07","13109",3,"Metropolitana","La Cisterna","CHL.14.5.1.25_0",,"CLRM16","13109",-33.53,-70.66,100434
"9beee2e2","13110",3,"Metropolitana","La Florida","CHL.14.5.1.24_0",,"CLRM17","13110",-33.53,-70.54,402433
"ece9d274","13111",3,"Metropolitana","La Granja","CHL.14.5.1.23_0",,"CLRM18","13111",-33.54,-70.62,122557
"75e083ce","13112",3,"Metropolitana","La Pintana","CHL.14.5.1.22_0",,"CLRM19","13112",-33.59,-70.64,189335
"02e7b358","13113",3,"Metropolitana","La Reina","CHL.14.5.1.21_0",,"CLRM20","13113",-33.45,-70.54,100252
"6f7f66e1","13302",3,"Metropolitana","Lampa","CHL.14.1.2_1",,"CLRM21","13302",-33.214370727539,-70.9595921978687,126898
"9c8326fb","13114",3,"Metropolitana","Las Condes","CHL.14.5.1.20_0",,"CLRM22","13114",-33.42,-70.5,330759
"eb84166d","13115",3,"Metropolitana","Lo Barnechea","CHL.14.5.1.19_0",,"CLRM23","13115",-33.3,-70.37,124076
"728d47d7","13116",3,"Metropolitana","Lo Espejo","CHL.14.5.1.18_0",,"CLRM24","13116",-33.52,-70.69,103865
"058a7741","13117",3,"Metropolitana","Lo Prado","CHL.14.5.1.17_0",,"CLRM25","13117",-33.45,-70.72,104403
"95356ad0","13118",3,"Metropolitana","Macul","CHL.14.5.1.16_0",,"CLRM26","13118",-33.49,-70.6,134635
"e2325a46","13119",3,"Metropolitana","Maipu","CHL.14.5.1.15_0",,"CLRM27","13119",-33.51,-70.81,578605
"8291bf66","13504",3,"Metropolitana","Maria Pinto","CHL.14.4.3_1",,"CLRM28","13504",-33.4146137237549,-71.3014299461762,14926
"f2fb4be9","13501",3,"Metropolitana","Melipilla","CHL.14.4.4_1",,"CLRM29","13501",-33.6680755615234,-71.2510143039428,141612
"b0c3b121","13120",3,"Metropolitana","Nunoa","CHL.14.5.1.14_0",,"CLRM30","13120",-33.46,-70.6,250192
"80d7013f","13604",3,"Metropolitana","Padre Hurtado","CHL.14.3.4.2_0",,"CLRM31","13604",-33.56,-70.87,74188
"8353d551","13404",3,"Metropolitana","Paine","CHL.14.3.3_1",,"CLRM32","13404",-33.8120803833008,-70.7633884732751,82766
"c7c481b7","13121",3,"Metropolitana","Pedro Aguirre Cerda","CHL.14.5.1.13_0",,"CLRM33","13121",-33.49,-70.68,107803
"f7d031a9","13605",3,"Metropolitana","Penaflor","CHL.14.6.3_1",,"CLRM34","13605",-33.4731941223144,-70.9709459053454,101058
"5ecdd00d","13122",3,"Metropolitana","Penalolen","CHL.14.5.1.12_0",,"CLRM35","13122",-33.48,-70.52,266798
"6ebd0cd6","13202",3,"Metropolitana","Pirque","CHL.14.2.1_1",,"CLRM36","13202",-33.6611900329589,-70.6701194737464,30433
"29cae09b","13123",3,"Metropolitana","Providencia","CHL.14.5.1.11_0",,"CLRM37","13123",-33.43,-70.61,157749
"b7ae7538","13124",3,"Metropolitana","Pudahuel","CHL.14.5.1.10_0",,"CLRM38","13124",-33.42,-70.85,253139
"f7b45d6c","13201",3,"Metropolitana","Puente Alto","CHL.14.2.2_1",,"CLRM39","13201",-33.5059795379639,-70.6904452080517,645909
"c0a945ae","13125",3,"Metropolitana","Quilicura","CHL.14.5.1.9_0",,"CLRM40","13125",-33.36,-70.74,254694
"59a01414","13126",3,"Metropolitana","Quinta Normal","CHL.14.5.1.8_0",,"CLRM41","13126",-33.43,-70.7,136368
"2ea72482","13127",3,"Metropolitana","Recoleta","CHL.14.5.1.7_0",,"CLRM42","13127",-33.41,-70.64,190075
"be183913","13128",3,"Metropolitana","Renca","CHL.14.5.1.6_0",,"CLRM43","13128",-33.4,-70.73,160847
"f33921de","13401",3,"Metropolitana","San Bernardo","CHL.14.3.4.1_0",,"CLRM44","13401",-33.63,-70.72,334836
"c91f0985","13129",3,"Metropolitana","San Joaquin","CHL.14.5.1.5_0",,"CLRM45","13129",-33.5,-70.63,103485
"19ba3c40","13203",3,"Metropolitana","San Jose de Maipo","CHL.14.2.3_1",,"CLRM46","13203",-33.7010231018066,-70.2269149305386,18644
"a9d88060","13130",3,"Metropolitana","San Miguel","CHL.14.5.1.4_0",,"CLRM47","13130",-33.5,-70.65,133059
"f5968ff0","13505",3,"Metropolitana","San Pedro","CHL.14.4.5_1",,"CLRM48","13505",-33.9103450775146,-71.4516477172376,11953
"dedfb0f6","13131",3,"Metropolitana","San Ramon","CHL.14.5.1.3_0",,"CLRM49","13131",-33.54,-70.64,86510
"f5f2e335","13101",3,"Metropolitana","Santiago","CHL.14.5.1.1_0",,"CLRM50","13101",-33.45,-70.66,503147
"f0bdf5b0","13601",3,"Metropolitana","Talagante","CHL.14.6.4_1",,"CLRM51","13601",-33.5711650848388,-70.9841683975637,81838
"18785677","13303",3,"Metropolitana","Tiltil","CHL.14.1.3_1",,"CLRM52","13303",-33.032974243164,-70.9222102948542,21477
"47d6e14c","13132",3,"Metropolitana","Vitacura","CHL.14.5.1.2_0",,"CLRM53","13132",-33.38,-70.57,96774
"5b2542bd","16102",3,"Ñuble","Bulnes","CHL.13.1.1.1_0",,"CLNB01","16102",-36.79,-72.29,22607
"c22c1307","16101",3,"Ñuble","Chillan","CHL.13.1.2_1",,"CLNB02","16101",-36.5497398376464,-72.0798911247724,198624
"2c22722b","16103",3,"Ñuble","Chillan Viejo","CHL.13.1.1.2_0",,"CLNB03","16103",-36.68,-72.2,33827
"5963fce4","16202",3,"Ñuble","Cobquecura","CHL.13.2.1_1",,"CLNB04","16202",-36.1194458007812,-72.7081434500478,5275
"2e64cc72","16203",3,"Ñuble","Coelemu","CHL.13.2.2_1",,"CLNB05","16203",-36.4468994140625,-72.6239866900309,16845
"58a196d3","16302",3,"Ñuble","Coihueco","CHL.13.3.1_1",,"CLNB06","16302",-36.7196159362793,-71.4451285723863,28375
"b246e788","16104",3,"Ñuble","El Carmen","CHL.13.1.3_1",,"CLNB08","16104",-37.0072612762451,-71.7899062586128,12334
"b00059d1","16204",3,"Ñuble","Ninhue","CHL.13.2.3_1",,"CLNB09","16204",-36.2559204101563,-72.3103347691965,5414
"2fa6a645","16303",3,"Ñuble","Niquen","CHL.13.3.2_1",,"CLNB10","16303",-36.2290592193603,-71.7708887787082,11567
"c541d71e","16105",3,"Ñuble","Pemuco","CHL.13.1.4_1",,"CLNB11","16105",-37.0501308441162,-72.1135383567788,8639
"5c4886a4","16106",3,"Ñuble","Pinto","CHL.13.1.5_1",,"CLNB12","16106",-36.8809452056885,-71.5567901766223,11880
"c7076947","16205",3,"Ñuble","Portezuelo","CHL.13.2.4_1",,"CLNB13","16205",-36.4333744049072,-72.3253825518673,4940
"2b4fb632","16107",3,"Ñuble","Quillon","CHL.13.1.6_1",,"CLNB14","16107",-36.8089656829834,-72.4413460431846,18777
"c06aad5e","16201",3,"Ñuble","Quirihue","CHL.13.2.5_1",,"CLNB15","16201",-36.1664447784423,-72.5210111797859,12192
"5e0e38fd","16206",3,"Ñuble","Ranquil","CHL.13.2.6_1",,"CLNB16","16206",-36.6369647979736,-72.4866283520659,6261
"c1a8c769","16301",3,"Ñuble","San Carlos","CHL.13.3.3_1",,"CLNB17","16301",-36.2701435089111,-71.936260698041,56252
"b1c233e6","16304",3,"Ñuble","San Fabian","CHL.13.3.4_1",,"CLNB18","16304",-36.6274261474609,-71.1567952951782,4654
"bbf0aba3","16108",3,"Ñuble","San Ignacio","CHL.13.1.7_1",,"CLNB19","16108",-36.8182353973388,-71.8482837785329,16624
"c6c50370","16305",3,"Ñuble","San Nicolas","CHL.13.3.5_1",,"CLNB20","16305",-36.3546295166015,-72.025050995098,12172
"2909086b","16207",3,"Ñuble","Treguaco","CHL.13.2.7_1",,"CLNB21","16207",-36.3287353515625,-72.5675924803387,5696
"ccf79b35","16109",3,"Ñuble","Yungay","CHL.13.1.8_1",,"CLNB22","16109",-37.1537437438964,-71.7953904956469,18596
"a5ef5324","6302",3,"O'Higgins","Chepica","CHL.8.3.1_1",,"CLLI01","06302",-34.7640953063964,-71.4346627851119,15925
"d2e863b2","6303",3,"O'Higgins","Chimbarongo","CHL.8.3.2_1",,"CLLI02","06303",-34.7304439544678,-70.9421805854781,37696
"a66b874a","6102",3,"O'Higgins","Codegua","CHL.8.1.1_1",,"CLLI03","06102",-34.0570449829101,-70.4901170257739,14096
"d16cb7dc","6103",3,"O'Higgins","Coinco","CHL.8.1.2_1",,"CLLI04","06103",-34.2861557006835,-71.0043355844902,7831
"4f08227f","6104",3,"O'Higgins","Coltauco","CHL.8.1.3_1",,"CLLI05","06104",-34.2726898193359,-71.1247616011183,21263
"380f12e9","6105",3,"O'Higgins","Donihue","CHL.8.1.4_1",,"CLLI07","06105",-34.1642055511474,-71.0176391659982,22700
"a1064353","6106",3,"O'Higgins","Graneros","CHL.8.1.5_1",,"CLLI08","06106",-34.035530090332,-70.8680009161606,36504
"a42d3913","6202",3,"O'Higgins","La Estrella","CHL.8.2.1_1",,"CLLI09","06202",-34.2313289642333,-71.6349229375973,3114
"d60173c5","6107",3,"O'Higgins","Las Cabras","CHL.8.1.6_1",,"CLLI10","06107",-34.1968307495117,-71.3342756767709,26749
"d32a0985","6203",3,"O'Higgins","Litueche","CHL.8.2.2_1",,"CLLI11","06203",-34.1298999786377,-71.7808095406953,6765
"4c8cf611","6304",3,"O'Higgins","Lolol","CHL.8.3.3_1",,"CLLI12","06304",-34.7488594055176,-71.7081481967673,7289
"46be6e54","6108",3,"O'Higgins","Machali","CHL.8.1.7_1",,"CLLI13","06108",-34.3706550598144,-70.3048531397945,59913
"31b95ec2","6109",3,"O'Higgins","Malloa","CHL.8.1.8_1",,"CLLI14","06109",-34.4729652404785,-71.0120523259523,14163
"4d4e9c26","6204",3,"O'Higgins","Marchihue","CHL.8.2.3_1",,"CLLI15","06204",-34.3592948913574,-71.6849607011826,7632
"517ed727","6110",3,"O'Higgins","Mostazal","CHL.8.1.9_1",,"CLLI16","06110",-33.9482936859131,-70.6710771731476,27462
"3b8bc687","6305",3,"O'Higgins","Nancagua","CHL.8.3.4_1",,"CLLI17","06305",-34.6254959106444,-71.1889191903691,19141
"3a49acb0","6205",3,"O'Higgins","Navidad","CHL.8.2.4_1",,"CLLI18","06205",-34.0044994354248,-71.7993789693927,6904
"2679e7b1","6111",3,"O'Higgins","Olivar","CHL.8.1.10_1",,"CLLI19","06111",-34.1416339874267,-70.9351546381124,14624
"a282973d","6306",3,"O'Higgins","Palmilla","CHL.8.3.5_1",,"CLLI20","06306",-34.5332641601562,-71.3870092255132,13299
"a340fd0a","6206",3,"O'Higgins","Paredones","CHL.8.2.5_1",,"CLLI21","06206",-34.6694240570068,-71.9536945391407,6349
"d585a7ab","6307",3,"O'Higgins","Peralillo","CHL.8.3.6_1",,"CLLI22","06307",-34.4760990142822,-71.5229876364058,11848
"bf70b60b","6112",3,"O'Higgins","Peumo","CHL.8.1.11_1",,"CLLI23","06112",-34.3714790344238,-71.2991767004796,14952
"c877869d","6113",3,"O'Higgins","Pichidegua","CHL.8.1.12_1",,"CLLI24","06113",-34.3835105895996,-71.433989388417,20743
"3d2468a9","6201",3,"O'Higgins","Pichilemu","CHL.8.2.6_1",,"CLLI25","06201",-34.3320484161377,-71.9312084241844,17882
"453aba3a","6308",3,"O'Higgins","Placilla","CHL.8.3.7_1",,"CLLI26","06308",-34.6038990020752,-71.0472785225739,9164
"323d8aac","6309",3,"O'Higgins","Pumanque","CHL.8.3.8_1",,"CLLI27","06309",-34.5650043487548,-71.7104959560159,3531
"5613133e","6114",3,"O'Higgins","Quinta de Tilcoco","CHL.8.1.13_1",,"CLLI28","06114",-34.3999996185302,-71.084717671778,13877
"3f62d6f0","6101",3,"O'Higgins","Rancagua","CHL.8.1.14_1",,"CLLI29","06101",-34.0384540557861,-70.9540472009228,265211
"211423a8","6115",3,"O'Higgins","Rengo","CHL.8.1.15_1",,"CLLI30","06115",-34.4548549652099,-70.8635619004503,63710
"b81d7212","6116",3,"O'Higgins","Requinoa","CHL.8.1.16_1",,"CLLI31","06116",-34.31369972229,-70.7720467362037,30371
"3ce6029e","6301",3,"O'Higgins","San Fernando","CHL.8.3.9_1",,"CLLI32","06301",-34.7380714416504,-70.5481814548876,78642
"cf1a4284","6117",3,"O'Higgins","San Vicente","CHL.8.1.17_1",,"CLLI33","06117",-34.4798202514648,-71.1613108046894,50617
"52fa0349","6310",3,"O'Higgins","Santa Cruz","CHL.8.3.10_1",,"CLLI34","06310",-34.6218490600586,-71.4023703348892,41096
"4bd64b7c","1107",3,"Tarapacá","Alto Hospicio","CHL.15.1.4.2_0",,"CLTA01","01107",-20.19,-70.01,129999
"3d777d18","1402",3,"Tarapacá","Camina","CHL.15.1.1_1",,"CLTA02","01402",-19.219199180603,-69.4361501838933,1375
"4a704d8e","1403",3,"Tarapacá","Colchane","CHL.15.1.2_1",,"CLTA03","01403",-19.3291244506836,-68.6882796388248,1583
"d414d82d","1404",3,"Tarapacá","Huara","CHL.15.1.3_1",,"CLTA05","01404",-19.4523601531982,-69.9775445441609,3000
"a2b5ee49","1101",3,"Tarapacá","Iquique","CHL.15.1.4.1_0",,"CLTA06","01101",-20.92,-70.05,223463
"a313e8bb","1405",3,"Tarapacá","Pica","CHL.15.1.5_1",,"CLTA07","01405",-20.4195899963379,-69.1298676498219,5958
"a47e2ca2","1401",3,"Tarapacá","Pozo Almonte","CHL.15.1.6_1",,"CLTA08","01401",-20.7310447692871,-69.7678503418941,17395
"b1913e21","5602",3,"Valparaíso","Algarrobo","CHL.16.5.1_1",,"CLVS01","05602",-33.2884712219238,-71.6202054702943,15174
"b215ea4f","5402",3,"Valparaíso","Cabildo","CHL.16.3.1_1",,"CLVS02","05402",-32.3614997863769,-70.9385488629199,20663
"b3d78078","5502",3,"Valparaíso","Calera","CHL.16.4.1_1",,"CLVS03","05502",-32.6456146240234,-71.149984551479,53591
"b75afcca","5302",3,"Valparaíso","Calle Larga","CHL.16.2.1_1",,"CLVS04","05302",-32.896635055542,-70.5542456142519,16482
"c6960eb7","5603",3,"Valparaíso","Cartagena","CHL.16.5.2_1",,"CLVS05","05603",-33.4529590606689,-71.4997397163799,25357
"b4de28a4","5102",3,"Valparaíso","Casablanca","CHL.16.7.1_1",,"CLVS06","05102",-33.2550849914551,-71.466218465732,29170
"b0535416","5702",3,"Valparaíso","Catemu","CHL.16.6.1_1",,"CLVS07","05702",-32.6099395751953,-70.9460603364246,15213
"c3d91832","5103",3,"Valparaíso","Concon","CHL.16.7.3.2_0",,"CLVS08","05103",-32.95,-71.47,45889
"58f29b14","5604",3,"Valparaíso","El Quisco","CHL.16.5.3_1",,"CLVS10","05604",-33.3968048095703,-71.6750427490887,17742
"2ff5ab82","5605",3,"Valparaíso","El Tabo","CHL.16.5.4_1",,"CLVS11","05605",-33.448055267334,-71.6220177238017,14338
"c4d0b0ee","5503",3,"Valparaíso","Hijuelas","CHL.16.4.2_1",,"CLVS12","05503",-32.7896690368652,-71.0565074460992,19099
"2f91c747","5201",3,"Valparaíso","Isla de Pascua","CHL.16.1.1.1_0",,"CLVS13","05201",-27.1262054443359,-109.349824223205,8277
"5dbd8d91","5104",3,"Valparaíso","Juan Fernandez","CHL.16.1.1.2_0",,"CLVS14","05104",-33.35,-79.87,1033
"5ab4254d","5504",3,"Valparaíso","La Cruz","CHL.16.4.3_1",,"CLVS15","05504",-32.6929683685303,-71.2347110215982,25321
"2b1cbbf5","5401",3,"Valparaíso","La Ligua","CHL.16.3.2_1",,"CLVS16","05401",-32.267219543457,-71.3172488180446,37739
"bb0f132b","5802",3,"Valparaíso","Limache","CHL.16.4.4_1",,"CLVS17","05802",-32.8822193145752,-71.3039632671,49931
"c7546480","5703",3,"Valparaíso","Llaillay","CHL.16.6.2_1",,"CLVS18","05703",-32.8302097320557,-70.880546825824,26533
"2e53ad70","5301",3,"Valparaíso","Los Andes","CHL.16.2.2_1",,"CLVS19","05301",-32.8842086791992,-70.2622497032216,68093
"b4ba4461","5506",3,"Valparaíso","Nogales","CHL.16.4.5_1",,"CLVS20","05506",-32.5674209594727,-71.1899999715893,23490
"cc0823bd","5803",3,"Valparaíso","Olmue","CHL.16.4.6_1",,"CLVS21","05803",-32.9293441772461,-71.1320059621962,19266
"5930f123","5704",3,"Valparaíso","Panquehue","CHL.16.6.3_1",,"CLVS22","05704",-32.6626110076904,-70.8109414866236,7633
"c512dad9","5403",3,"Valparaíso","Papudo","CHL.16.3.3_1",,"CLVS23","05403",-32.400972366333,-71.3696808497889,6201
"5b764f7a","5404",3,"Valparaíso","Petorca","CHL.16.3.4_1",,"CLVS24","05404",-32.1367092132568,-70.8174323890559,10558
"2ababd07","5105",3,"Valparaíso","Puchuncavi","CHL.16.7.2_1",,"CLVS25","05105",-32.6504135131835,-71.3476427978721,20071
"2e37c1b5","5705",3,"Valparaíso","Putaendo","CHL.16.6.4_1",,"CLVS26","05705",-32.3897743225097,-70.5348319326566,17645
"2aded1c2","5501",3,"Valparaíso","Quillota","CHL.16.4.7_1",,"CLVS27","05501",-32.8088302612304,-71.1920894489644,97572
"22064291","5801",3,"Valparaíso","Quilpue","CHL.16.7.3.1_0",,"CLVS28","05801",-33.15,-71.25,167085
"c4b4dc2b","5107",3,"Valparaíso","Quintero","CHL.16.7.4_1",,"CLVS29","05107",-32.7888145446777,-71.444708477367,36135
"c05dcc5c","5303",3,"Valparaíso","Rinconada","CHL.16.2.3_1",,"CLVS30","05303",-32.8239192962647,-70.7144612930196,11263
"28986f9b","5601",3,"Valparaíso","San Antonio","CHL.16.5.5_1",,"CLVS31","05601",-33.6053752899169,-71.5188934591817,96761
"5e3959ff","5304",3,"Valparaíso","San Esteban","CHL.16.2.4_1",,"CLVS32","05304",-32.5818576812744,-70.3841051069762,20643
"295a05ac","5701",3,"Valparaíso","San Felipe","CHL.16.6.5_1",,"CLVS33","05701",-32.5979557037353,-70.7878322718751,83494
"b73e900f","5706",3,"Valparaíso","Santa Maria","CHL.16.6.6_1",,"CLVS34","05706",-32.5908050537109,-70.6628743770157,16367
"b6fcfa38","5606",3,"Valparaíso","Santo Domingo","CHL.16.5.6_1",,"CLVS35","05606",-33.783332824707,-71.6705146127192,11934
"2dd7791e","5101",3,"Valparaíso","Valparaiso","CHL.16.7.5_1",,"CLVS36","05101",-33.0883331298828,-71.5558764440871,315732
"526cb61e","5804",3,"Valparaíso","Villa Alemana","CHL.16.7.6_1",,"CLVS37","05804",-32.9521541595459,-71.347402199511,139310
"230cf12c","5109",3,"Valparaíso","Vina del Mar","CHL.16.7.7_1",,"CLVS38","05109",-32.9280567169189,-71.4995578927822,361371
"2c717fec","5405",3,"Valparaíso","Zapallar","CHL.16.3.5_1",,"CLVS39","05405",-32.5149974822998,-71.3870987352234,7994
