"id","date","confirmed","recovered","deaths"
1,2020-01-23,,,
1,2020-01-24,,,
1,2020-01-25,,,
1,2020-01-26,,,
1,2020-01-27,,,
1,2020-01-28,,,
1,2020-01-29,,,
1,2020-01-30,,,
1,2020-01-31,4,,
1,2020-02-01,,,
1,2020-02-02,,,
1,2020-02-03,,,
1,2020-02-04,,,
1,2020-02-05,,,
1,2020-02-06,,,
1,2020-02-07,,,
1,2020-02-08,7,,
1,2020-02-09,,,
1,2020-02-10,,,
1,2020-02-11,,,
1,2020-02-12,,,
1,2020-02-13,,,
1,2020-02-14,,,
1,2020-02-15,,,
1,2020-02-16,8,,
1,2020-02-17,,,
1,2020-02-18,,,
1,2020-02-19,,,
1,2020-02-20,,,
1,2020-02-21,9,,
1,2020-02-22,,,
1,2020-02-23,,,
1,2020-02-24,10,,
1,2020-02-25,11,,
1,2020-02-26,12,,
1,2020-02-27,13,,
1,2020-02-28,,,
1,2020-02-29,15,,
1,2020-03-01,24,,
1,2020-03-02,,,
1,2020-03-03,33,,
1,2020-03-04,,,
1,2020-03-05,45,,
1,2020-03-06,51,,
1,2020-03-07,57,,
1,2020-03-08,62,,1
1,2020-03-09,77,,1
1,2020-03-10,,,
1,2020-03-11,103,,1
1,2020-03-12,138,,1
1,2020-03-13,176,,1
1,2020-03-14,193,,1
1,2020-03-15,249,,1
1,2020-03-16,324,,4
1,2020-03-17,424,,7
1,2020-03-18,569,,8
1,2020-03-19,846,,10
1,2020-03-20,971,,11
1,2020-03-21,1302,,15
1,2020-03-22,1430,,15
1,2020-03-23,1646,,18
1,2020-03-24,1959,,19
1,2020-03-25,3385,,22
1,2020-03-26,4018,230,24
1,2020-03-27,4675,256,35
1,2020-03-28,5386,502,41
1,2020-03-29,6255,522,42
1,2020-03-30,7424,1068,56
1,2020-03-31,8536,1254,63
1,2020-04-01,9595,1553,72
1,2020-04-02,11268,1983,138
1,2020-04-03,12519,,187
1,2020-04-04,13882,,231
1,2020-04-05,15496,2335,280
1,2020-04-06,16653,3616,323
1,2020-04-07,17883,,379
1,2020-04-08,19274,,434
1,2020-04-09,20748,,508
1,2020-04-10,22133,,568
1,2020-04-11,23301,,652
1,2020-04-12,24365,,716
1,2020-04-13,25663,,779
1,2020-04-14,27046,,902
1,2020-04-15,28364,,1009
1,2020-04-16,30081,,1191
1,2020-04-17,31872,,1306
1,2020-04-18,33340,11178,1464
1,2020-04-19,34776,11786,1577
1,2020-04-20,36822,12585,1687
1,2020-04-21,38412,13188,1831
1,2020-04-22,40179,13986,1971
1,2020-04-23,42099,14761,2143
1,2020-04-24,43877,15541,2299
1,2020-04-25,45341,16425,2461
1,2020-04-26,46884,17321,2555
1,2020-04-27,48489,18268,2701
1,2020-04-28,50015,19231,2853
1,2020-04-29,51587,20327,2990
1,2020-04-30,53225,21424,3176
1,2020-05-01,55050,22751,3382
1,2020-05-02,56703,23801,3556
1,2020-05-03,59463,24908,3671
1,2020-05-04,60761,26017,3843
1,2020-05-05,62035,26993,4031
1,2020-05-06,63484,28171,4220
1,2020-05-07,64910,29247,4395
1,2020-05-08,66422,30226,4556
1,2020-05-09,67690,31249,4679
1,2020-05-10,68836,32096,4857
1,2020-05-11,69969,32994,4979
1,2020-05-12,71144,34042,5155
1,2020-05-13,72265,35164,5288
1,2020-05-14,73476,36091,5456
1,2020-05-15,74602,36895,5546
1,2020-05-16,75853,37819,5663
1,2020-05-17,76991,38550,5766
1,2020-05-18,78061,39238,5826
1,2020-05-19,79101,40050,5895
1,2020-05-20,80112,40693,6013
1,2020-05-21,81313,41728,6135
1,2020-05-22,82469,42607,6232
1,2020-05-23,83610,43318,6335
1,2020-05-24,84688,43998,6404
1,2020-05-25,85700,44651,6525
1,2020-05-26,86636,45352,6619
1,2020-05-27,87508,46177,6745
1,2020-05-28,88501,46853,6857
1,2020-05-29,89407,47533,6959
1,2020-05-30,90179,48116,7053
1,2020-05-31,90936,48892,7275
1,2020-06-01,91694,49739,7306
1,2020-06-02,92399,50357,7375
1,2020-06-03,93074,51048,7478
1,2020-06-04,93715,51739,7617
1,2020-06-05,94324,52568,7683
1,2020-06-06,95046,53614,7750
1,2020-06-07,95688,54233,7776
1,2020-06-08,96233,54833,7811
1,2020-06-09,96642,55572,7871
1,2020-06-10,97114,56639,7933
1,2020-06-11,97519,57658,7968
1,2020-06-12,97932,58523,8021
1,2020-06-13,98399,59354,8079
1,2020-06-14,98776,60272,8118
1,2020-06-15,99136,61042,8147
1,2020-06-16,99456,61443,8185
1,2020-06-17,99842,62017,8226
1,2020-06-18,100209,62496,8272
1,2020-06-19,100618,63003,8318
1,2020-06-20,101008,63488,8381
1,2020-06-21,101326,63886,8398
1,2020-06-22,101626,64334,8404
1,2020-06-23,101952,64704,8422
1,2020-06-24,102231,65091,8451
1,2020-06-25,102611,65425,8471
1,2020-06-26,102783,65726,8475
1,2020-06-27,103021,65973,8482
1,2020-06-28,103239,66191,8488
1,2020-06-29,103907,67178,8532
1,2020-06-30,104193,67594,8556
1,2020-07-01,104193,67594,8559
1,2020-07-02,104760,68345,8606
1,2020-07-03,105079,68693,8627
1,2020-07-04,105305,68990,8638
1,2020-07-05,105524,69239,8648
1,2020-07-06,105923,69570,8657
1,2020-07-07,106155,69883,8675
1,2020-07-08,106422,70247,8701
1,2020-07-09,106793,70574,8712
1,2020-07-10,107114,70901,8723
1,2020-07-11,107335,71266,8737
1,2020-07-12,107579,71467,8747
1,2020-07-13,108144,71841,8753
1,2020-07-14,108475,72170,8761
1,2020-07-15,108816,72485,8773
1,2020-07-16,109253,72836,8790
1,2020-07-17,109658,96689,8802
1,2020-07-18,109988,96914,8811
1,2020-07-19,110327,97051,8815
1,2020-07-20,111113,97474,8821
1,2020-07-21,111684,97757,8825
1,2020-07-22,112227,98142,8833
1,2020-07-23,112659,98519,8837
1,2020-07-24,113193,98873,8844
1,2020-07-25,113543,99115,8848
1,2020-07-26,113898,99355,8852
1,2020-07-27,114584,99860,8863
1,2020-07-28,114980,100134,8874
1,2020-07-29,115392,100465,8881
1,2020-07-30,115785,100862,8891
1,2020-07-31,116298,101227,8897
1,2020-08-01,116585,101436,8903
1,2020-08-02,116870,101574,8907
1,2020-08-03,117017,101597,8909
1,2020-08-04,117777,102450,8920
1,2020-08-05,118172,102788,8924
1,2020-08-06,118546,103106,8928
1,2020-08-07,118970,103435,8932
1,2020-08-08,119206,103566,8938
1,2020-08-09,119436,103728,8943
1,2020-08-10,120117,106355,8949
1,2020-08-11,120406,106746,8953
1,2020-08-12,120829,107148,8968
1,2020-08-13,121234,107553,8977
1,2020-08-14,121652,107942,8982
1,2020-08-15,121889,108217,8986
1,2020-08-16,122087,108484,8988
1,2020-08-17,122872,109059,8994
1,2020-08-18,123154,109357,9007
1,2020-08-19,123490,109822,9012
1,2020-08-20,123873,110288,9016
1,2020-08-21,124372,110648,9026
1,2020-08-22,124629,110878,9033
1,2020-08-23,124896,111112,9035
1,2020-08-24,125646,111694,9045
1,2020-08-25,125969,112050,9052
1,2020-08-26,126417,112455,9056
1,2020-08-27,126848,112825,9064
1,2020-08-28,127310,113234,9075
1,2020-08-29,127673,113501,9075
1,2020-08-30,127940,113664,9079
1,2020-08-31,128948,114218,9088
1,2020-09-01,129425,114607,9094
1,2020-09-02,129923,115050,9097
1,2020-09-03,130493,115444,9103
1,2020-09-04,131124,115926,9104
1,2020-09-05,131495,116136,9106
1,2020-09-06,131895,116357,9107
1,2020-09-07,132142,116459,9108
1,2020-09-08,133748,117565,9115
1,2020-09-09,134294,118271,9117
1,2020-09-10,134924,118990,9125
1,2020-09-11,135626,119674,9126
1,2020-09-12,136141,120075,9132
1,2020-09-13,136659,120431,9133
1,2020-09-14,138010,121224,9141
1,2020-09-15,138803,121840,9150
1,2020-09-16,139747,122449,9155
1,2020-09-17,140867,123109,9162
1,2020-09-18,141911,123723,9167
1,2020-09-19,142774,124187,9173
1,2020-09-20,143649,124691,9179
1,2020-09-21,145415,125534,9190
1,2020-09-22,146663,126904,9196
1,2020-09-23,147753,127788,9205
1,2020-09-24,149094,128707,9211
1,2020-09-25,150456,129573,9217
1,2020-09-26,151671,130328,9224
1,2020-09-27,153125,131098,9229
1,2020-09-28,155301,132607,9239
1,2020-09-29,156961,133737,9252
1,2020-09-30,158758,134971,9258
1,2020-10-01,160535,136350,9280
1,2020-10-02,162659,137614,9370
1,2020-10-03,164471,138867,9423
1,2020-10-04,166156,140243,9442
1,2020-10-05,168960,142334,9465
1,2020-10-06,171323,143994,9491
1,2020-10-07,173123,145666,9502
1,2020-10-08,175559,147508,9515
1,2020-10-09,178117,149524,9545
1,2020-10-10,180179,151357,9568
1,2020-10-11,181864,153219,9573
1,2020-10-12,182839,154258,9589
1,2020-10-13,186881,157486,9613
1,2020-10-14,189385,159351,9623
1,2020-10-15,191730,161490,9658
1,2020-10-16,194106,163644,9681
1,2020-10-17,196321,165446,9704
1,2020-10-18,198148,167112,9718
1,2020-10-19,201437,169671,9736
1,2020-10-20,203688,171743,9751
1,2020-10-21,206360,173748,9786
1,2020-10-22,209148,175805,9819
1,2020-10-23,211732,177879,9844
1,2020-10-24,213959,179636,9876
1,2020-10-25,216104,181429,9899
1,2020-10-26,220213,184306,9926
1,2020-10-27,222887,186464,9954
1,2020-10-28,225586,188867,9982
1,2020-10-29,228542,191209,10024
1,2020-10-30,231999,193937,10060
1,2020-10-31,235444,195876,10085
1,2020-11-01,238688,197729,10127
1,2020-11-02,241961,200052,10153
1,2020-11-03,244935,203509,10224
1,2020-11-04,248218,206037,10281
1,2020-11-05,252140,207998,10326
1,2020-11-06,255809,211237,10380
1,2020-11-07,260055,213094,10434
1,2020-11-08,264649,215005,10465
1,2020-11-09,268735,218400,10507
1,2020-11-10,273037,221279,10575
1,2020-11-11,277596,223199,10628
1,2020-11-12,282577,226775,10711
1,2020-11-13,287318,230646,10771
1,2020-11-14,292585,232915,10833
1,2020-11-15,297390,235401,10895
1,2020-11-16,302192,240287,10968
1,2020-11-17,306468,244152,11025
1,2020-11-18,311109,248321,11123
1,2020-11-19,315751,252293,11202
1,2020-11-20,320719,256646,11271
1,2020-11-21,326424,260398,11343
1,2020-11-22,331842,264049,11390
1,2020-11-23,337555,269199,11453
1,2020-11-24,342444,273391,11549
1,2020-11-25,347466,277232,11641
1,2020-11-26,353097,280923,11728
1,2020-11-27,359064,286504,11822
1,2020-11-28,365560,290700,11915
1,2020-11-29,372036,294411,11988
1,2020-11-30,378139,299972,12053
1,2020-12-01,383468,304888,12134
1,2020-12-02,389775,309886,12248
1,2020-12-03,396268,314608,12330
1,2020-12-04,402568,320096,12418
1,2020-12-05,409567,324882,12527
1,2020-12-06,416554,329138,12612
1,2020-12-07,423053,338735,12695
1,2020-12-08,429034,344200,12784
1,2020-12-09,435329,350011,12900
1,2020-12-10,442068,355735,13024
1,2020-12-11,448839,362293,13166
1,2020-12-12,455549,368474,13292
1,2020-12-13,462129,373253,13386
1,2020-12-14,468860,379467,13465
1,2020-12-15,475212,385975,13569
1,2020-12-16,481628,391946,13708
1,2020-12-17,488636,398412,13824
1,2020-12-18,495343,405611,13947
1,2020-12-19,502238,411396,14089
1,2020-12-20,508931,416708,14168
1,2020-12-21,515312,423621,14235
1,2020-12-22,521508,431561,14328
1,2020-12-23,528353,438452,14497
1,2020-12-24,535149,444064,14649
1,2020-12-25,539241,444066,14734
1,2020-12-26,547370,448223,14901
1,2020-12-27,553273,457193,15005
1,2020-12-28,559063,465973,15118
1,2020-12-29,565504,477857,15274
1,2020-12-30,572981,484583,15368
1,2020-12-31,581427,489811,15498
1,2021-01-01,588939,492277,15632
1,2021-01-02,596376,495081,15715
1,2021-01-03,603513,504976,15755
1,2021-01-04,611424,517884,15962
1,2021-01-05,618871,523564,16118
1,2021-01-06,627243,531227,16254
1,2021-01-07,635583,538267,16463
1,2021-01-08,644349,545971,16590
1,2021-01-09,653014,552388,16726
1,2021-01-10,661334,558772,16849
1,2021-01-11,668183,568573,16965
1,2021-01-12,674470,576447,17111
1,2021-01-13,681330,584652,17260
1,2021-01-14,688895,593397,17414
1,2021-01-15,695704,601910,17606
1,2021-01-16,702767,608084,17758
1,2021-01-17,709847,615324,17915
1,2021-01-18,715072,623033,17995
1,2021-01-19,719751,630430,18139
1,2021-01-20,725495,638620,18334
1,2021-01-21,731450,645729,18491
1,2021-01-22,737407,652829,18697
1,2021-01-23,743058,658984,18843
1,2021-01-24,748381,664621,18962
1,2021-01-25,753011,671326,19106
1,2021-01-26,757022,678068,19269
1,2021-01-27,761226,683953,19399
1,2021-01-28,766103,689419,19527
1,2021-01-29,770793,695679,19662
1,2021-01-30,775456,700920,19802
1,2021-01-31,779853,705659,19891
1,2021-02-01,783589,711708,19994
1,2021-02-02,786417,716642,20057
1,2021-02-03,789651,721075,20208
1,2021-02-04,793734,725507,20364
1,2021-02-05,797756,730730,20459
1,2021-02-06,801485,734644,20550
1,2021-02-07,805153,738766,20612
1,2021-02-08,808120,747110,20679
1,2021-02-09,810797,750709,20752
1,2021-02-10,813982,754736,20845
1,2021-02-11,817163,758328,20928
1,2021-02-12,820306,762200,21001
1,2021-02-13,823805,765469,21077
1,2021-02-14,826667,768508,21145
1,2021-02-15,829189,771102,21181
1,2021-02-16,831576,774511,21231
1,2021-02-17,834181,779761,21265
1,2021-02-18,837495,783412,21330
1,2021-02-19,840586,786769,21407
1,2021-02-20,843805,789841,21460
1,2021-02-21,846630,792603,21502
1,2021-02-22,849508,796630,21550
1,2021-02-23,852298,799830,21588
1,2021-02-24,855194,802926,21631
1,2021-02-25,858328,806017,21690
1,2021-02-26,861547,809041,21738
1,2021-02-27,864842,811372,21782
1,2021-02-28,867694,813778,21816
1,2021-03-01,870290,817586,21842
1,2021-03-02,872747,820450,21870
1,2021-03-03,875559,823524,21924
1,2021-03-04,878391,826337,21969
1,2021-03-05,881754,829423,22010
1,2021-03-06,884630,831896,22035
1,2021-03-07,887655,834067,22066
1,2021-03-08,890692,838090,22093
1,2021-03-09,893512,841035,22122
1,2021-03-10,896735,843962,22151
1,2021-03-11,899757,846714,22185
1,2021-03-12,903216,850048,22217
1,2021-03-13,906755,852543,22250
1,2021-03-14,910200,855020,22282
1,2021-03-15,913046,858922,22306
1,2021-03-16,915865,861832,22328
1,2021-03-17,919249,865085,22364
1,2021-03-18,922848,870978,22397
1,2021-03-19,927062,871048,22422
1,2021-03-20,931072,873590,22448
1,2021-03-21,934938,876100,22481
1,2021-03-22,938713,880159,22521
1,2021-03-23,942319,883275,22539
1,2021-03-24,946360,886511,22563
1,2021-03-25,951560,889850,22594
1,2021-03-26,956655,893469,22629
1,2021-03-27,962019,896206,22658
1,2021-03-28,967145,898934,22685
1,2021-03-29,971719,903607,22700
1,2021-03-30,976597,907277,22726
1,2021-03-31,982110,911293,22758
1,2021-04-01,987915,915348,22800
1,2021-04-02,994836,918345,22828
1,2021-04-03,1001658,921459,22846
1,2021-04-04,1008106,924475,22870
1,2021-04-05,1014373,932582,22911
1,2021-04-06,1020893,937453,22933
1,2021-04-07,1028039,942732,22963
1,2021-04-08,1036034,948382,23000
1,2021-04-09,1045277,954017,23037
1,2021-04-10,1053819,958633,23082
1,2021-04-11,1062475,963395,23113
1,2021-04-12,1071014,972525,23140
1,2021-04-13,1078556,976877,23175
1,2021-04-14,1087154,983506,23228
1,2021-04-15,1096724,990073,23281
1,2021-04-16,1106065,997202,23322
1,2021-04-17,1114932,1003553,23372
1,2021-04-18,1123456,1009950,23403
1,2021-04-19,1131767,1019779,23448
1,2021-04-20,1139042,1027458,23492
1,2021-04-21,1147461,1034533,23546
1,2021-04-22,1155842,1045244,23600
1,2021-04-23,1164580,1054343,23655
1,2021-04-24,1172885,1061706,23712
1,2021-04-25,1180714,1068792,23755
1,2021-04-26,1187917,1078716,23793
1,2021-04-27,1194986,1086611,23838
1,2021-04-28,1202735,1095266,23887
1,2021-04-29,1211078,1103462,23944
1,2021-04-30,1219418,1111887,23994
1,2021-05-01,1227868,1119279,24034
1,2021-05-02,1235696,1126136,24071
1,2021-05-03,1243261,1135356,24109
1,2021-05-04,1249949,1142854,24163
1,2021-05-05,1257339,1151207,24219
1,2021-05-06,1265340,1159506,24256
1,2021-05-07,1273166,1167422,24297
1,2021-05-08,1280564,1174351,24347
1,2021-05-09,1287861,1181251,24409
1,2021-05-10,1294199,1189678,24449
1,2021-05-11,1299581,1196819,24480
1,2021-05-12,1305793,1204328,24530
1,2021-05-13,1312412,1212108,24590
1,2021-05-14,1318412,1220122,24632
1,2021-05-15,1324122,1226870,24672
1,2021-05-16,1329518,1233293,24710
1,2021-05-17,1334106,1241482,24741
1,2021-05-18,1338140,1248375,24778
1,2021-05-19,1342387,1255714,24826
1,2021-05-20,1347439,1262366,24871
1,2021-05-21,1352121,1268989,24922
1,2021-05-22,1356121,1274664,24962
1,2021-05-23,1359859,1280155,24988
1,2021-05-24,1363010,1286553,25029
1,2021-05-25,1365512,1292326,25079
1,2021-05-26,1368104,1297960,25114
1,2021-05-27,1371069,1303558,25162
1,2021-05-28,1374273,1308932,25192
1,2021-05-29,1376991,1313448,25237
1,2021-05-30,1379464,1317524,25272
1,2021-05-31,1381573,1322282,25299
1,2021-06-01,1383211,1326484,25318
1,2021-06-02,1385273,1330389,25364
1,2021-06-03,1387442,1334011,25395
1,2021-06-04,1389502,1337254,25427
1,2021-06-05,1391389,1340123,25469
1,2021-06-06,1392910,1342645,25481
1,2021-06-07,1394142,1345523,25508
1,2021-06-08,1395410,1348080,25537
1,2021-06-09,1396813,1350578,25589
1,2021-06-10,1398292,1353148,25619
1,2021-06-11,1399717,1355419,25632
1,2021-06-12,1401102,1357493,25658
1,2021-06-13,1402335,1359240,25675
1,2021-06-14,1403284,1361387,25686
1,2021-06-15,1404091,1363198,25715
1,2021-06-16,1405139,1364997,25743
1,2021-06-17,1406246,1366797,25756
1,2021-06-18,1407258,1368449,25767
1,2021-06-19,1408217,1369844,25798
1,2021-06-20,1409019,1371000,25819
1,2021-06-21,1409579,1372491,25827
1,2021-06-22,1410200,1373889,25898
1,2021-06-23,1410925,1375107,25919
1,2021-06-24,1411633,1376098,25936
1,2021-06-25,1412301,1376904,25943
1,2021-06-26,1412969,1377730,25960
1,2021-06-27,1413474,1378350,25975
1,2021-06-28,1414134,1380080,25986
1,2021-06-29,1414736,1381016,26016
1,2021-06-30,1415284,1381902,26037
1,2021-07-01,1415888,1382200,26060
1,2021-07-02,1416316,1383646,26081
1,2021-07-03,1416732,1384057,26090
1,2021-07-04,1417256,1384450,26102
1,2021-07-05,1417635,1385459,26109
1,2021-07-06,1418073,1386221,26122
1,2021-07-07,1418627,1386764,26128
1,2021-07-08,1419194,1387265,26146
1,2021-07-09,1419964,1388108,26159
1,2021-07-10,1420355,1388438,26168
1,2021-07-11,1420830,1388797,26177
1,2021-07-12,1421102,1389520,26178
1,2021-07-13,1421438,1390048,26188
1,2021-07-14,1421819,1390525,26195
1,2021-07-15,1422244,1390926,26208
1,2021-07-16,1422641,1391397,26225
1,2021-07-17,1423021,1391722,26228
1,2021-07-18,1423519,1392062,26235
1,2021-07-19,1423784,1392708,26239
1,2021-07-20,1424123,1393047,26243
1,2021-07-21,1424523,1393341,26248
1,2021-07-22,1425093,1394060,26261
1,2021-07-23,1425711,1394616,26274
1,2021-07-24,1426228,1394828,26279
1,2021-07-25,1426903,1395031,26282
1,2021-07-26,1427339,1395740,26286
1,2021-07-27,1427917,1396192,26293
1,2021-07-28,1428682,1396636,26303
1,2021-07-29,1429576,1397037,26308
1,2021-07-30,1430483,1397451,26321
1,2021-07-31,1431252,1397641,26327
1,2021-08-01,1432338,1397822,26329
1,2021-08-02,1433039,1398348,26330
1,2021-08-03,1433776,1399425,26336
1,2021-08-04,1434734,1399968,26347
1,2021-08-05,1436181,1400582,26365
1,2021-08-06,1437701,1401224,26386
1,2021-08-07,1439068,1401482,26394
1,2021-08-08,1440878,1401767,26400
1,2021-08-09,1442087,1403357,26408
1,2021-08-10,1443433,1404203,26414
1,2021-08-11,1445294,1405064,26419
1,2021-08-12,1447435,1406010,26423
1,2021-08-13,1449851,1407052,26428
1,2021-08-14,1452110,1407375,26431
1,2021-08-15,1453995,1408243,26431
1,2021-08-16,1455974,1410099,26436
1,2021-08-17,1457754,1411268,26451
1,2021-08-18,1460172,1412636,26492
1,2021-08-19,1462904,1414266,26515
1,2021-08-20,1465866,1415820,26521
1,2021-08-21,1468744,1416799,26522
1,2021-08-22,1471587,1417332,26528
1,2021-08-23,1473645,1422576,26546
1,2021-08-24,1475978,1424629,26581
1,2021-08-25,1479304,1427007,26587
1,2021-08-26,1482668,1428919,26596
1,2021-08-27,1486436,1431585,26621
1,2021-08-28,1490354,1432355,26629
1,2021-08-29,1493521,1433095,26631
1,2021-08-30,1496256,1438243,26648
1,2021-08-31,1499165,1440926,26662
1,2021-09-01,1503003,1443808,26692
1,2021-09-02,1507051,1446567,26721
1,2021-09-03,1511212,1449550,26736
1,2021-09-04,1515235,1450498,26747
1,2021-09-05,1519369,1451234,26750
1,2021-09-06,1522327,1452221,26753
1,2021-09-07,1525646,1461524,26795
1,2021-09-08,1529287,1464861,26835
1,2021-09-09,1533465,1468198,26862
1,2021-09-10,1538093,1471725,26898
1,2021-09-11,1542954,1472824,26917
1,2021-09-12,1547179,1473825,26926
1,2021-09-13,1551076,1481816,26965
1,2021-09-14,1555120,1485526,26991
1,2021-09-15,1559403,1489783,27033
1,2021-09-16,1564092,1493619,27051
1,2021-09-17,1569186,1497434,27096
1,2021-09-18,1573722,1498488,27110
1,2021-09-19,1578057,1499483,27121
1,2021-09-20,1581914,1508657,27160
1,2021-09-21,1585732,1512791,27213
1,2021-09-22,1589584,1517269,27262
1,2021-09-23,1594202,1521646,27306
1,2021-09-24,1598807,1526145,27344
1,2021-09-25,1603759,1527606,27366
1,2021-09-26,1608092,1528687,27377
1,2021-09-27,1612371,1538255,27423
1,2021-09-28,1615859,1543328,27477
1,2021-09-29,1620137,1547960,27541
1,2021-09-30,1624725,1551619,27592
1,2021-10-01,1629142,1556530,27642
1,2021-10-02,1633569,1557707,27665
1,2021-10-03,1637203,1558904,27672
1,2021-10-04,1640606,1568285,27720
1,2021-10-05,1643420,1573012,27769
1,2021-10-06,1647136,1577405,27831
1,2021-10-07,1651236,1581546,27860
1,2021-10-08,1655364,1585972,27904
1,2021-10-09,1659065,1587037,27916
1,2021-10-10,1662595,1588215,27926
1,2021-10-11,1665252,1591026,27938
1,2021-10-12,1667575,1601860,28007
1,2021-10-13,1670215,1605880,28085
1,2021-10-14,1673408,1609652,28139
1,2021-10-15,1676846,1613576,28186
1,2021-10-16,1680193,1614746,28200
1,2021-10-17,1683087,1617186,28212
1,2021-10-18,1685359,1624084,28282
1,2021-10-19,1687616,1628017,28321
1,2021-10-20,1690258,1631820,28362
1,2021-10-21,1693152,1635268,28385
1,2021-10-22,1695914,1638239,28447
1,2021-10-23,1698465,1639081,28463
1,2021-10-24,1700745,1641233,28467
1,2021-10-25,1702601,1646656,28523
1,2021-10-26,1704374,1649559,28557
1,2021-10-27,1706870,1652739,28598
1,2021-10-28,1709536,1655282,28645
1,2021-10-29,1712128,1657949,28669
1,2021-10-30,1714503,1658583,28682
1,2021-10-31,1716559,1660233,28687
1,2021-11-01,1718496,1665179,28740
1,2021-11-02,1720349,1667744,28772
1,2021-11-03,1722573,1670346,28810
1,2021-11-04,1725150,1672874,28830
1,2021-11-05,1727683,1675129,28847
1,2021-11-06,1730437,1675784,28858
1,2021-11-07,1732879,1677418,28870
1,2021-11-08,1735017,1681698,28907
1,2021-11-09,1737404,1684334,28931
1,2021-11-10,1740005,1686745,28964
1,2021-11-11,1742721,1687828,28981
1,2021-11-12,1745349,1691535,29022
1,2021-11-13,1747987,1692301,29037
1,2021-11-14,1750297,1694176,29053
1,2021-11-15,1752468,1698579,29097
1,2021-11-16,1754383,1701340,29116
1,2021-11-17,1756805,1703912,29144
1,2021-11-18,1759559,1706554,29174
1,2021-11-19,1762434,1709112,29193
1,2021-11-20,1765329,1709893,29204
1,2021-11-21,1767790,1712107,29215
1,2021-11-22,1770095,1716453,29238
1,2021-11-23,1772330,1719126,29267
1,2021-11-24,1774936,1721427,29292
1,2021-11-25,1777814,1725101,29312
1,2021-11-26,1782171,1727526,29330
1,2021-11-27,1785191,1728330,29346
1,2021-11-28,1787810,1730548,29355
1,2021-11-29,1790142,1734556,29382
1,2021-11-30,1792494,1737246,29399
1,2021-12-01,1795640,1739899,29425
1,2021-12-02,1798862,1742524,29448
1,2021-12-03,1802359,1745281,29468
1,2021-12-04,1805967,1746172,29478
1,2021-12-05,1809368,1748969,29483
1,2021-12-06,1812244,1753118,29510
1,2021-12-07,1815211,1756184,29537
1,2021-12-08,1818741,1758979,29561
1,2021-12-09,1822999,1761838,29586
1,2021-12-10,1827755,1764867,29610
1,2021-12-11,1832684,1765882,29624
1,2021-12-12,1836990,1769337,29636
1,2021-12-13,1841139,1774140,29651
1,2021-12-14,1845527,1777480,29679
1,2021-12-15,1851402,1780672,29703
1,2021-12-16,1858527,1784071,29722
1,2021-12-17,1867700,1788221,29742
1,2021-12-18,1877102,1789631,29752
1,2021-12-19,1887707,1794477,29759
1,2021-12-20,1898380,1800387,29772
1,2021-12-21,1910059,1805006,29794
1,2021-12-22,1925061,1809406,29822
1,2021-12-23,1945754,1814426,29839
1,2021-12-24,1961723,1817691,29851
1,2021-12-25,1979125,1819563,29854
1,2021-12-26,1994149,1821359,29861
1,2021-12-27,2043297,1838839,29896
1,2021-12-28,2070350,1846910,29925
1,2021-12-29,2102470,1864799,29958
1,2021-12-30,2142472,1878245,29985
1,2021-12-31,2188309,1884159,30024
1,2022-01-01,2234427,1888996,30043
1,2022-01-02,2279756,1930170,30071
1,2022-01-03,2317833,1949923,30099
1,2022-01-04,2355241,1980647,30154
1,2022-01-05,2394674,2003698,30221
1,2022-01-06,2437811,2030568,30279
1,2022-01-07,2482142,2063334,30363
1,2022-01-08,2523198,2075722,30436
1,2022-01-09,2561786,2087125,30478
1,2022-01-10,2595960,2160694,30527
1,2022-01-11,2624909,2191716,30636
1,2022-01-12,2657384,2227905,30756
1,2022-01-13,2688741,2271355,30862
1,2022-01-14,2720411,2323277,30986
1,2022-01-15,2749307,2347648,31124
1,2022-01-16,2777845,2365680,31199
1,2022-01-17,2801451,2438302,31323
1,2022-01-18,2822614,2467588,31465
1,2022-01-19,2844911,2499917,31639
1,2022-01-20,2868860,2531324,31844
1,2022-01-21,2892021,2563673,32001
1,2022-01-22,2913322,2575313,32120
1,2022-01-23,2933315,2586733,32209
1,2022-01-24,2947178,2644351,32396
1,2022-01-25,2961343,2667252,32570
1,2022-01-26,2979832,2695933,32793
1,2022-01-27,2998329,2732228,32971
1,2022-01-28,3016024,2754953,33119
1,2022-01-29,3031544,2764063,33238
1,2022-01-30,3045105,2772217,33308
1,2022-01-31,3055826,2812213,33454
1,2022-02-01,3066903,2829040,33607
1,2022-02-02,3082000,2847830,33783
1,2022-02-03,3096215,2865234,33949
1,2022-02-04,3110337,2883235,34099
1,2022-02-05,3121837,2889400,34196
1,2022-02-06,3132148,2896117,34278
1,2022-02-07,3140025,2926278,34403
1,2022-02-08,3148878,2938853,34522
1,2022-02-09,3160017,2970512,34667
1,2022-02-10,3170649,2981875,34779
1,2022-02-11,3180839,2989700,34916
1,2022-02-12,3192044,2993660,35021
1,2022-02-13,3199855,2997640,35051
1,2022-02-14,3205656,3022899,35160
1,2022-02-15,3211690,3032617,35257
1,2022-02-16,3219706,3048803,35364
1,2022-02-17,3227289,3057605,35457
1,2022-02-18,3234312,3067181,35529
1,2022-02-19,3241857,3069804,35579
1,2022-02-20,3246660,3072475,35608
1,2022-02-21,3251389,3083828,35627
1,2022-02-22,3256944,3090674,35724
